,time,n6,n6_bkg,n9,n9_bkg,na,na_bkg,b1,b1_bkg
667,3.35,962.0009620010168,1000.5383262039724,1404.1563026559415,1198.6232603141461,1303.807116781075,1233.6786315270929,1567.3981191223465,1573.3075528647034
668,3.4,1082.3378497555334,1000.5383262039692,1283.4910957805962,1198.6232603141464,1464.510692934321,1234.9658366000856,1405.7354004338501,1573.3075528647025
669,3.45,1122.6944667200323,1000.5383262039717,1323.7063778578893,1198.623260314148,1384.0414008904822,1236.279849275898,1506.6897022779858,1573.3075528646998
670,3.5,901.7674642298135,1000.5383262039705,1082.5114265094094,1198.623260314146,1223.1802686985118,1237.6208415119436,1505.9636159189104,1573.307552864702
671,3.55,1082.5114265095638,1000.5383262039711,1343.6008502788236,1198.6232603141468,1444.622792937482,1238.9889852656465,1606.4257028113366,1573.3075528647034
672,3.6,942.0725596312423,1000.538326203972,1182.7913876749801,1198.623260314147,1142.9717264889362,1240.384452494419,1244.2803243157168,1573.307552864702
673,3.65,921.9915016434712,1000.5383262039709,1122.6944667200323,1198.6232603141473,1223.376519192868,1241.8074151556855,1667.1353392518558,1573.3075528647055
674,3.7,1163.630527244905,1000.5383262039707,1102.6021410527906,1198.6232603141473,1283.6970474966809,1243.2580452068585,1484.8703748293135,1573.3075528647016
675,3.75,941.7705285938098,1000.5383262039724,921.9915016436025,1198.623260314147,1504.5135406219513,1244.7365146053585,1545.7501907095273,1573.3075528647023
676,3.8,1082.3378497555334,1000.5383262039703,1283.2852101380263,1198.623260314146,1022.4128944309151,1246.242995308608,1667.6712879245476,1573.3075528647043
677,3.85,1203.0798845042284,1000.5383262039716,1142.7884037049425,1198.6232603141482,962.0009620008798,1247.7776592740136,1324.769169008317,1573.3075528647034
678,3.9,781.2187011737645,1000.538326203971,1323.7063778578893,1198.6232603141477,1222.984081157921,1249.3406784590104,1627.0941304084422,1573.307552864702
679,3.95,1042.3348300193024,1000.5383262039707,1243.4817488969823,1198.6232603141457,1222.9840811580953,1250.9322248209983,1828.9986734735942,1573.3075528647028
680,4.0,1042.502004811607,1000.5383262039729,861.6198453092303,1198.6232603141461,1182.7913876749801,1252.5524703174094,1485.8244317726333,1573.3075528647014
681,4.05,801.7960230916569,1000.5383262039709,801.410482449042,1198.6232603141484,1363.709289266689,1254.2015869056556,1708.2680172031173,1573.3075528647043
682,4.1,801.2820512819828,1000.5383262039707,1203.0798845042284,1198.6232603141477,1243.4817488968051,1255.8797465431583,1808.5362912947571,1573.3075528647032
683,4.15,982.0820138694592,1000.5383262039726,982.2395060739044,1198.6232603141452,1263.3858741427746,1257.5871211873352,1404.6071113252265,1573.3075528647037
684,4.2,1022.4128944309151,1000.5383262039707,1042.167708834435,1198.623260314147,1122.6944667201924,1259.3238827955977,1727.3238531374006,1573.3075528647032
685,4.25,781.4691620245394,1000.5383262039707,1062.251974185182,1198.6232603141477,1102.6021410527906,1261.0902033253788,1405.7354004336496,1573.3075528646998
686,4.3,1042.5020048114586,1000.5383262039722,1183.1708980065569,1198.6232603141464,1344.0320962887515,1262.8862547340798,1526.594889924343,1573.307552864704
687,4.35,1243.6812966381196,1000.5383262039712,1484.8703748295252,1198.6232603141473,1465.21616956373,1264.7122089791308,1707.718889380095,1573.3075528647043
688,4.4,1162.6974581028646,1000.5383262039718,1122.5144323284796,1198.623260314148,1323.9187996470305,1266.568238017942,1364.365971107622,1573.3075528647025
689,4.45,1002.1646756994253,1000.5383262039693,1062.763184279035,1198.6232603141464,1746.0763456828274,1268.4545138079422,1445.3187730848288,1573.307552864703
690,4.5,1203.0798845042284,1000.5383262039722,1203.2729022941373,1198.6232603141455,1364.3659711074274,1270.3712083065375,1728.1569005705455,1573.307552864701
691,4.55,1022.0850535092169,1000.5383262039707,1102.4253357386879,1198.623260314148,1344.0320962889432,1272.318493471154,1767.3521850900752,1573.3075528647048
692,4.6,921.9915016436025,1000.5383262039724,1142.6051397186234,1198.6232603141493,1303.597930287668,1274.2965412592073,1505.4799470071919,1573.3075528647037
693,4.65,1203.2729022941373,1000.5383262039709,1283.9030653184586,1198.6232603141448,1223.376519192868,1276.305523628117,1345.7598521671607,1573.307552864701
694,4.7,1022.4128944307695,1000.5383262039717,1203.0798845042284,1198.6232603141484,1304.2256912395048,1278.3456125353016,1325.4076632660124,1573.3075528647034
695,4.75,621.0682373683088,1000.5383262039715,1202.8869286287775,1198.623260314146,1142.7884037051053,1280.4169799381755,1384.9303520533888,1573.3075528647034
696,4.8,1122.8745588707732,1000.5383262039715,1142.6051397186234,1198.6232603141468,982.2395060739044,1282.519797794159,1525.8592997109768,1573.3075528647025
697,4.85,841.683366733395,1000.5383262039703,1102.4253357385307,1198.6232603141484,1484.393805664641,1284.6542380606713,1849.4692827274066,1573.3075528647034
698,4.9,861.7579862919621,1000.5383262039711,1223.5728326712958,1198.6232603141477,1263.3858741425945,1286.8204726951353,1566.3908747689238,1573.3075528647016
699,4.95,841.5484491464774,1000.5383262039718,1142.6051397186234,1198.6232603141475,1243.2822651801462,1289.0186736549563,1344.679484606507,1573.307552864702
700,5.0,921.6959204937609,1000.5383262039712,1082.5114265095638,1198.623260314146,1303.597930287668,1291.2490128975696,1666.8674940756864,1573.3075528647014
701,5.05,1162.8839522013602,1000.5383262039705,861.6198453091076,1198.6232603141461,1364.1470069008624,1293.5116623803754,1807.374086271835,1573.3075528647062
702,5.1,1123.0547088078615,1000.5383262039732,962.0009620008798,1198.6232603141489,1323.9187996468418,1295.806794060802,1728.1569005705455,1573.3075528647046
703,5.15,1062.5927262521154,1000.5383262039709,1404.3816708130166,1198.6232603141477,1303.597930287668,1298.134579896276,1425.4165830155403,1573.3075528647003
704,5.2,761.4009777991938,1000.5383262039703,1263.5885916002164,1198.623260314148,1142.7884037051053,1300.495191844194,1526.8402442945264,1573.3075528647025
705,5.25,861.4817486075316,1000.5383262039734,1223.376519192868,1198.623260314146,1363.9281129652236,1302.888801861994,1686.7469879516627,1573.3075528647068
706,5.3,921.8436873746708,1000.53832620397,1222.984081157921,1198.623260314147,1203.0798845042284,1305.3155819070828,1586.0269022283326,1573.3075528646987
707,5.35,1122.8745588707732,1000.5383262039715,1102.6021410529477,1198.6232603141475,1102.779003087844,1307.7757039368848,1587.556770226368,1573.3075528647055
708,5.4,1002.3253949162627,1000.5383262039718,1263.1832217188032,1198.6232603141475,861.6198453092303,1310.2693399088146,1646.4541000723773,1573.3075528646991
709,5.45,1002.1646756994253,1000.5383262039697,1182.981112403155,1198.6232603141482,1384.0414008904822,1312.7966617802895,1163.4437936290428,1573.3075528647055
710,5.5,1102.779003087687,1000.5383262039717,1042.1677088342865,1198.6232603141466,1404.3816708128163,1315.3578415087334,1385.1527682979502,1573.307552864703
711,5.55,821.3470090949625,1000.5383262039718,1444.622792937482,1198.623260314146,1424.0442857716725,1317.9530510515629,1646.718611936796,1573.3075528647012
712,5.6,861.7579862920848,1000.5383262039712,1102.6021410529477,1198.6232603141461,1142.6051397186234,1320.5824623661886,1465.922326197923,1573.3075528647048
713,5.65,841.8183275875172,1000.5383262039718,1082.3378497553792,1198.6232603141486,1485.347250100234,1323.2462474100375,1970.562213463999,1573.3075528647023
714,5.7,1243.8809084342088,1000.5383262039697,1323.494024223838,1198.6232603141473,1263.9942217405924,1325.944578140526,1223.9656487016891,1573.3075528647028
715,5.75,1082.5114265095638,1000.5383262039703,1002.0040080160892,1198.6232603141473,1646.4541000723773,1328.6776265150684,1506.4475957097231,1573.3075528647032
716,5.8,1062.2519741853334,1000.5383262039712,1182.7913876749801,1198.6232603141464,1263.791374122439,1331.4455644910875,1708.5427135679367,1573.3075528647003
717,5.85,982.5546420692964,1000.538326203969,1183.1708980065569,1198.6232603141475,1404.6071113250262,1334.2485640260002,1446.0154241644007,1573.307552864704
718,5.9,962.0009620008798,1000.5383262039728,1162.697458102699,1198.623260314147,1343.6008502786322,1337.0867970772226,1768.4887459805557,1573.3075528647018
719,5.95,901.9120535535849,1000.5383262039707,1062.2519741853334,1198.6232603141493,1222.9840811580953,1339.9604356021773,1586.2816754348119,1573.3075528647032
720,6.0,841.8183275876371,1000.5383262039701,1122.8745588707732,1198.623260314147,1283.2852101380263,1342.8696515582778,1406.1872237847326,1573.3075528647066
721,6.05,1223.1802686985118,1000.5383262039721,1102.4253357385307,1198.623260314145,1504.7550258816577,1345.814616902948,1707.4444578360196,1573.307552864699
722,6.1,1263.791374122259,1000.5383262039709,1022.0850535090713,1198.6232603141457,1525.3692999356435,1348.7955035935963,1486.7797155025648,1573.3075528647043
723,6.15,1082.6850589462483,1000.5383262039703,1122.8745588707732,1198.6232603141498,1405.058209554476,1351.8124835876495,1404.8326242274222,1573.3075528647043
724,6.2,881.6928502725734,1000.538326203972,1082.3378497555334,1198.6232603141461,1585.5176012524487,1354.865728842531,1264.1971344865672,1573.3075528647025
725,6.25,901.6229212581878,1000.5383262039704,1303.8071167808891,1198.6232603141477,1223.376519192868,1357.9554113156385,1446.0154241644007,1573.3075528647028
726,6.3,1042.334830019154,1000.5383262039717,1062.251974185182,1198.6232603141464,1243.282265179969,1361.081702964409,1828.70463405796,1573.3075528647007
727,6.35,821.4786615909103,1000.5383262039701,1203.2729022943088,1198.6232603141464,1283.9030653186417,1364.244775746263,1748.3220127809368,1573.3075528647048
728,6.4,1102.4253357386879,1000.5383262039722,1142.6051397186234,1198.6232603141486,1344.2478231211392,1367.4448016185993,1365.4618473896362,1573.3075528647048
729,6.45,1082.3378497553792,1000.5383262039709,1122.6944667200323,1198.6232603141439,1082.685058946094,1370.6819525388546,1567.1461866108116,1573.3075528647012
730,6.5,941.9215199005167,1000.5383262039704,1082.8587470922312,1198.6232603141486,1182.981112403155,1373.9564004644346,1284.93414712485,1573.3075528647028
731,6.55,961.8467457518983,1000.538326203972,1062.422322896264,1198.6232603141473,1344.2478231211392,1377.2683173527698,1364.5850056189572,1573.3075528646987
732,6.6,1222.9840811580953,1000.5383262039709,901.6229212583162,1198.6232603141475,1303.388810908436,1380.6178751612658,1525.8592997109768,1573.3075528647043
733,6.65,1042.334830019154,1000.5383262039732,1002.0040080159465,1198.623260314147,1263.791374122259,1384.0052458473524,1384.9303520531912,1573.3075528647066
734,6.7,982.2395060737645,1000.5383262039707,961.8467457517613,1198.6232603141473,1223.376519192868,1387.4306013684386,1505.9636159189104,1573.3075528646978
735,6.75,861.7579862920848,1000.5383262039707,1303.597930287668,1198.6232603141475,1364.365971107622,1390.8941136819476,1464.9809351796944,1573.307552864706
736,6.8,1182.9811124033236,1000.5383262039695,1243.4817488969823,1198.6232603141443,1122.8745588707732,1394.3959547452946,1587.301587301678,1573.3075528647014
737,6.85,1263.791374122259,1000.5383262039711,1162.8839522013602,1198.623260314148,1223.1802686985118,1397.9362965158987,1666.3320618348303,1573.3075528647023
738,6.9,1142.6051397184608,1000.5383262039712,1122.6944667200323,1198.6232603141482,1183.7406203602375,1401.515310951185,1646.7186119365608,1573.3075528647043
739,6.95,1062.5927262521154,1000.5383262039726,961.8467457518983,1198.6232603141475,1283.2852101380263,1405.1331700085555,1646.4541000723773,1573.307552864702
740,7.0,1183.1708980067253,1000.5383262039709,1323.4940242240266,1198.623260314145,1263.791374122439,1408.7900456454513,1647.5126577192937,1573.3075528647037
741,7.05,861.6198453091076,1000.5383262039717,1042.1677088342865,1198.6232603141477,1243.4817488968051,1412.4861098192644,1345.111423408839,1573.307552864704
742,7.1,861.8961715773968,1000.5383262039707,1162.8839522013602,1198.6232603141475,1343.8164386857532,1416.2215344874382,1466.1578630245783,1573.3075528647
743,7.15,1082.3378497555334,1000.5383262039697,1142.6051397186234,1198.6232603141486,1564.882433191647,1419.9964916073782,1364.365971107622,1573.3075528647032
744,7.2,1183.1708980067253,1000.538326203972,1203.0798845043996,1198.623260314149,1384.9303520533888,1423.8111531364934,1566.6425644734563,1573.3075528647003
745,7.25,1102.4253357385307,1000.5383262039705,1303.8071167808891,1198.623260314147,1203.6591237360549,1427.6656910322265,1204.2389210018239,1573.3075528647046
746,7.3,1062.251974185182,1000.5383262039709,941.7705285936757,1198.6232603141448,1304.4350792694047,1431.560277251971,1707.9934091546984,1573.307552864704
747,7.35,941.9215199006509,1000.5383262039686,1102.6021410529477,1198.6232603141468,1143.1551080984166,1435.495083753161,1345.1114234090307,1573.3075528647032
748,7.4,921.9915016436025,1000.5383262039729,1002.0040080160892,1198.6232603141477,1344.0320962889432,1439.4702824932042,1385.375255993333,1573.3075528646991
749,7.45,1082.5114265094094,1000.5383262039732,1002.0040080159465,1198.6232603141489,1123.2349165595958,1443.4860454295329,1809.6999919567336,1573.3075528647028
750,7.5,921.8436873746708,1000.5383262039711,1163.0705061361002,1198.6232603141443,1082.5114265094094,1447.5425445195508,1284.1091492775788,1573.3075528647053
751,7.55,821.8738724291853,1000.5383262039707,1444.1591784339719,1198.6232603141473,1243.8809084343861,1451.639951720681,1506.4475957097231,1573.3075528647037
752,7.6,901.9120535535849,1000.5383262039715,942.2236478088826,1198.6232603141505,1344.0320962889432,1455.7784389903454,1969.611705121103,1573.3075528647025
753,7.65,681.1443224616776,1000.5383262039703,1183.1708980065569,1198.6232603141439,1102.4253357385307,1459.9581782859646,1769.626769626618,1573.3075528647057
754,7.7,1002.1646756994253,1000.5383262039711,1283.2852101378435,1198.6232603141495,1686.2052352656337,1464.1793415649413,1627.0941304084422,1573.3075528646993
755,7.75,942.0725596312423,1000.5383262039726,1303.388810908436,1198.6232603141461,1243.2822651801462,1468.44210078471,1526.8402442945264,1573.307552864701
756,7.8,1182.7913876749801,1000.5383262039703,1062.5927262521154,1198.623260314145,1122.6944667201924,1472.7466279026808,1525.369299935861,1573.3075528647048
757,7.85,821.3470090948455,1000.5383262039732,1203.0798845042284,1198.623260314148,1323.9187996468418,1477.0930948762748,1384.9303520531912,1573.3075528646998
758,7.9,1002.1646756994253,1000.5383262039692,1162.8839522013602,1198.6232603141461,1244.2803243155392,1481.481673662914,1827.529421215251,1573.3075528647087
759,7.95,1002.0040080160892,1000.5383262039718,1323.706377858078,1198.6232603141495,1143.1551080984166,1485.9125362200095,1790.0961422423486,1573.307552864701
760,8.0,881.8342151675987,1000.5383262039743,1263.3858741427746,1198.623260314145,1323.706377858078,1490.385854504984,1324.5564742715694,1573.3075528647037
761,8.05,1163.0705061361002,1000.53832620397,1223.376519192868,1198.6232603141482,1062.5927262519642,1494.9018004752459,1386.04314812571,1573.3075528646955
762,8.1,901.7674642298135,1000.5383262039705,1383.8193413820966,1198.6232603141484,1243.6812966379423,1499.4605460882267,1666.8674940754486,1573.3075528647134
763,8.15,1243.0828454568036,1000.5383262039722,1002.3253949162627,1198.6232603141461,1343.8164386859446,1504.062263301349,1747.760054642713,1573.3075528647003
764,8.2,1183.1708980067253,1000.538326203969,1485.347250100446,1198.6232603141473,1022.4128944309151,1508.707124072016,1728.4347616368864,1573.3075528647014
765,8.25,1122.6944667200323,1000.5383262039709,1243.6812966379423,1198.6232603141452,1525.1244180444996,1513.3953003576403,1626.5713482467784,1573.3075528647023
766,8.3,741.3344019233989,1000.5383262039722,901.6229212581878,1198.6232603141498,1102.4253357385307,1518.126964115667,1384.4857337773205,1573.3075528647062
767,8.35,1122.8745588707732,1000.5383262039712,1323.4940242240266,1198.623260314145,1163.2571199358865,1522.9022873034928,1828.116838764217,1573.3075528646966
768,8.4,1142.6051397186234,1000.5383262039695,1042.3348300193024,1198.6232603141468,1505.2382290371347,1527.7214418785338,1727.0463491044443,1573.3075528647116
769,8.45,861.6198453091076,1000.5383262039722,1344.4636192156813,1198.6232603141486,1565.1336383336006,1532.5845997982308,1688.9174843170501,1573.3075528647018
770,8.5,841.683366733395,1000.5383262039715,1403.9310068189734,1198.6232603141464,1404.3816708128163,1537.4919330199796,1708.2680172031173,1573.3075528646982
771,8.55,982.0820138694592,1000.5383262039715,1062.422322896264,1198.6232603141457,1444.622792937482,1542.4436135012052,1425.1876831668083,1573.3075528647025
772,8.6,982.2395060739044,1000.5383262039715,1263.5885916002164,1198.6232603141473,1404.3816708130166,1547.4398131993273,1466.3934755534967,1573.3075528647066
773,8.65,1002.3253949161199,1000.5383262039709,1142.6051397184608,1198.6232603141477,1163.0705061361002,1552.4807040717685,1931.1232700352382,1573.3075528647
774,8.7,1142.9717264887734,1000.5383262039697,1042.5020048114586,1198.6232603141477,1404.6071113250262,1557.566458075945,1526.3496143957561,1573.3075528647073
775,8.75,1304.0163704209708,1000.5383262039707,1122.6944667201924,1198.6232603141464,1424.730103945179,1562.6972471692645,1526.1044176707699,1573.3075528647023
776,8.8,881.5515306940716,1000.5383262039709,982.2395060739044,1198.623260314147,1324.3438478209277,1567.8732433091516,1384.9303520533888,1573.3075528647032
777,8.85,941.7705285936757,1000.5383262039733,1082.5114265094094,1198.6232603141475,1263.1832217186231,1573.0946184530399,1666.5997349502609,1573.307552864702
778,8.9,721.1538461537846,1000.5383262039717,1042.1677088342865,1198.6232603141482,1283.6970474966809,1578.3615445583207,1748.040988547168,1573.3075528647046
779,8.95,941.9215199006509,1000.538326203969,1243.2822651801462,1198.6232603141436,1344.463619215873,1583.6741935824296,1707.4444578362632,1573.3075528647048
780,9.0,1163.0705061362657,1000.5383262039724,1384.263531677646,1198.6232603141495,1223.5728326714702,1589.032737482777,1689.1891891892858,1573.307552864699
781,9.05,902.0566892514164,1000.5383262039715,1182.7913876748116,1198.623260314146,1344.2478231209475,1594.4373482167964,1628.1407035174484,1573.3075528647068
782,9.1,961.8467457517613,1000.5383262039726,1263.3858741425945,1198.6232603141493,1062.251974185182,1599.8881977418787,1566.3908747689238,1573.3075528647016
783,9.15,1203.2729022943088,1000.5383262039707,1323.4940242240266,1198.6232603141457,1525.8592997109768,1605.3854580154712,1728.9907519100307,1573.3075528647012
784,9.2,1062.7631842791864,1000.5383262039707,1062.422322896264,1198.6232603141461,982.0820138694592,1610.9293009949683,1869.3467336684485,1573.3075528647048
785,9.25,841.683366733395,1000.5383262039715,1042.6692332369978,1198.6232603141477,1223.5728326712958,1616.5198986378093,1526.594889924343,1573.3075528647012
786,9.3,921.8436873746708,1000.5383262039709,1222.984081157921,1198.623260314145,1343.8164386857532,1622.1574229013997,1385.1527682979502,1573.3075528647055
787,9.35,901.767464229942,1000.5383262039718,1202.8869286287775,1198.6232603141507,1424.730103945179,1627.842045743147,1424.730103945179,1573.3075528647043
788,9.4,982.2395060739044,1000.5383262039724,1182.7913876749801,1198.6232603141475,1222.9840811580953,1633.5739391204997,1667.9393915036524,1573.3075528647014
789,9.45,1042.1677088342865,1000.5383262039717,1062.251974185182,1198.6232603141427,1545.2538631345255,1639.3532749908466,1606.6838046271118,1573.3075528647046
790,9.5,1163.2571199357208,1000.5383262039704,1082.5114265094094,1198.6232603141477,1263.791374122259,1645.180225311622,1505.479947006977,1573.3075528646982
791,9.55,942.5259695985778,1000.5383262039718,1243.0828454568036,1198.6232603141502,1384.7080072246424,1651.054962040257,1405.7354004338501,1573.3075528647078
792,9.6,1343.8164386859446,1000.5383262039709,981.9245721614924,1198.6232603141482,1283.2852101380263,1656.977657134115,1344.8954193264246,1573.3075528647003
793,9.65,921.6959204936297,1000.5383262039734,1122.6944667200323,1198.6232603141418,1263.3858741425945,1662.948482550687,1565.8877378943494,1573.3075528647028
794,9.7,1142.9717264887734,1000.5383262039711,1203.0798845042284,1198.623260314147,1203.8523274477302,1668.9676102473406,1667.4032705209709,1573.307552864703
795,9.75,901.767464229942,1000.5383262039692,1162.6974581028646,1198.6232603141514,1223.1802686986862,1675.035212181511,1727.0463491044443,1573.3075528647037
796,9.8,962.309542903022,1000.5383262039729,881.8342151675987,1198.6232603141455,1344.463619215873,1681.151460310618,1647.2478907192583,1573.3075528647028
797,9.85,881.5515306939461,1000.5383262039692,1183.1708980065569,1198.623260314146,1283.9030653184586,1687.3165265920786,1727.879128827305,1573.3075528647005
798,9.9,941.9215199005167,1000.538326203972,1062.251974185182,1198.6232603141464,1263.791374122259,1693.5305829833046,1425.645556403235,1573.3075528647078
799,9.95,962.1552277101254,1000.5383262039737,1304.435079269591,1198.6232603141502,1062.7631842791864,1699.793801441728,1586.0269022285588,1573.3075528647028
800,10.0,781.2187011738757,1000.5383262039695,1182.7913876749801,1198.6232603141443,1002.0040080160892,1706.1063539247489,1709.3673329848543,1573.3075528647014
801,10.05,1143.1551080982538,1000.5383262039711,1223.1802686985118,1198.623260314149,1304.0163704207848,1712.4684123897982,1909.3942195600728,1573.3075528647053
802,10.1,1162.8839522013602,1000.5383262039688,1223.1802686985118,1198.6232603141452,1545.2538631345255,1718.880148794289,1787.220370295843,1573.3075528646998
803,10.15,881.8342151675987,1000.5383262039712,1343.8164386859446,1198.6232603141457,1183.1708980067253,1725.3417350956524,1123.4151821538114,1573.3075528647046
804,10.2,881.5515306940716,1000.5383262039741,1102.779003087844,1198.6232603141484,1384.7080072246424,1731.8533432512863,1345.1114234090307,1573.3075528647043
805,10.25,962.1552277099884,1000.5383262039717,1102.6021410527906,1198.6232603141493,1605.3941242573678,1738.4151452186168,1709.0923714157864,1573.3075528647023
806,10.3,1042.1677088342865,1000.5383262039728,1343.6008502786322,1198.623260314145,1303.8071167808891,1745.0273129550621,1646.7186119365608,1573.307552864702
807,10.35,1022.2489476849651,1000.5383262039684,1203.2729022943088,1198.6232603141484,1303.597930287668,1751.6900184180538,1627.6172487241213,1573.3075528646998
808,10.4,721.1538461538871,1000.5383262039692,1183.1708980067253,1198.6232603141484,1082.5114265095638,1758.4034335649897,1687.8315383379843,1573.3075528647082
809,10.45,962.0009620008798,1000.5383262039728,1062.251974185182,1198.6232603141452,1243.282265179969,1765.1677303532886,1404.832624227222,1573.3075528646993
810,10.5,1183.1708980065569,1000.538326203972,1203.0798845042284,1198.6232603141461,1183.1708980065569,1771.983080740394,1184.1207401757106,1573.3075528646984
811,10.55,841.5484491464774,1000.5383262039732,1182.7913876749801,1198.6232603141457,1263.3858741427746,1778.8496566837014,1849.7667685379856,1573.3075528647128
812,10.6,962.0009620010168,1000.5383262039675,1082.3378497555334,1198.6232603141475,1303.807116781075,1785.767630140633,1809.1179544907363,1573.3075528646934
813,10.65,841.5484491463576,1000.5383262039717,1142.6051397184608,1198.6232603141493,1404.1563026557412,1792.7371730686,1486.7797155025648,1573.3075528647043
814,10.7,1042.5020048114586,1000.5383262039711,1082.5114265094094,1198.6232603141455,1162.697458102699,1799.758457425038,1425.8746033657453,1573.3075528647064
815,10.75,1122.6944667201924,1000.5383262039732,1645.3969018381224,1198.6232603141493,1464.510692934321,1806.831655167361,1223.7692091642957,1573.3075528647055
816,10.8,881.5515306940716,1000.5383262039732,1122.5144323284796,1198.6232603141484,1283.697047496864,1813.9569382529812,1525.8592997109768,1573.3075528646993
817,10.85,1022.2489476848194,1000.5383262039715,1243.6812966379423,1198.6232603141439,1243.4817488968051,1821.1344786393036,1526.104417670552,1573.3075528647041
818,10.9,1183.1708980065569,1000.5383262039701,1183.1708980065569,1198.6232603141495,1303.3888109082502,1828.3644482837738,1646.9832088051935,1573.3075528647041
819,10.95,901.767464229942,1000.5383262039695,981.9245721614924,1198.6232603141461,1344.679484606507,1835.6470191438052,1506.2055669358613,1573.3075528647012
820,11.0,942.0725596312423,1000.5383262039718,1142.7884037051053,1198.623260314144,1404.3816708130166,1842.9823631767952,1465.6868650364247,1573.3075528646998
821,11.05,861.7579862919621,1000.5383262039709,1404.1563026557412,1198.6232603141486,841.5484491463576,1850.3706523401784,1344.6794846063153,1573.3075528647046
822,11.1,1143.1551080982538,1000.53832620397,1102.6021410527906,1198.623260314145,1585.7722108473492,1857.8120585913648,1747.7600546424635,1573.3075528647055
823,11.15,1062.5927262521154,1000.5383262039729,941.7705285938098,1198.623260314149,941.7705285938098,1865.306753887787,1425.4165830155403,1573.3075528646968
824,11.2,1062.5927262521154,1000.5383262039707,1444.622792937482,1198.6232603141484,1102.4253357386879,1872.8549101868527,1203.46598202831,1573.3075528647114
825,11.25,982.0820138693192,1000.5383262039711,921.8436873746708,1198.6232603141443,1284.1091492775788,1880.4566994459701,1546.4952801766099,1573.3075528646993
826,11.3,982.2395060737645,1000.5383262039722,1222.984081157921,1198.6232603141475,1384.708007224445,1888.1122936225806,1465.2161695635211,1573.3075528647055
827,11.35,922.1393633229617,1000.538326203972,1122.6944667201924,1198.6232603141502,1123.234916559756,1895.8218646740943,1607.4586079409373,1573.307552864704
828,11.4,741.0968232985239,1000.5383262039684,1082.5114265095638,1198.6232603141445,1122.5144323284796,1903.5855845579126,1708.5427135679367,1573.3075528646998
829,11.45,901.7674642298135,1000.5383262039737,1263.791374122259,1198.6232603141461,1163.0705061361002,1911.403625231467,1971.196395526422,1573.3075528647028
830,11.5,660.8723515039288,1000.5383262039675,1323.494024223838,1198.6232603141477,1424.7301039449758,1919.2761586521965,1667.939391503414,1573.3075528647087
831,11.55,741.5721329218364,1000.5383262039766,1545.5019870740714,1198.6232603141468,1022.4128944309151,1927.203356777467,1465.922326197923,1573.3075528646987
832,11.6,1062.422322896264,1000.5383262039712,821.3470090949625,1198.6232603141473,1022.4128944309151,1935.185391564761,1606.4257028113366,1573.3075528647005
833,11.65,861.6198453091076,1000.5383262039671,1363.709289266689,1198.6232603141486,1283.6970474966809,1943.2224349714306,1769.626769626618,1573.3075528647018
834,11.7,1062.5927262519642,1000.5383262039728,1062.763184279035,1198.6232603141466,1444.390948483266,1951.3146589549535,1606.9419893940453,1573.3075528647103
835,11.75,1404.6071113252265,1000.5383262039701,1364.365971107622,1198.6232603141475,1304.0163704209708,1959.4622354727062,1606.9419893942747,1573.3075528646982
836,11.8,881.6928502725734,1000.5383262039732,1403.9310068191735,1198.6232603141486,1485.1087741832748,1967.665336482128,1707.9934091549421,1573.3075528647025
837,11.85,1002.1646756994253,1000.5383262039722,1142.9717264887734,1198.6232603141427,1203.0798845042284,1975.9241339406342,1444.8547118316312,1573.307552864703
838,11.9,941.7705285936757,1000.5383262039694,1283.9030653184586,1198.6232603141495,1323.7063778578893,1984.238799805636,1586.791467480682,1573.3075528647055
839,11.95,1042.502004811607,1000.5383262039697,1042.3348300193024,1198.6232603141475,1042.3348300193024,1992.6095060345533,1525.614260478648,1573.3075528646975
840,12.0,1122.6944667201924,1000.5383262039729,1182.9811124033236,1198.6232603141464,1404.3816708130166,2001.0364245848143,1687.017994858708,1573.3075528647116
841,12.05,1142.9717264887734,1000.5383262039694,1223.1802686985118,1198.6232603141477,1666.3320618348303,2009.5197274138225,1668.2075812998532,1573.3075528647005
842,12.1,1082.685058946094,1000.538326203974,1243.4817488968051,1198.623260314145,1122.874558870613,2018.0595864790248,1344.4636192156813,1573.3075528647023
843,12.15,982.0820138694592,1000.5383262039672,1243.2822651801462,1198.6232603141489,1162.883952201526,2026.6561737377885,1425.4165830155403,1573.3075528647014
844,12.2,1163.2571199358865,1000.5383262039743,1263.3858741427746,1198.6232603141461,1002.4861656909706,2035.309661147572,1545.9984740795164,1573.3075528647043
845,12.25,861.6198453091076,1000.5383262039709,1283.2852101378435,1198.6232603141473,1223.5728326712958,2044.0202206657923,1505.7217426218347,1573.307552864702
846,12.3,1082.685058946094,1000.5383262039705,1223.1802686985118,1198.623260314146,1363.9281129652236,2052.788024249842,1546.9924056735122,1573.307552864708
847,12.35,1042.8365153217344,1000.5383262039718,1082.3378497555334,1198.6232603141468,1344.2478231211392,2061.6132438571785,1586.7914674809085,1573.3075528647014
848,12.4,821.3470090949625,1000.5383262039709,1062.933697003791,1198.6232603141455,1002.0040080160892,2070.496051445178,1646.1896731712175,1573.3075528647023
849,12.45,1002.3253949161199,1000.5383262039705,1102.955921870519,1198.6232603141498,1343.6008502786322,2079.436618971293,1284.3152994058944,1573.3075528646998
