,time,n6,n6_bkg,n7,n7_bkg,n9,n9_bkg,b1,b1_bkg
0,-30.0,962.3095429029535,1050.9961919830682,1194.0837664813491,1082.7119334220804,1052.3783751277738,1128.508435530394,1525.4917703733222,1616.6332848238321
1,-29.9,942.0725596311752,1050.9961919830728,942.6015803617851,1082.7119334220877,1163.070506136183,1128.5084355303838,1565.762004175343,1616.6332848238242
2,-29.8,932.2560596643746,1050.9961919830728,1103.044402551025,1082.7119334220872,1102.513731307365,1128.5084355303852,1545.2538631346358,1616.6332848238346
3,-29.7,1092.8194742435328,1050.9961919830728,1103.044402551025,1082.7119334220827,1132.7412337857454,1128.5084355303852,1585.899546312259,1616.633284823827
4,-29.6,972.3530944886488,1050.99619198307,962.3867190632632,1082.7119334220838,962.0780886715168,1128.5084355303884,1716.8329953213545,1616.6332848238326
5,-29.5,841.6159025328511,1050.9961919830716,1032.8713824431773,1082.711933422089,1062.5075177418557,1128.5084355303857,1394.3223994382388,1616.633284823837
6,-29.4,1364.6945492493985,1050.9961919830705,1093.4333808157457,1082.7119334220845,1022.1669940273234,1128.508435530386,1666.0644746878402,1616.6332848238321
7,-29.3,1093.4333808157457,1050.9961919830748,1022.9050503429595,1082.7119334220833,1122.5144323283996,1128.5084355303852,1676.403862755703,1616.633284823829
8,-29.2,892.0874847142186,1050.996191983069,902.2013713460716,1082.7119334220854,1162.6974581027819,1128.5084355303904,1555.8187621704956,1616.63328482383
9,-29.1,972.3530944886488,1050.9961919830725,982.6334576665324,1082.711933422088,1092.556582402807,1128.5084355303868,1646.3218760038312,1616.6332848238303
10,-29.0,811.7696578541104,1050.996191983068,1093.5211380645524,1082.7119334220804,1182.9811124032394,1128.5084355303845,1596.0970908871661,1616.6332848238326
11,-28.9,1082.8587470923082,1050.996191983077,1093.1701935613123,1082.7119334220895,1283.4910957805046,1128.5084355303873,1636.1190853792953,1616.6332848238278
12,-28.8,982.2395060738345,1050.996191983073,1073.068977274991,1082.7119334220838,1132.6504019405247,1128.5084355303864,1958.7359623922416,1616.6332848238353
13,-28.7,1052.884904638695,1050.9961919830694,1012.7750035096019,1082.7119334220886,1092.4689798945462,1128.5084355303882,1535.312180143274,1616.6332848238276
14,-28.6,1153.4835202310815,1050.9961919830707,1133.5593764420119,1082.7119334220806,1142.788403705024,1128.5084355303857,1434.6770471737661,1616.633284823827
15,-28.5,871.7958995530669,1050.9961919830696,1022.8229914564051,1082.711933422085,1223.1802686985989,1128.508435530385,1637.0392688560578,1616.6332848238392
16,-28.4,1022.4128944308422,1050.996191983077,1314.179089504606,1082.7119334220906,1092.556582402807,1128.5084355303873,1515.5469016600543,1616.6332848238321
17,-28.3,1183.8356274328657,1050.9961919830703,1133.5593764420119,1082.7119334220804,1213.4218496158996,1128.508435530385,1687.0179948585878,1616.6332848238326
18,-28.2,1092.9071329736946,1050.9961919830728,1324.4501525124228,1082.711933422085,901.8397530963036,1128.5084355303854,1697.0938523026007,1616.6332848238258
19,-28.1,902.0566892514806,1050.9961919830712,1224.260426283449,1082.7119334220874,871.5862870424048,1128.5084355303918,1616.4983232594802,1616.6332848238333
20,-28.0,982.3970487990557,1050.9961919830705,1072.8107642021944,1082.7119334220833,1062.5075177418557,1128.5084355303804,1616.6281755196073,1616.6332848238287
21,-27.9,1103.044402551025,1050.996191983074,1203.7557178396426,1082.7119334220863,1223.0821670609764,1128.5084355303864,1726.9076305220638,1616.6332848238342
22,-27.8,962.3095429029535,1050.996191983066,1063.1042644521854,1082.71193342209,1132.5595846613185,1128.5084355303916,1545.5019870739613,1616.6332848238276
23,-27.7,831.513354304823,1050.996191983076,1133.1047068968812,1082.711933422083,1142.6967643638825,1128.5084355303795,1707.032975860521,1616.6332848238303
24,-27.6,761.339958326644,1050.9961919830694,1042.9201764941688,1082.7119334220843,1042.502004811533,1128.5084355303907,1797.7302400321125,1616.6332848238285
25,-27.5,1052.4627628650894,1050.9961919830735,972.8992397343948,1082.7119334220838,1072.3806851209533,1128.5084355303852,1555.6938394523736,1616.633284823836
26,-27.4,1223.5728326713831,1050.9961919830705,1104.0186278051954,1082.711933422087,1414.3278432001725,1128.5084355303875,1575.7040486561127,1616.6332848238321
27,-27.3,1062.7631842791106,1050.9961919830712,1022.4128944308422,1082.711933422084,1102.690564978532,1128.5084355303857,1586.2816754346989,1616.633284823831
28,-27.2,1083.032490974714,1050.9961919830769,972.8211814261219,1082.7119334220854,1042.1677088343606,1128.5084355303902,1384.9303520532899,1616.6332848238296
29,-27.1,1213.5192056965027,1050.9961919830662,1183.8356274328657,1082.711933422086,1253.1328320801827,1128.5084355303857,1696.8212213096406,1616.6332848238314
30,-27.0,1042.83651532166,1050.9961919830696,1244.6799967879049,1082.7119334220865,1233.2310653913078,1128.508435530384,1707.718889379973,1616.6332848238335
31,-26.9,1113.0051138072638,1050.9961919830735,1173.779570216079,1082.711933422082,1152.6510975242895,1128.5084355303861,1354.1980138428937,1616.6332848238342
32,-26.8,881.904914615557,1050.9961919830719,932.0318293880526,1082.7119334220881,1192.9346191631244,1128.5084355303882,1545.9984740794062,1616.633284823828
33,-26.7,962.1552277100569,1050.9961919830703,1103.2214065069847,1082.7119334220877,1052.4627628650894,1128.5084355303836,1797.441407426721,1616.6332848238314
34,-26.6,1052.6315789473533,1050.9961919830757,912.3904630130813,1082.7119334220808,911.6592197799866,1128.5084355303886,1656.1276723878113,1616.6332848238367
35,-26.5,871.7958995530669,1050.996191983071,932.2560596643746,1082.7119334220854,1142.6051397185422,1128.5084355303834,1626.3100831224922,1616.6332848238224
36,-26.4,1052.4627628650894,1050.9961919830685,1133.3774648452227,1082.7119334220868,1022.4128944308422,1128.508435530394,1465.0985429293735,1616.6332848238353
