,time,n0,n0_bkg,n1,n1_bkg,n3,n3_bkg,b0,b0_bkg
0,-20.0,1116.3692022523976,1143.7230662295287,1138.42209682305,1201.7910235180684,1145.6339508922301,1156.5472227000137,1950.9616099805608,1903.5041656845065
1,-19.0,1113.5321238970012,1143.7230662295287,1141.3555854211381,1201.7910235180682,1148.6872861886657,1156.5472227000132,1872.1623626025769,1903.5041656845071
2,-18.0,1126.7113873097985,1143.7230662295287,1178.5899850945982,1201.7910235180689,1135.5428938287457,1156.5472227000137,1905.5276381909548,1903.5041656845076
3,-17.0,1154.6649064129547,1143.7230662295287,1213.8405916319234,1201.7910235180682,1107.3041957200285,1156.5472227000137,1990.221779057238,1903.5041656845067
4,-16.0,1153.7334815462839,1143.7230662295285,1201.7542803718818,1201.7910235180677,1122.5089630183954,1156.5472227000137,1792.3739711934156,1903.5041656845062
5,-15.0,1180.8187678953736,1143.7230662295287,1230.956293527397,1201.7910235180686,1110.391134524839,1156.5472227000137,1907.6220455979965,1903.5041656845074
6,-14.0,1137.6358842861787,1143.7230662295292,1187.7056416017977,1201.7910235180682,1171.7966210522093,1156.5472227000132,1892.5954589770135,1903.5041656845062
7,-13.0,1096.1679253041289,1143.7230662295283,1228.8955990489853,1201.7910235180684,1132.4448973778233,1156.5472227000137,1945.8850962891488,1903.504165684507
8,-12.0,1115.6683174277023,1143.7230662295294,1132.4994232177428,1201.791023518068,1148.604320357281,1156.5472227000132,1940.0338550985698,1903.5041656845065
9,-11.0,1167.8117375112367,1143.7230662295287,1199.6950607872245,1201.7910235180684,1150.467509072344,1156.5472227000134,1955.7395831239573,1903.5041656845074
10,-10.0,1160.7538780415864,1143.7230662295287,1167.5587189754372,1201.7910235180684,1140.7347656226486,1156.5472227000134,1901.26295310754,1903.504165684507
11,-9.0,1159.7855400025685,1143.7230662295285,1121.3685912481094,1201.7910235180684,1099.3155356555371,1156.5472227000137,1867.058970123037,1903.5041656845074
12,-8.0,1126.503425653783,1143.7230662295285,1087.287958787373,1201.7910235180684,1109.3502377179082,1156.5472227000137,1901.6910174247967,1903.5041656845071
13,-7.0,1158.6869418489634,1143.7230662295287,1226.1049995384549,1201.7910235180684,1128.4960808584997,1156.5472227000134,1930.160364156922,1903.504165684507
14,-6.0,1141.4746488310418,1143.7230662295292,1142.3333286530094,1201.7910235180684,1103.4693075027888,1156.5472227000134,1965.7052306863177,1903.5041656845074
15,-5.0,1149.600548919215,1143.7230662295287,1227.160072646271,1201.7910235180684,1107.2775415229078,1156.5472227000134,1961.9825673024347,1903.504165684507
16,-4.0,1163.7799573013147,1143.7230662295287,1196.7266066531176,1201.7910235180684,1119.456882854254,1156.5472227000134,1836.0886387618714,1903.504165684507
17,-3.0,1098.4072593184057,1143.723066229529,1165.706948094942,1201.7910235180686,1157.5792349946032,1156.5472227000134,1847.0060012621543,1903.5041656845071
18,-2.0,1067.2016048144433,1143.723066229529,1187.6389256682476,1201.7910235180686,1152.7649302622365,1156.5472227000134,1939.180698668007,1903.5041656845071
19,-1.0,1178.7697055182473,1143.723066229529,1246.0021589344976,1201.7910235180686,1213.0588950628803,1156.5472227000134,1934.9261712585562,1903.5041656845071
20,0.0,4764.984035888938,1143.723066229529,4751.724179739044,1201.7910235180686,5229.723441704263,1156.5472227000134,3864.455485105198,1903.5041656845071
21,1.0,2165.1113514556705,1143.723066229529,2233.9291818309775,1201.7910235180686,2298.49461673658,1156.5472227000134,2114.328572491409,1903.5041656845071
22,2.0,1440.5403180632713,1143.723066229529,1523.8577090335248,1201.7910235180686,1453.4416856711528,1156.5472227000134,1965.971406976183,1903.5041656845071
23,3.0,1266.1987149387369,1143.7230662295287,1276.1858897182758,1201.7910235180684,1332.5626946665382,1156.5472227000134,2021.8492430381427,1903.504165684507
24,4.0,1222.003282754303,1143.7230662295287,1257.909582983914,1201.7910235180684,1260.0725544961315,1156.5472227000134,1901.9357121603255,1903.504165684507
25,5.0,1193.8920882075568,1143.7230662295292,1243.9807383627608,1201.7910235180684,1155.624036979969,1156.5472227000134,2037.8536083179013,1903.5041656845074
26,6.0,1238.0359973513655,1143.7230662295287,1217.8337406154576,1201.7910235180684,1215.9494036630979,1156.5472227000134,1880.3831117275204,1903.504165684507
27,7.0,1123.325042124689,1143.7230662295285,1232.8192741111966,1201.7910235180684,1105.3292517061388,1156.5472227000137,1876.2574542794146,1903.5041656845071
28,8.0,1149.6190006139327,1143.7230662295285,1186.671561812247,1201.7910235180684,1202.8853195822505,1156.5472227000137,1855.104854626507,1903.5041656845074
29,9.0,1226.1738959417858,1143.7230662295287,1187.7628326538472,1201.7910235180684,1195.8650357956917,1156.5472227000134,1970.0710029671682,1903.504165684507
30,10.0,1152.7464258841235,1143.7230662295287,1177.688520446037,1201.7910235180684,1215.9786822483165,1156.5472227000134,1855.1794278087978,1903.5041656845074
31,11.0,1151.7500983201303,1143.7230662295294,1199.541045165328,1201.791023518068,1193.8441782539778,1156.5472227000132,1894.8418083525835,1903.5041656845065
32,12.0,1198.9685860197253,1143.7230662295283,1242.098926457309,1201.7910235180684,1210.9987177660635,1156.5472227000137,1909.5016803614787,1903.504165684507
33,13.0,1115.4534438621974,1143.7230662295292,1152.5059230178201,1201.7910235180682,1091.422701592193,1156.5472227000132,1926.6215480107658,1903.5041656845062
34,14.0,1186.9573156905121,1143.7230662295287,1169.550756095506,1201.7910235180686,1128.4870249069625,1156.5472227000137,1952.1276381869136,1903.5041656845074
35,15.0,1176.8813547078264,1143.7230662295285,1202.817743517926,1201.7910235180677,1194.8881660924649,1156.5472227000137,1822.1435161641114,1903.5041656845062
36,16.0,1105.4002110491872,1143.7230662295287,1232.9874815152202,1201.7910235180682,1168.807976387069,1156.5472227000137,1918.8128087037107,1903.5041656845067
37,17.0,1126.6209597646837,1143.7230662295287,1179.7184726257162,1201.7910235180689,1164.7481595775205,1156.5472227000137,1910.6026891154945,1903.5041656845076
38,18.0,1129.555841789955,1143.7230662295287,1170.5655426428903,1201.7910235180682,1148.6504110061776,1156.5472227000132,1909.7473504768338,1903.5041656845071
39,19.0,1098.222183887526,1143.7230662295287,1215.871334328502,1201.7910235180684,1095.2331281944298,1156.5472227000137,1825.3164149820684,1903.5041656845065
40,20.0,1117.526914943562,1143.7230662295292,1164.7294637429047,1201.7910235180677,1145.5144382966942,1156.5472227000132,1883.6972735643092,1903.5041656845067
41,21.0,1189.8408061221623,1143.7230662295283,1120.2105233599495,1201.7910235180689,1182.7350773743483,1156.5472227000132,1965.971406976183,1903.5041656845071
42,22.0,1140.4967630755898,1143.7230662295292,1198.7184245529634,1201.7910235180686,1072.0381561344852,1156.5472227000132,1888.286593466669,1903.5041656845062
43,23.0,1195.7978539842538,1143.7230662295299,1187.6293954324415,1201.791023518068,1161.7967517848328,1156.547222700014,1850.1805961179373,1903.5041656845071
44,24.0,1136.6030316102044,1143.7230662295287,1180.6576774848481,1201.791023518068,1133.4957007410856,1156.5472227000132,1861.970976163154,1903.5041656845062
45,25.0,1227.1108212511915,1143.7230662295287,1204.7419284297027,1201.7910235180684,1219.172006606608,1156.5472227000134,1999.288337786248,1903.5041656845067
46,26.0,1154.785386496937,1143.7230662295292,1198.7280442175163,1201.7910235180675,1177.6507172233926,1156.5472227000134,1861.0970423429724,1903.5041656845071
47,27.0,1145.5604017285725,1143.7230662295292,1168.5922525844446,1201.7910235180689,1137.4350538626652,1156.547222700013,1930.2069342684113,1903.5041656845067
48,28.0,1133.4047478625791,1143.7230662295292,1123.3881386260964,1201.7910235180682,1118.3438481058365,1156.5472227000134,1876.4083112727214,1903.5041656845058
49,29.0,1090.3473664148937,1143.723066229529,1175.6114784618346,1201.7910235180693,1215.9689225632465,1156.5472227000134,1929.058108980223,1903.5041656845087
50,30.0,1153.7797825676917,1143.7230662295287,1165.3609008380167,1201.7910235180675,1171.9094900588364,1156.5472227000134,1956.1013071501231,1903.5041656845053
51,31.0,1121.3865874942326,1143.7230662295292,1216.8965026013295,1201.7910235180689,1155.6796841142195,1156.5472227000134,1899.367681404688,1903.5041656845071
52,32.0,1147.552823541685,1143.7230662295292,1211.9266423211204,1201.7910235180689,1124.5107224755686,1156.5472227000134,1917.803813092529,1903.5041656845076
53,33.0,1177.7641341728163,1143.723066229529,1215.822546084891,1201.7910235180677,1195.8938303114942,1156.5472227000132,1885.4119765871228,1903.5041656845053
54,34.0,1091.2475527168854,1143.723066229529,1232.9281089551312,1201.7910235180686,1097.2522556858528,1156.5472227000134,1949.0688898851467,1903.504165684509
55,35.0,1101.5116190415042,1143.7230662295292,1234.939456867407,1201.7910235180686,1120.3813107959822,1156.547222700013,1843.980183493614,1903.5041656845049
56,36.0,1167.924225397335,1143.7230662295294,1211.8099304212444,1201.7910235180684,1128.4779691007686,1156.5472227000132,1954.3188032813252,1903.5041656845071
57,37.0,1190.846433981761,1143.7230662295287,1180.6861020104766,1201.791023518068,1131.539455416543,1156.5472227000132,1931.1229464854769,1903.5041656845071
58,38.0,1146.5106155046753,1143.7230662295292,1214.8949532200234,1201.7910235180686,1135.3879977853917,1156.5472227000137,1870.1901142212832,1903.5041656845067
59,39.0,1107.295310845075,1143.7230662295287,1156.5274085962185,1201.7910235180677,1163.6958981725961,1156.5472227000132,1912.9127136823017,1903.5041656845058
60,40.0,1131.394182547643,1143.72306622953,1155.47567081782,1201.7910235180684,1130.5521949966796,1156.5472227000134,2003.4701349251186,1903.5041656845067
61,41.0,1157.7185921178827,1143.7230662295292,1193.6429984312122,1201.791023518068,1086.1955874181842,1156.5472227000128,1965.5471258774585,1903.5041656845067
62,42.0,1150.7168153134623,1143.723066229529,1132.4630720744035,1201.7910235180689,1112.410651056138,1156.5472227000125,1901.7216008234093,1903.5041656845067
63,43.0,1141.575414197266,1143.7230662295278,1145.4225224972217,1201.7910235180682,1146.437018180505,1156.5472227000141,1838.8928859966798,1903.5041656845062
64,44.0,1227.46551956016,1143.723066229531,1111.1645967716056,1201.7910235180682,1101.334841901277,1156.5472227000148,1897.502693488993,1903.5041656845058
65,45.0,1120.3543408966445,1143.723066229529,1179.567010640176,1201.7910235180693,1202.981869989666,1156.5472227000123,1893.2998890550384,1903.5041656845062
66,46.0,1156.5645318872766,1143.723066229529,1220.8799565017625,1201.791023518067,1159.5249558658322,1156.5472227000137,1944.0546506531782,1903.5041656845062
67,47.0,1126.4763058799456,1143.723066229531,1157.486348882835,1201.7910235180684,1046.9902040226887,1156.5472227000141,1878.1390244931838,1903.504165684507
68,48.0,1160.651409333764,1143.7230662295278,1191.8520658769141,1201.7910235180673,1122.3918682257784,1156.5472227000141,1883.3640862367693,1903.504165684505
69,49.0,1131.4214183691483,1143.7230662295287,1185.7041397325245,1201.7910235180682,1137.4624356541312,1156.5472227000128,1997.3502690944474,1903.5041656845062
70,50.0,1131.4214183691483,0.0,1185.7041397325245,0.0,1137.4624356541312,0.0,1997.3502690944474,0.0
