20.423728794884738 231114.64804313076
42.807806583028615 1695877.2103320914
75.56061671104442 9511940.24754871
133.31987274131035 40819134.73413926
265.1128485442344 134111797.4486801
483.66833741062953 324319165.4492655
837.835441853221 599894054.5180919
1635.523631071235 786977188.6584005
2831.84866029891 1071945306.337997
5919.306949209802 1254269302.2905672
9564.991146843402 1210412792.040144
19539.30404689611 5610529986.052997
31402.89571566329 7311087866.108785
45772.65042618825 8045606694.560668
81113.08307896856 8756136680.613667
145759.3300969294 9328521617.85216
261927.93448156273 9670781032.078102
457726.5042618825 9921129707.112968
676554.8789727871 9919177126.917711
1584893.192461111 9937935843.793583
2215412.2125811847 9936262203.626219
