62.71501008536805 4364180.218036171
82.13488527228853 26805495.79049308
100.72163913668754 87910131.44897233
124.39155255457344 230425433.72453627
162.7517123583337 412640428.8565959
202.35473828136176 552194984.154267
249.76328258654965 690901377.2217804
303.7915060796814 706558976.8576529
369.5395934505025 808244167.0577986
418.06383502051483 904074832.4484279
515.9185969113239 904074832.4484279
797.2946813576258 1081591486.9465353
1393.724287935262 1209831981.7121654
1974.2581995706025 1383946244.215415
2963.4997367854307 1480186032.3278656
10000. 1480186032.3278656
