,tau_n0,n0,n0_bckg,tau_n1,n1,n1_bckg,tau_n3,n3,n3_bckg,tau_b0,b0,b0_bckg
31,-26.9,1294.0633589470754,1187.9080965977882,-26.9,1082.5982357658227,1169.4080513340616,-26.9,1313.968183915406,1262.8432134969562,-26.9,1555.9437049528979,1499.5511930477162
32,-26.8,1253.3338680890993,1187.2914289759983,-26.8,1112.915839499473,1169.6202624744435,-26.8,1304.121022430863,1262.964964815573,-26.8,1364.2564802182617,1498.487545780935
33,-26.7,952.2663940177488,1186.9132559244767,-26.7,992.6006136076379,1169.574454694436,-26.7,1173.402868318106,1262.580127251293,-26.7,1253.9373633208095,1498.5069335572423
34,-26.6,1042.502004811533,1186.8921120447326,-26.6,1223.4746680572653,1169.7866027156817,-26.6,1143.1551080983352,1262.3474540035807,-26.6,1455.0344190900307,1498.9774408791156
35,-26.5,1294.5828231940886,1188.2049852239697,-26.5,1334.510645983405,1170.3744404619968,-26.5,1223.8674210505021,1262.7986296129352,-26.5,1415.236374585948,1499.3278491232252
36,-26.4,1103.044402551025,1187.230664811601,-26.4,1123.325042124673,1169.8353806616637,-26.4,1223.8674210505021,1262.74334656774,-26.4,1515.6686005660956,1499.3773645727763
37,-26.3,1253.4344102841608,1187.1619003842331,-26.3,1012.5313283207876,1169.249812584406,-26.3,1273.642617887139,1262.3082515494225,-26.3,1586.5365305056607,1499.938798225751
38,-26.2,1052.7160072988158,1186.926515788357,-26.2,1052.6315789473533,1169.203644362244,-26.2,1243.681296638031,1262.3797470386544,-26.2,1314.390062809766,1498.7542467088658
39,-26.1,1143.4302908726015,1187.3815586540418,-26.1,1022.6589131742385,1169.2746235953896,-26.1,1143.3385485617841,1262.2740769814418,-26.1,1545.5019870739613,1499.0744697850957
40,-26.0,1344.3557125085085,1187.6224794118157,-26.0,1133.1047068968812,1169.3924463680783,-26.0,1223.5728326713831,1262.21913085161,-26.0,1688.102893890651,1500.9315934691026
41,-25.9,1294.3749874575883,1187.7443270042497,-25.9,1203.465982028224,1169.5102292284778,-25.9,1173.779570216079,1262.5441380222735,-25.9,1656.5267152580934,1499.625001474063
42,-25.8,1263.892789792543,1187.3419329328633,-25.8,1153.5760858661688,1169.7218334113713,-25.8,1284.1091492776702,1262.4640061932273,-25.8,1444.7387430772728,1498.6213140260484
43,-25.7,1193.4131616422799,1187.0350085041916,-25.7,1042.502004811533,1168.8545298591575,-25.7,1314.0736282475489,1262.2826536142602,-25.7,1465.2161695636257,1499.0317462806051
44,-25.6,1133.1047068968812,1186.8472183586384,-25.6,1082.5114265094867,1168.714206550577,-25.6,1183.4556906165835,1262.0001543643132,-25.6,1565.887737894461,1499.3220011359078
45,-25.5,1314.0736282475489,1187.2308411884596,-25.5,1062.6779484300287,1168.901860271304,-25.5,1505.721742621942,1263.0603602908936,-25.5,1404.6071113251264,1498.589280399144
46,-25.4,1143.4302908726015,1187.0667945649234,-25.4,1243.4817488968936,1169.1833062651167,-25.4,1112.8265795119446,1261.4104108280062,-25.4,1253.6355430748995,1498.0074864178464
47,-25.3,972.275123789654,1186.236556323467,-25.3,1323.9187996469361,1169.3240852000251,-25.3,1143.3385485617841,1261.8367696408927,-25.3,1284.6246487354292,1499.0491989713314
48,-25.2,1052.5471641371971,1186.2867453057684,-25.2,1072.4666733486868,1168.5036647570926,-25.2,1092.6441989614714,1261.1500476760739,-25.2,1464.8633463097274,1498.6173887334273
49,-25.1,1313.968183915406,1186.9557062153533,-25.1,1133.0138167525456,1168.8784710455045,-25.1,1555.3191916353708,1262.3612787912834,-25.1,1374.315350199607,1498.3361115408557
50,-25.0,1072.9828924409705,1186.6250863230032,-25.0,1132.9229411882495,1168.7376731014967,-25.0,1092.7318295739192,1261.1428794152096,-25.0,1334.2964345191326,1498.4456884151123
51,-24.9,1223.8674210505021,1187.032459756307,-24.9,1384.5968615804272,1169.5582665943543,-24.9,1233.5278897647095,1261.5441377631025,-24.9,1535.4354414627562,1498.9162138432287
52,-24.8,1143.246820971543,1186.6065684382895,-24.8,1304.2256912395978,1169.4171757389802,-24.8,1495.7736864295969,1262.7565413766272,-24.8,1344.8954193263287,1499.055971329639
53,-24.7,1082.8587470923082,1186.3236688702013,-24.7,1233.7258520732437,1169.1118405282245,-24.7,1344.6794846064113,1262.2210903764153,-24.7,1404.4943820224519,1498.3835922369735
54,-24.6,1153.4835202310815,1186.730870212869,-24.6,1043.0875391157679,1168.9941318643016,-24.6,1374.425650594896,1261.8380194886565,-24.6,1545.9984740794062,1499.3957775063334
55,-24.5,1233.3299909756167,1186.3051354509942,-24.5,1223.6710130390998,1168.9936043390264,-24.5,1243.4817488968936,1261.2528292726922,-24.5,1444.8547118317342,1498.60278439297
56,-24.4,1072.8107642021944,1186.1650325710668,-24.4,1072.4666733486868,1168.125955387271,-24.4,1323.8125802310465,1261.300366864731,-24.4,1535.928684723009,1499.344305203283
57,-24.3,1062.9336970037152,1186.2865998016296,-24.3,1253.7361336783438,1168.8750835184603,-24.3,1384.2635316775472,1261.4998218613885,-24.3,1586.2816754346989,1499.4841505692466
58,-24.2,1062.9336970037152,1186.241644324964,-24.2,1153.2059124365574,1168.5930224113554,-24.2,962.0780886715168,1260.2832750021912,-24.2,1334.4035316544407,1498.480536250426
59,-24.1,1213.7139647320628,1186.5536401258637,-24.1,1223.3765191929551,1168.5218802417678,-24.1,1465.3338150868956,1262.1018546854473,-24.1,1636.2504768214346,1499.2520504613467
60,-24.0,1113.0051138072638,1186.0803715908237,-24.0,1193.7962721454055,1168.9664271817137,-24.0,1405.0582095543757,1261.9978169414537,-24.0,1414.5548666706595,1498.3389160861693
61,-23.9,1113.094402438764,1186.130566161905,-23.9,1324.4501525124228,1169.129671823291,-23.9,1203.852327447816,1261.4381277068976,-23.9,1576.083683016421,1499.290884739283
62,-23.8,1122.8745588706931,1185.82400123159,-23.8,1092.9071329736946,1168.2611811862848,-23.8,1082.5114265094867,1260.27233842465,-23.8,1314.179089504606,1498.2574377239469
63,-23.7,1133.195611624766,1186.0882291952157,-23.7,992.2026899717231,1167.6980345791135,-23.7,982.3182711198289,1260.2698042140269,-23.7,1394.9940788020917,1498.8482128216804
64,-23.6,1233.9238779318057,1186.4716087050058,-23.6,1243.4817488968936,1168.3291332370497,-23.6,1253.9373633208095,1261.2028853598213,-23.6,1687.4246685415587,1500.0720102124992
65,-23.5,1062.7631842791106,1185.7367130436935,-23.5,1123.325042124673,1168.4684733342972,-23.5,1293.9595161193067,1261.0487381812702,-23.5,1253.7361336783438,1497.9248666178964
66,-23.4,1193.6046861521625,1186.1912638069243,-23.4,1263.5885916001264,1168.2796441434016,-23.4,1223.4746680572653,1260.7176678525275,-23.4,1585.7722108474622,1498.9064270576507
67,-23.3,1012.9375188045187,1186.0035450713895,-23.3,1253.9373633208095,1168.582932016911,-23.3,1314.390062809766,1261.297343298406,-23.3,1384.9303520532899,1498.775405253666
68,-23.2,1233.8248570568587,1186.1965125801346,-23.2,1243.5815147624983,1168.229863673623,-23.2,1294.1672184433694,1261.0927892836141,-23.2,1627.4864376129967,1500.3306429161673
69,-23.1,1243.5815147624983,1185.8898347155543,-23.1,1002.4861656908992,1167.7129984016133,-23.1,1102.690564978532,1260.054142746948,-23.1,1434.907383250697,1498.5434978692742
70,-23.0,1083.2062906202204,1185.9400230602917,-23.0,1243.7810945273454,1168.3204011719527,-23.0,1404.832624227322,1261.265985543428,-23.0,1455.3849242195918,1498.9539659282898
71,-22.9,1032.540048519343,1185.3006487884984,-22.9,1233.6268629771353,1168.1546473337735,-22.9,1203.6591237361408,1260.7074809596095,-22.9,1455.0344190900307,1498.5822881190434
72,-22.8,1073.068977274991,1185.7311689360906,-22.8,1385.152768298049,1169.0205231102211,-22.8,1334.2964345191326,1260.882752065099,-22.8,1586.154278600949,1499.2034599746378
73,-22.7,1032.540048519343,1185.2107648749752,-22.7,1283.5940633774387,1167.8932906911862,-22.7,1193.7004714615139,1260.6786725677928,-22.7,1334.6177775101662,1498.5609285103862
74,-22.6,1193.4131616422799,1185.6412489658742,-22.6,1203.3694344163487,1167.844505468921,-22.6,1293.9595161193067,1260.5758695884194,-22.6,1637.0392688560578,1499.8144670538686
75,-22.5,1143.6138196701413,1185.953095375664,-22.5,922.0654265554712,1167.1402150189215,-22.5,1112.915839499473,1259.9676410286686,-22.5,1193.5089162136512,1497.7580306033135
76,-22.4,1173.591189038441,1185.7891670458978,-22.4,1414.7819630350384,1168.4263107024085,-22.4,1344.5715432470206,1260.9016895442007,-22.4,1596.0970908871661,1499.0704281767628
77,-22.3,1042.3348300192283,1184.7697049342335,-22.3,1062.6779484300287,1167.3699396503848,-22.3,1364.3659711075247,1260.596710845709,-22.3,1505.3590783187935,1498.6685964924459
78,-22.2,1223.3765191929551,1185.3425347916602,-22.2,1143.246820971543,1167.695489060857,-22.2,1384.8191707140652,1260.8989869694176,-22.2,1565.6362906463044,1498.7180785193902
79,-22.1,1143.4302908726015,1185.5829067162283,-22.1,1133.0138167525456,1167.435607941711,-22.1,1132.7412337857454,1259.507403058231,-22.1,1525.859299710868,1499.068473522854
80,-22.0,1213.3245091550675,1185.2288536555443,-22.0,1093.2579085675156,1167.7610815273813,-22.0,1263.5885916001264,1259.986172015533,-22.0,1344.5715432470206,1498.395953975833
81,-21.9,1284.4183992935516,1186.016391584037,-21.9,1032.788529028362,1167.3839434026188,-21.9,1344.2478231210434,1260.3389780698324,-21.9,1697.0938523026007,1499.5589211706017
82,-21.8,1253.7361336783438,1185.4242279968657,-21.8,1102.9559218705976,1167.3111829919683,-21.8,1475.1630707475956,1260.7173928258885,-21.8,1555.8187621704956,1498.8859555014926
83,-21.7,1223.1802686985989,1184.9276442729931,-21.7,1183.6456285358738,1167.7301090827352,-21.7,1334.510645983405,1260.514073984488,-21.7,1697.2302006547652,1499.6580223509125
84,-21.6,1233.6268629771353,1185.2867440257685,-21.6,1223.3765191929551,1167.3059050730528,-21.6,1203.6591237361408,1260.0327698816584,-21.6,1747.338823056814,1499.5569756211191
85,-21.5,1133.195611624766,1185.0991491995246,-21.5,1082.685058946171,1166.9286935102803,-21.5,1425.531060514777,1261.04393392684,-21.5,1495.7736864295969,1499.034466512038
86,-21.4,1474.9262536872945,1185.6724842967856,-21.4,1243.3819990373638,1167.159884001192,-21.4,1364.47547957298,1260.2335420099678,-21.4,1384.708007224544,1498.3318790077203
87,-21.3,1052.7160072988158,1184.7240949646884,-21.3,1233.3299909756167,1167.086771400816,-21.3,1273.7448097406193,1259.7526205243025,-21.3,1435.2530260754156,1498.7121943983907
88,-21.2,1263.9942217406826,1185.3684396694973,-21.2,1022.2489476848922,1166.45218921458,-21.2,1183.075997593727,1259.2721063949832,-21.2,1576.4635003514184,1499.3636559039028
89,-21.1,1253.9373633208095,1185.2996850115176,-21.1,1052.5471641371971,1166.6595972268167,-21.1,1264.0956699706871,1260.0296252449918,-21.1,1465.6868650363201,1499.0218267502744
90,-21.0,1213.7139647320628,1185.1596009800305,-21.0,1163.1638055510823,1166.9606298849153,-21.0,1243.681296638031,1259.624828306061,-21.0,1394.9940788020917,1498.5598233779758
91,-20.9,1344.6794846064113,1185.614118333286,-20.9,1032.6228620696422,1166.7000605063008,-20.9,1263.5885916001264,1259.42238713487,-20.9,1637.302368563771,1499.8737733873852
92,-20.8,932.1065608274569,1184.1194597810388,-20.8,1102.690564978532,1166.5330578495934,-20.8,1263.4872247402652,1259.2705822614564,-20.8,1605.7808109192865,1498.5685402507866
93,-20.7,1142.9717264888548,1184.4781616226037,-20.7,1374.315350199607,1167.3020499599595,-20.7,1213.5192056965027,1259.396692892486,-20.7,1405.1710293881283,1498.678186379548
94,-20.6,1204.0455931931117,1185.336417365184,-20.6,1103.044402551025,1166.807042838765,-20.6,982.2395060738345,1258.5634933781814,-20.6,1606.425702811222,1499.149003816732
95,-20.5,1123.0547088079416,1184.5307793230438,-20.5,1273.336140688586,1166.592992505089,-20.5,1203.6591237361408,1259.4723698210291,-20.5,1525.7367702561414,1498.7771670975508
96,-20.4,1103.044402551025,1184.533336211677,-20.4,1203.465982028224,1166.8468308324611,-20.4,1253.8367404256849,1259.447166394531,-20.4,1404.1563026558415,1497.563911274435
97,-20.3,1233.428932432144,1184.5121365437792,-20.3,1334.4035316544407,1167.2880854111556,-20.3,1163.2571199358038,1259.0684128869882,-20.3,1636.5133230256185,1499.0868448875078
98,-20.2,1143.4302908726015,1184.7285470457716,-20.2,1203.7557178396426,1167.0268108675334,-20.2,1334.6177775101662,1259.851951336801,-20.2,1586.154278600949,1498.9256679844407
99,-20.1,1244.1804462995487,1185.1115046607447,-20.1,1153.1134061967148,1166.4847783701875,-20.1,1243.5815147624983,1259.0689032413434,-20.1,1344.3557125085085,1497.952559834313
100,-20.0,1143.246820971543,1184.4485324376603,-20.0,1304.0163704208778,1166.8787681320407,-20.0,1203.1763856581204,1258.7157946450657,-20.0,1334.4035316544407,1498.0320564746175
101,-19.9,1224.0638921218272,1184.9739808223142,-19.9,1263.6899747261825,1166.6408146130461,-19.9,1203.7557178396426,1259.2717919895922,-19.9,1405.0582095543757,1498.472408506667
102,-19.8,1102.8674553839826,1184.0736272372528,-19.8,1354.415394185024,1166.9879760390265,-19.8,1535.4354414627562,1259.752545938571,-19.8,1475.044652712255,1498.1910784722181
103,-19.7,1002.7274185785193,1184.171149934708,-19.7,1173.0264081329663,1166.1415421572017,-19.7,1183.3607445144041,1258.8183026807355,-19.7,1364.2564802182617,1497.729538291111
104,-19.6,1263.892789792543,1184.553798707357,-19.6,992.1231435271341,1165.5764623316372,-19.6,1223.4746680572653,1258.768476769934,-19.6,1585.899546312259,1498.6208488371037
105,-19.5,1223.4746680572653,1184.2237370209302,-19.5,1062.6779484300287,1165.9695336774114,-19.5,1223.4746680572653,1258.7187298749704,-19.5,1354.3066952910062,1497.7983351329572
106,-19.4,1263.6899747261825,1184.273789674086,-19.4,1193.3174224343506,1166.2224807698385,-19.4,1022.1669940273234,1257.7608949288324,-19.4,1294.2710946122018,1497.9679879352127
107,-19.3,1254.3400164569232,1184.8705308454066,-19.3,1142.9717264888548,1165.960902555124,-19.3,1233.9238779318057,1259.048768800877,-19.3,1324.4501525124228,1498.0474902902047
108,-19.2,1223.8674210505021,1184.468969352296,-19.2,1243.7810945273454,1166.4242861318976,-19.2,1072.7247207907935,1258.1914305410392,-19.2,1364.9136892813935,1498.397639372359
109,-19.1,1313.968183915406,1184.2576741856224,-19.1,1092.7318295739192,1165.7415925794674,-19.1,1173.4970211229297,1258.697251386651,-19.1,1504.9965886743776,1497.9660121788513
110,-19.0,952.41914462734,1183.6428374170814,-19.0,1223.0821670609764,1165.7136495371549,-19.0,1163.1638055510823,1258.319751221381,-19.0,1485.7051076132136,1498.7372732956715
111,-18.9,1112.915839499473,1183.692828420948,-18.9,1173.591189038441,1166.29365254974,-18.9,1132.9229411882495,1258.09387022608,-18.9,1314.0736282475489,1497.6140829712185
112,-18.8,1122.8745588706931,1183.5766781068903,-18.8,1173.2146080259745,1165.8679453100021,-18.8,1193.3174224343506,1258.2969988346235,-18.8,1847.834819635227,1499.3179445466872
113,-18.7,1203.6591237361408,1184.1015591512119,-18.7,1163.2571199358038,1165.886553033513,-18.7,1193.6046861521625,1258.5507802370548,-18.7,1475.2815077978955,1498.3141582963053
114,-18.6,1173.779570216079,1184.270409731169,-18.6,1203.6591237361408,1166.1155960644571,-18.6,1193.3174224343506,1258.1988519297306,-18.6,1727.1850899742683,1499.1761234308697
115,-18.5,1304.5397984987571,1184.5344073498702,-18.5,1083.032490974714,1165.7832622202598,-18.5,1324.2375601925976,1258.6800159224872,-18.5,1284.4183992935516,1498.0823110552349
116,-18.4,1294.1672184433694,1184.1804572851943,-18.4,1163.2571199358038,1165.7315122641703,-18.4,1263.892789792543,1258.4796163213416,-18.4,1626.3100831224922,1498.733350452751
117,-18.3,1274.2560150903837,1184.2780535119186,-18.3,1002.4861656908992,1165.3057477822763,-18.3,1213.6165774006367,1258.3045844494404,-18.3,1496.0139761842395,1498.9333342042858
118,-18.2,1405.1710293881283,1184.637198303396,-18.2,1173.591189038441,1165.931796922422,-18.2,1213.9087862918425,1258.5588122730085,-18.2,1455.0344190900307,1498.0803373157012
119,-18.1,1092.9071329736946,1183.3806946618874,-18.1,1083.032490974714,1165.5758447272408,-18.1,1263.791374122349,1258.2324447381961,-18.1,1424.8444712020666,1497.979466683106
120,-18.0,1253.9373633208095,1183.9055339912763,-18.0,1193.2216985861658,1165.4069485473094,-18.0,1113.094402438764,1257.906299792509,-18.0,1495.7736864295969,1498.6605232639777
121,-17.9,1173.4970211229297,1183.6705775360456,-17.9,1092.8194742435328,1165.2146517419978,-17.9,1364.804110468831,1258.7919190496848,-17.9,1455.1512353732003,1498.1685675210033
122,-17.8,1173.6853720682777,1183.8155887641547,-17.8,1012.6125403540991,1165.1624961087432,-17.8,1375.087824952304,1258.9708933277113,-17.8,1505.3590783187935,1498.187957066931
123,-17.7,1103.7527593818827,1184.0794465341094,-17.7,1343.9242588357813,1165.5075687156962,-17.7,1183.3607445144041,1257.83676524752,-17.7,1314.390062809766,1497.8465726401896
124,-17.6,1152.9284382330957,1183.0135995592223,-17.6,1103.3099297893523,1165.5487735439094,-17.6,1284.212216068687,1258.3437624427086,-17.6,1415.1227443344708,1498.256811894423
125,-17.5,1163.1638055510823,1183.1821691167856,-17.5,1253.7361336783438,1165.4730083021614,-17.5,1133.468413344819,1258.017893952749,-17.5,1576.083683016421,1498.607102799971
126,-17.4,1143.246820971543,1183.2795962706493,-17.4,1233.9238779318057,1165.654382136672,-17.4,1445.318773084932,1258.7526113016845,-17.4,1576.5901468136587,1499.077982497799
127,-17.3,1113.5410605726051,1183.6382203584271,-17.3,1083.3801460556783,1165.5316935432515,-17.3,1093.082492629199,1257.6190079606852,-17.3,1575.957117905661,1498.4653928637792
128,-17.2,1103.2214065069847,1183.2846104807504,-17.2,1294.3749874575883,1165.7831461892906,-17.2,1284.1091492776702,1258.0504827121617,-17.2,1778.0010045203162,1499.5384739593724
129,-17.1,1132.9229411882495,1182.8363056872606,-17.1,1243.681296638031,1165.2394033667244,-17.1,1173.2146080259745,1257.4223352903498,-17.1,1647.9099678456355,1499.9798110674728
130,-17.0,1224.0638921218272,1183.6695394901526,-17.0,1192.9346191631244,1164.602643940236,-17.0,1354.7415955845265,1258.333520424043,-17.0,1585.899546312259,1498.3431014595783
131,-16.9,1062.6779484300287,1182.6752668920597,-16.9,1213.8113676945436,1165.3442602865737,-16.9,1314.284567690653,1257.9828101330477,-16.9,1484.9895649381713,1497.791200704307
132,-16.8,1213.5192056965027,1183.0810288034686,-16.8,921.9175885842421,1164.0535998839143,-16.8,1103.044402551025,1257.3044575747256,-16.8,1384.5968615804272,1497.7204111828687
133,-16.7,1173.779570216079,1183.415861494402,-16.7,1072.7247207907935,1164.5375140263595,-16.7,1204.2389210019096,1258.2158060109687,-16.7,1696.6849386582896,1498.6419859903365
134,-16.6,1254.038002367606,1183.370885271418,-16.6,1203.0798845043141,1164.5078805612332,-16.6,1062.7631842791106,1257.007773661289,-16.6,1696.6849386582896,1498.6313010394272
135,-16.5,1294.0633589470754,1183.2309447879268,-16.5,1324.2375601925976,1165.2024712870234,-16.5,1274.2560150903837,1257.8936633069764,-16.5,1637.0392688560578,1499.162449393521
136,-16.4,1193.7962721454055,1183.23345059463,-16.4,1183.5506519558508,1164.9155845139792,-16.4,1123.4151821537314,1257.46782359464,-16.4,1696.1400268973443,1498.128633662789
137,-16.3,1143.705606163955,1183.2596982445043,-16.3,1234.1219673710016,1165.2597511443885,-16.3,1224.260426283449,1257.9757779469508,-16.3,1374.8670292836446,1497.997676933062
138,-16.2,1142.788403705024,1182.2658340577468,-16.2,1112.8265795119446,1164.271911523536,-16.2,1384.708007224544,1257.827614820112,-16.2,1797.585812127151,1499.0099442693386
139,-16.1,1143.4302908726015,1182.8849288095169,-16.1,1133.195611624766,1164.5454879585432,-16.1,1142.6051397185422,1256.3685778101935,-16.1,1636.644777797836,1498.7584387134852
140,-16.0,1334.510645983405,1183.2909660889243,-16.0,1022.6589131742385,1164.2352216385084,-16.0,1173.2146080259745,1256.9011007969011,-16.0,1606.425702811222,1498.6574664659818
141,-15.9,1414.6684057389182,1183.1510095555282,-15.9,1153.0209147967512,1164.2050994119377,-15.9,1133.195611624766,1256.9550170333462,-15.9,1374.6463045092216,1497.7144686519503
142,-15.8,1173.2146080259745,1182.4416700002384,-15.8,1042.83651532166,1164.2682954578163,-15.8,1172.932330827051,1256.5049561287144,-15.8,1677.886064503141,1499.6900943390958
143,-15.7,1203.948952564394,1183.0373108043325,-15.7,1294.0633589470754,1164.7051953476769,-15.7,1173.3087306203327,1256.8614104893393,-15.7,1616.108891610264,1498.2944611064827
144,-15.6,1052.5471641371971,1181.9724904522395,-15.6,1143.246820971543,1164.3011032490333,-15.6,1284.212216068687,1257.3947613946084,-15.6,1667.1353392519748,1499.0361398699456
145,-15.5,1032.6228620696422,1182.0697427724351,-15.5,1263.3858741426845,1164.060569308439,-15.5,1223.3765191929551,1256.6925008088683,-15.5,1677.077266062761,1498.9351285817145
146,-15.4,1193.5089162136512,1182.4990012900341,-15.4,1223.6710130390998,1164.3803587551993,-15.4,1072.8968214178128,1256.570370070955,-15.4,1646.1896731711,1498.2323330591967
147,-15.3,1002.8078620136239,1182.2880293087646,-15.3,1233.7258520732437,1164.3498166949053,-15.3,1193.5089162136512,1256.8263777951456,-15.3,1656.7928506877963,1498.733142519009
148,-15.2,1223.7692091642084,1182.5751228053834,-15.2,1052.4627628650894,1163.502270047241,-15.2,1324.0250361097549,1256.906058414033,-15.2,1505.4799470070845,1498.030524893091
149,-15.1,1193.7004714615139,1182.5538770464343,-15.1,1022.9050503429595,1164.0316510724776,-15.1,1435.714142286279,1258.0459200614941,-15.1,1465.2161695636257,1497.8995734116259
