,tau_n6,n6,n6_bckg,tau_n7,n7,n7_bckg,tau_n9,n9,n9_bckg,tau_b1,b1,b1_bckg
28,2.8,1102.6021410528838,971.7208670338717,2.8,1334.4035316544584,1022.0366251413052,2.8,1504.6342735625715,1211.1776948778233,2.8,2382.819569282739,2004.7815194362297
29,2.9,1213.0325814536384,971.8823207630065,2.9,1425.0732608084832,1022.3033040407245,2.9,1585.390327112187,1211.5934107774958,2.9,2191.130945201632,2004.1770140932567
30,3.0,1162.7906976744175,971.8099680578667,3.0,1344.4636192157952,1022.057133963096,3.0,1414.1008925885053,1211.0126554850135,3.0,2120.6456411184126,2004.0561567686402
31,3.1,1042.4184107128528,971.7571098026975,3.1,1354.959150490795,1022.4059099086044,3.1,1484.7512038523262,1211.4039369857146,3.1,2080.611116695143,2004.2173031075101
32,3.2,1072.3806851209677,971.684782698975,3.2,1153.2059124365726,1021.5036845213078,3.2,1363.9281129653389,1211.04197086671,3.2,1797.5858121271751,2002.4461174774171
33,3.3,1313.7573460095862,972.3335255378496,3.3,1273.9492426522208,1021.8315821831065,3.3,1525.3692999357727,1211.846595610417,3.3,2000.0402018131,2004.0561567686402
34,3.4,1213.5192056965243,972.3976139085743,3.4,1324.0250361097785,1021.7700853377654,3.4,1343.708635834909,1210.9498427631484,3.4,2211.321968478618,2004.2575937416204
35,3.5,1193.030296954263,972.0717322014601,3.5,1333.9752462337756,1021.708595894104,3.5,1172.8382686100354,1210.5639114661237,3.5,2200.872309207483,2003.895036341187
36,3.6,1293.7518804533133,972.4477777305143,3.6,1112.5588854365028,1021.0122324128881,3.6,1374.094802511483,1211.270658967352,3.6,2080.109331350361,2003.7339418189033
37,3.7,1233.2310653913241,972.1998519606606,3.7,1424.7301039450965,1022.0571339630966,3.7,1605.6518946692343,1211.9538756491677,3.7,2019.0858864891998,2003.009336877611
38,3.8,1152.8359765021944,972.0689872305393,3.8,1374.094802511483,1021.7085958941034,3.8,1454.4506188938137,1211.4214733184917,3.8,2192.01222700398,2004.9831022620588
39,3.9,992.1231435271517,971.7823208620248,3.9,1334.5106459834287,1022.1186653672809,3.9,1213.1298750777048,1210.865281640021,3.9,2079.774942228481,2003.411830464847
40,4.0,1384.374623811236,972.801769460304,4.0,1083.2062906202302,1021.6881010574693,4.0,1393.8749724233294,1211.134929921827,4.0,2161.368799887396,2004.5396735445063
41,4.1,952.113692397125,971.9103660548785,4.1,1253.736133678366,1021.708595894104,4.1,1333.7612066026243,1211.2103135039783,4.1,1958.4212112082023,2002.6070049830903
42,4.2,1233.13215567542,972.2472422108797,4.2,1324.0250361097785,1021.7700853377657,4.2,1364.365971107549,1211.698862382776,4.2,1948.6520149463688,2002.8886203359534
43,4.3,1112.8265795119544,972.2723150693697,4.3,1082.858747092318,1021.360295458349,4.3,1374.2050675065627,1211.5555114915696,4.3,2049.839228295809,2003.6131379236947
44,4.4,1102.8674553840024,972.3558778449179,4.4,1122.7845055738271,1021.1964715277281,4.4,1353.8720741320224,1211.3393076495356,4.4,2250.8038585209083,2003.6131379236965
45,4.5,1243.2822651800689,972.4199504050185,4.5,1143.7056061639653,1021.9751036140493,4.5,1283.3881447020065,1211.0989039393116,4.5,2060.9228913240063,2004.620282358161
46,4.6,1142.696764363903,972.1720970584365,4.6,1163.2571199358244,1021.5241719598264,4.6,1484.5129192746,1211.6116277846315,4.6,1828.4106891701895,2003.210563453547
47,4.7,1132.8320802004953,972.333614118101,4.7,1082.858747092318,1021.3602954583492,4.7,1484.632052002239,1211.7356693277227,4.7,2140.6604892363857,2003.9755933163783
48,4.8,1193.4131616423012,972.7097391100885,4.8,1283.5940633774615,1021.5241719598267,4.8,1394.3223994382636,1211.7381679633586,4.8,1837.7553274819807,2002.4461174774176
49,4.9,1212.9353034343155,972.3057784134231,4.9,1132.9229411882698,1021.2988553250772,4.9,1384.0414008906055,1211.546220208938,4.9,2181.7377490901126,2004.7815194362292
50,5.0,1032.2916875463475,972.1359494107821,5.0,1173.4028683181164,1021.6266214806332,5.0,1333.9752462337697,1211.6459357376798,5.0,2171.8146718146604,2004.9024642672769
51,5.1,941.9970337114717,972.0635915906912,5.1,1113.0944024387838,1021.5036845213086,5.1,1303.5979302875983,1211.4054354542875,5.1,2019.0858864892086,2003.0093368776118
52,5.2,1112.4696826955783,972.1860790454276,5.2,1132.9229411882595,1021.2988553250775,5.2,1283.2852101379465,1211.1893267321227,5.2,2151.791819169035,2004.9831022620594
53,5.3,1182.9811124032603,972.5035440543924,5.3,1173.3087306203536,1021.5446602201589,5.3,1353.763462425548,1211.483331320011,5.3,2010.4543626859743,2004.4187724785497
54,5.4,931.8077069514892,971.9634533963917,5.4,1153.1134061967355,1021.4217429843968,5.4,1394.0986500310964,1211.7045446233874,5.4,2019.2481565570383,2003.17031490392
55,5.5,1183.4556906165942,972.9438495108017,5.5,1324.2375601926094,1021.9340933771459,5.5,1293.3368089671283,1211.293997378686,5.5,1918.7109477025592,2003.089822656525
56,5.6,1012.2066104106989,972.2473618925868,5.6,1234.3201204214797,1022.2417504047553,5.6,1434.2165967945812,1211.7581534398166,5.6,2150.2351191672437,2003.5326100856685
57,5.7,1223.1802686986098,972.6818446130809,5.7,1133.1047068968915,1021.4627121095198,5.7,1504.7550258817785,1212.0523956421864,5.7,2130.2250803858406,2003.6131379236958
58,5.8,1072.3806851209724,972.3364679493641,5.8,1043.2549554610423,1021.8520827766027,5.8,1273.5404424299597,1211.6173318577744,5.8,2232.053086668015,2004.821832758558
59,5.9,1243.4817488969159,972.9270860047568,5.9,1233.7258520732655,1021.7495880342018,5.9,1676.1346528293616,1212.71429560036,5.9,2362.996480643548,2005.0234236919687
60,6.0,1293.7518804533076,973.0497435937943,6.0,1113.0944024387738,1021.5036845213087,6.0,1233.132155675409,1211.3793905336727,6.0,1979.2231800188772,2003.3313188073018
61,6.1,1223.376519192977,972.9382179924607,6.1,1093.4333808157653,1021.8725841927034,6.1,1293.6480876070566,1211.746337155752,6.1,2050.004019615732,2003.7742130212064
62,6.2,1213.3245091550784,972.9437836514327,6.2,1253.836740425696,1021.7905834637382,6.2,1414.2143587891844,1211.9676015408154,6.2,2110.213433015785,2003.6936722352798
63,6.3,1233.2310653913296,972.8517985699092,6.3,1243.8809084343195,1021.8520827766014,6.3,1354.089349836511,1212.0430336531085,6.3,1908.4736228856189,2002.8886203359527
64,6.4,1202.9833988291005,972.740332054581,6.4,1193.5089162136724,1021.6676070430457,6.4,1494.6933370784316,1212.215746739495,6.4,1949.1218904473003,2003.371573827175
65,6.5,1152.8359765021892,972.7459001188046,6.5,1093.345637651207,1021.7905834637367,6.5,1343.8164386858607,1211.8778479862688,6.5,1797.5858121271672,2002.4461174774146
66,6.6,1233.5278897647315,973.1611953967754,6.6,1153.0209147967716,1021.3398145925714,6.6,1373.7641136714647,1211.7831262672125,6.6,1979.5413894973844,2003.653404270246
67,6.7,1142.8800577455127,972.854557035097,6.7,1253.736133678355,1021.7085958941038,6.7,1363.928112965333,1211.9800687023558,6.7,2211.8555457250745,2004.7412077351212
68,6.8,1132.8320802005053,972.8601230323789,6.8,1002.3253949162091,1021.0327001426693,6.8,1414.1008925885117,1212.0311821359398,6.8,1958.8933759267143,2003.0898226565257
69,6.9,921.9175885842585,972.4757314195778,6.9,1213.3245091550891,1021.4627121095186,6.9,1454.4506188938203,1212.2525099915752,6.9,1938.7242591662553,2003.0093368776097
70,7.0,1223.2783860746736,973.085861179615,7.0,1153.113406196725,1021.4217429843974,7.0,1524.8796147672472,1212.4495815752964,7.0,1888.4603021536384,2002.9690964135946
71,7.1,1163.0705061362037,973.0719100877128,7.1,992.2822491731016,1021.0122324128896,7.1,1323.706377858007,1211.9900406312743,7.1,2130.396334110467,2003.774213021207
72,7.2,1253.434410284172,973.1945625198143,7.2,1163.2571199358142,1021.5241719598253,7.2,1404.2689776921768,1212.3086123021615,7.2,1726.6302601991554,2001.6822547197867
73,7.3,1152.65109752431,972.7904365961087,7.3,1283.903065318573,1021.770085337766,7.3,1545.0058188530895,1212.5786746298156,7.3,2119.7934457192305,2003.2508136205893
74,7.4,1293.544311413277,973.2447182934898,7.4,1082.9456120648201,1021.4422271361489,7.4,1243.381999037386,1211.9732124651753,7.4,2251.527822450957,2004.257593741617
75,7.5,1173.0264081329767,973.1136702079306,7.5,1203.6591237361515,1021.7700853377667,7.5,1183.1708980066517,1211.9514006843572,7.5,2059.9288570911685,2003.6534042702447
76,7.6,1133.1047068969015,973.2948740671654,7.6,1183.4556906166047,1021.6471138507818,7.6,1333.8682178317167,1212.245608799293,7.6,1817.8896410421294,2002.687458431254
77,7.7,1122.7845055738171,973.0662596094829,7.7,1062.76318427912,1021.3193345481648,7.7,1353.7634624255359,1212.1265339012766,7.7,1897.9333614508546,2002.3656834183514
78,7.8,941.9215199006005,972.662295541984,7.8,1022.8229914564233,1021.4831979045553,7.8,1273.4382833650905,1212.0560992081412,7.8,2020.2223249643268,2004.1367266987581
79,7.9,1022.3309144850296,972.9213342746549,7.9,992.2822491731016,1021.0122324128882,7.9,1323.600192523669,1212.1072049409793,7.9,1827.9699489775487,2002.7276875795087
80,8.0,1152.7435296004533,973.0439273530351,8.0,1214.0062205277459,1022.036625141305,8.0,1182.791387674917,1211.6966029297068,8.0,1978.7460575744863,2002.848384722134
81,8.1,1263.4872247402652,973.4397857881376,8.1,1143.246820971543,1021.5651493023588,8.1,1424.1585429453803,1212.4039440667189,8.1,2251.708886208251,2004.4187724785506
82,8.2,1042.4184107128574,973.0355436139756,8.2,1384.596861580452,1022.0571339630953,8.2,1404.3816708129414,1212.6739930114963,8.2,2343.3571356733464,2005.4267272067414
83,8.3,1343.9242588358054,973.646157104966,8.3,1042.3348300192467,1020.9508341468294,8.3,1494.8132988222128,1212.8224640909255,8.3,2039.422130241724,2003.2508136205881
84,8.4,1002.1646756995144,972.9296475383294,8.4,1002.405773857261,1021.1145792685824,8.4,1393.9868022544526,1212.4113979579633,8.4,1878.226632651018,2002.76791834401
85,8.5,1072.4666733487059,973.091238521676,8.5,1213.8113676945652,1021.872584192704,8.5,1193.2216985861871,1212.2436849123235,8.5,2060.4257543168505,2004.136726698757
86,8.6,1002.4057738572432,973.2138510891173,8.6,1173.2146080259745,1021.4627121095201,8.6,1364.0375511513887,1212.5866089287426,8.6,1999.5578866983901,2003.5728731955373
87,8.7,992.1231435271517,972.9853356381988,8.7,1253.736133678366,1021.7085958941019,8.7,1283.3881447020178,1212.2243504547666,8.7,2029.3349407273531,2003.2105634535467
88,8.8,1132.8320802005053,973.3615600935941,8.8,1143.2468209715635,1021.5651493023572,8.8,1253.2333420224222,1212.178223589681,8.8,2111.2317529255715,2004.6605891961867
89,8.9,1152.8359765021994,973.3476004639282,8.9,1132.8320802005053,1021.2169466449506,8.9,1494.5733945874429,1212.7886626838872,8.9,2200.872309207493,2003.89503634119
90,9.0,841.5484491464324,972.7680677849424,9.0,1223.7692091642302,1021.811082412168,9.0,1414.214358789197,1212.7181550814714,9.0,1878.0757256201734,2002.6070049830876
91,9.1,1022.5768937722917,973.4562935734497,9.1,1072.3806851209533,1020.9303696990722,9.1,1162.6974581027819,1211.9426876178557,9.1,2050.168837433642,2003.935314019198
92,9.2,1112.469682695588,973.188671738331,9.2,1233.5278897647315,1021.5856392064692,9.2,1142.971726488875,1212.3097114355685,9.2,2040.5701533945912,2004.378475364047
93,9.3,1072.4666733487059,973.291773138722,9.3,1515.18192217384,1022.1596904195718,9.3,1464.8633463097535,1213.212296613845,9.3,2130.396334110467,2003.774213021204
94,9.4,1202.8869286287131,973.4144058078675,9.4,1404.7198587253222,1022.0981540760333,9.4,1213.3245091550891,1212.5334991800967,9.4,2040.406070961913,2004.217303107512
95,9.5,1182.886242431516,973.4785079667959,9.5,1173.0264081329663,1021.2988553250779,9.5,1394.210515757568,1212.9008435430972,9.5,1888.156837538138,2002.6472308991463
96,9.6,1072.2947106808608,973.2109009087297,9.6,1153.3909694501876,1021.6676070430468,9.6,1293.9595161193297,1212.9763161261956,9.6,2171.1161145062797,2004.2575937416204
97,9.7,972.0412867020779,973.1969523541582,9.7,1092.7318295739387,1021.2169466449488,9.7,1484.8703748294458,1213.270862631538,9.7,2191.659629227498,2004.6605891961844
98,9.8,1173.1205005314177,973.7684720633285,9.8,1162.8839522014637,1021.1964715277278,9.8,1534.8193327046981,1213.1272794628687,9.8,2221.0608831983354,2003.9755933163813
99,9.9,1193.3174224343718,973.9107289274901,9.9,1042.5020048115514,1021.1145792685822,9.9,1243.2822651800798,1212.5459066020392,9.9,1958.578574154805,2002.7679183440066
100,10.0,1052.4627628650894,973.5062709485171,10.0,1002.3253949161913,1021.0327001426724,10.0,1454.6840827464227,1213.278267031708,10.0,1918.5567631636827,2002.9288575664089
101,10.1,1364.1470069009838,974.2148887096037,10.1,1153.2059124365778,1021.5036845213062,10.1,1233.13215567542,1212.477930558735,10.1,2180.51005848189,2003.6534042702438
102,10.2,1072.5526753673782,973.5954417727711,10.2,1053.1383522898275,1021.7085958941032,10.2,1263.4872247402877,1212.7722135277086,10.2,2171.465336979258,2004.5799771409665
103,10.3,1032.6228620696606,973.7766865786913,10.3,1153.2059124365778,1021.5036845213081,10.3,1434.6770471737918,1213.4073959323657,10.3,2080.276566237219,2003.895036341188
104,10.4,921.9915016435533,973.4309137418963,10.4,1163.163805551103,1021.4422271361484,10.4,1374.0948025114892,1213.0934318517986,10.4,1999.5578866984256,2003.572873195536
105,10.5,1122.784505573807,973.7682574200404,10.5,1052.8004491948434,1021.3807771455466,10.5,1464.6282251915845,1213.339291188289,10.5,1877.1707924270445,2001.6420675597424
106,10.6,992.3618211343032,973.6957171218152,10.6,1002.5665704202795,1021.2783769232631,10.6,1273.6426178871618,1213.0010476276013,10.6,2030.3139950950901,2004.177014093252
107,10.7,1062.5075177418746,973.7012654750181,10.7,1244.0805843165626,1022.0161171425634,10.7,1323.8125802310701,1213.0521805145227,10.7,1999.8794042570369,2003.89503634119
108,10.8,1263.385874142707,974.038763548233,10.8,1153.2059124365778,1021.5036845213102,10.8,1384.1524573721213,1213.2249908103254,10.8,2009.646302250811,2003.6131379236965
109,10.9,951.9610397418717,973.4586737031796,10.9,1072.896821417832,1021.4217429843945,10.9,1263.588591600149,1213.0571236723788,10.9,1716.8329953213852,2001.9636100295754
110,11.0,1173.0264081329663,973.9912554478353,11.0,1092.9071329736946,1021.3807771455464,11.0,1273.5404424299372,1213.0109374505112,11.0,2060.2600952744374,2003.975593316377
111,11.1,1152.8359765021994,973.8991591136271,11.1,1243.5815147625203,1021.6061299325436,11.1,1162.9772216875242,1212.7701843195148,11.1,1988.9902358661218,2003.0495789585584
112,11.2,1112.7373338412533,973.9242299613425,11.2,1092.7318295739387,1021.2169466449527,11.2,1122.7845055738271,1212.6997135404874,11.2,1928.7953065980942,2003.1300679716105
113,11.3,1193.3174224343718,974.2618334259873,11.3,1083.119383825421,1021.6061299325432,11.3,1253.534968611489,1213.139998650356,11.3,1999.8794042570369,2003.8950363411889
114,11.4,1203.0798845043355,974.0720190713138,11.4,1163.6305272450086,1021.8520827766006,11.4,1364.037551151413,1213.3371474137632,11.4,2190.7786308638583,2003.854760282249
115,11.5,962.3095429029535,973.9408619445882,11.5,1223.4746680572653,1021.5651493023585,11.5,1343.9242588357813,1213.3152756656134,11.5,2079.774942228444,2003.411830464848
116,11.6,1203.0798845043355,974.1221657937798,11.6,1012.5313283208056,1021.21694664495,11.6,1213.3245091550891,1213.1230778973625,11.6,2100.6291836693745,2004.1367266987577
117,11.7,1122.9646266142656,974.2253772186334,11.7,1022.7409457345723,1021.4012596542149,11.7,1233.3299909756388,1213.1012195599892,11.7,2251.527822450957,2004.25759374162
118,11.8,961.9238476953942,973.6256827617298,11.8,1153.1134061967355,1021.4217429843953,11.8,1464.6282251916107,1213.6878253986897,11.8,1979.7005326097951,2003.814485842289
119,11.9,1173.0264081329872,974.216920223811,11.9,1153.8538719322578,1022.0776436079901,11.9,1273.3361406886086,1213.0575081450245,11.9,2130.567615372254,2003.9353140191997
120,12.0,1002.0843354176545,973.7538577672168,12.0,1213.6165774006367,1021.7085958941033,12.0,1454.5673414521389,1213.7170947544646,12.0,2009.3232599260284,2003.2910654051402
121,12.1,1062.5927262520588,974.130336938615,12.1,1263.588591600149,1021.5651493023573,12.1,1313.651952427754,1213.3057386335965,12.1,2282.3704478272316,2004.862147702205
122,12.2,1203.36943441637,974.5070879361422,12.2,1314.601103863527,1022.2417504047551,12.2,1353.8720741320224,1213.4298837509766,12.2,1958.8933759267143,2003.0898226565275
123,12.3,1092.6441989614907,974.1609467544907,12.3,1083.2062906202398,1021.688101057468,12.3,1142.7884037050444,1212.9457876084612,12.3,2109.8742113089334,2003.3715738271715
124,12.4,1122.7845055738271,974.2446130772041,12.4,1012.5313283208056,1021.2169466449492,12.4,1243.1825473211466,1213.1185088726668,12.4,1969.136794727543,2003.291065405144
125,12.5,1082.5982357658227,974.1915553430306,12.5,972.275123789654,1021.0531686930814,12.5,1615.4602556641219,1214.1434559744007,12.5,1908.933810231858,2003.3715738271674
126,12.6,991.9640888960176,973.8066419346575,12.6,1284.006099028975,1021.8520827766013,12.6,1303.3888109083664,1213.2207506481425,12.6,1948.8086149395335,2003.0495789585607
127,12.7,1102.8674553840024,974.4370502878052,12.7,1092.907132973714,1021.3807771455452,12.7,1293.6480876070566,1213.5152152065955,12.7,2100.7981022455497,2004.2978859956718
128,12.8,1012.3689433273896,974.208170248869,12.8,882.0463475262641,1021.0327001426699,12.8,1373.9845552101142,1213.6393821110921,12.8,2080.443828016651,2004.0561567686427
129,12.9,1102.6905649785515,974.3308996991816,12.9,1303.807116781005,1021.6471138507842,12.9,1514.8171184366338,1214.0070960717294,12.9,1898.238354458356,2002.6874584312557
130,13.0,891.8014389065786,973.9459122200275,13.0,1022.4128944308422,1021.0736380641704,13.0,1314.179089504606,1214.0339069335266,13.0,2030.313995095054,2004.1770140932567
131,13.1,1012.2877703610195,974.2052545259997,13.1,1213.2271843102696,1021.3807771455445,13.1,1585.263073403706,1214.2312524709305,13.1,1938.4127111664695,2002.687458431247
132,13.2,1002.2450288646604,974.2107919982736,13.2,1072.896821417832,1021.4217429843969,13.2,1082.5114265095058,1213.0409854021157,13.2,1867.9950186799567,2002.5667806829838
133,13.3,1012.2066104106989,974.1772754581277,13.3,1173.4028683181268,1021.6266214806327,13.3,1212.9353034343155,1213.189374204814,13.3,2150.9267076749966,2004.1770140932606
134,13.4,1012.2877703610195,974.2804519925592,13.4,982.3182711198464,1021.0736380641707,13.4,1223.2783860746845,1213.532448484428,13.4,1968.8203150112574,2002.969096413597
135,13.5,1142.6967643638825,974.4031788465606,13.5,992.282249173084,1021.0122324128879,13.5,1263.3858741426845,1213.5592459047684,13.5,2080.6111166951155,2004.2173031075044
136,13.6,1062.3371417117696,974.271994906706,13.6,1223.867421050524,1021.8930864314611,13.6,1353.6548681439938,1213.6103807570416,13.6,2301.4612771602665,2003.9755933163797
137,13.7,1012.2066104106989,974.2775307082853,13.7,1052.7160072988347,1021.2988553250781,13.7,1545.0058188530895,1214.2946730730068,13.7,2059.7632779374308,2003.4923485940003
138,13.8,1052.462762865108,974.4588485704222,13.8,992.5210033485088,1021.2578993426697,13.8,1424.1585429454055,1213.931764688393,13.8,1878.226632651018,2002.7679183440032
139,13.9,1102.425335738629,974.3471878514683,13.9,1163.2571199358244,1021.5241719598253,13.9,1283.5940633774615,1213.812484495348,13.9,1958.7359623922766,2002.928857566409
140,14.0,992.282249173084,974.4699140138576,14.0,1113.3623543100005,1021.7495880342038,14.0,1172.932330827051,1213.4742206937453,14.0,2191.659629227459,2004.6605891961863
141,14.1,1122.6944667201324,974.592664780525,14.1,932.2560596643912,1021.1350511020049,14.1,1343.8164386858728,1213.9147787168229,14.1,2261.988539258076,2004.6202823581577
142,14.2,1122.5144323284196,974.4614451957162,14.2,1163.3504492939708,1021.6061299325441,14.2,1193.3174224343718,1213.8685408921997,14.2,1867.9950186799567,2002.566780682986
143,14.3,1223.082167060998,974.760056073215,14.3,1012.5313283208056,1021.2169466449539,14.3,1102.513731307385,1213.2870063261926,14.3,2039.2582323749896,2003.0898226565228
144,14.4,992.2822491731016,974.5701813223769,14.4,1264.1971344864996,1022.0571339630944,14.4,1122.6044423061542,1213.3624384121458,14.4,1978.428103721862,2002.5265579987404
145,14.5,1153.0209147967512,974.9079378760014,14.5,1082.8587470923082,1021.360295458348,14.5,1162.9772216875035,1213.6811869969927,14.5,1817.743587683506,2002.5265579987326
146,14.6,891.729956114866,974.2687696653452,14.6,1143.0634099386396,1021.4012596542138,14.6,1303.807116781005,1214.1461956528433,14.6,1847.83481963526,2002.4863369302464
147,14.7,1002.2450288646604,974.5867717944383,14.7,981.92457216144,1020.6644065151069,14.7,1142.6051397185624,1213.3941530337038,14.7,2029.6611872513236,2003.5326100856707
148,14.8,1273.6426178871618,975.2178295916824,14.8,1123.0547088079616,1021.4422271361499,14.8,1373.7641136714647,1213.9806469406583,14.8,1827.9699489775487,2002.7276875795085
149,14.9,1022.4128944308604,974.7541355323353,14.9,1052.8849046387138,1021.4627121095181,14.9,1434.3316816786746,1214.3483977324465,14.9,2261.988539258076,2004.6202823581584
150,15.0,1233.5278897647095,975.2679914013147,15.0,1253.7361336783438,1021.7085958941034,15.0,1444.275054160294,1214.3021254659268,15.0,2140.6604892363666,2003.9755933163804
151,15.1,871.6561466786926,974.3550086357392,15.1,1243.7810945273677,1021.7700853377669,15.1,1585.135840122001,1214.6700477324566,15.1,2080.10933135037,2003.7339418188976
152,15.2,1122.7845055738271,974.9466108877642,15.2,1213.5192056965243,1021.6266214806316,15.2,1303.9117352056214,1214.4044557483032,15.2,1867.8449487849034,2002.4058996401545
153,15.3,1193.5089162136724,975.4214916516457,15.3,1214.2986171045543,1022.2827853384356,15.3,1414.3278432001975,1214.5043512992836,15.3,2059.9288570911867,2003.653404270243
154,15.4,1092.4689798945656,974.7817684362865,15.4,1113.0944024387838,1021.5036845213094,15.4,1394.0986500310964,1214.384985444769,15.4,2362.6163714234094,2004.7008976551372
155,15.5,1283.8000481424835,975.4912248385681,15.5,1102.690564978532,1021.1555237563042,15.5,1112.8265795119446,1213.924788152727,15.5,2110.043808528566,2003.5326100856732
156,15.6,1223.2783860746845,975.2424296980663,15.6,1223.7692091642302,1021.8110824121691,15.6,1504.634273562578,1214.6091409481905,15.6,2141.693647314344,2004.9427824538623
157,15.7,1102.513731307385,974.8765075972238,15.7,1203.36943441637,1021.5241719598251,15.7,1404.3816708129414,1214.6846866195806,15.7,1988.3510745129615,2002.4058996401482
158,15.8,1203.2729022942447,975.3317005588516,15.8,1304.016370420901,1021.8110824121686,15.8,1454.800842781183,1214.9308678645273,15.8,2100.2914279971938,2003.8144858422866
