,tau_n0,n0,n0_bckg,tau_n1,n1,n1_bckg,tau_n3,n3,n3_bckg,tau_b0,b0,b0_bckg
55,-24.5,1123.1448054552588,1080.0639206285093,-24.5,1013.0187960121017,1063.2712064386728,-24.5,1384.9303520532899,1237.6380294082921,-24.5,1455.5017967918525,1407.488171913055
56,-24.4,1012.7750035096019,1080.0587407196156,-24.4,1173.9680118801382,1063.7483735186927,-24.4,1173.4970211229297,1236.9777994535984,-24.4,1425.7600706855494,1407.928093397489
57,-24.3,922.2872724356272,1079.8370136832477,-24.3,1083.2932113625266,1063.4359952143514,-24.3,1214.0062205277243,1237.434707734372,-24.3,1314.4955748660232,1407.1246274028424
58,-24.2,1133.1047068968812,1080.1783446730053,-24.2,1063.0189738858207,1063.2730911404547,-24.2,1354.415394185024,1237.444810869907,-24.2,1476.348297680003,1408.440753694957
59,-24.1,1113.094402438764,1080.2814766329184,-24.1,1163.630527244988,1063.6221424186704,-24.1,1022.9050503429595,1236.9833410627118,-24.1,1566.2650602409415,1408.0890117781476
60,-24.0,1073.068977274991,1080.427956201904,-24.0,1042.5856123185351,1062.990102561385,-24.0,1243.8809084342975,1237.3905344291452,-24.0,1395.3301612158245,1407.9070579694232
61,-23.9,1123.5955056179614,1080.8563105602411,-23.9,1083.2932113625266,1063.6375911568614,-23.9,1032.705688904916,1236.8299379868713,-23.9,1555.9437049528979,1407.979532097547
62,-23.8,1053.2228619575753,1080.7643473887376,-23.8,1083.1193838254017,1063.517308500932,-23.8,1375.308691549361,1238.4293484218806,-23.8,1304.6445345429543,1407.6846047548158
63,-23.7,1062.9336970037152,1080.499023911005,-23.7,1173.3087306203327,1063.503704872903,-23.7,1133.3774648452227,1237.3960188608044,-23.7,1546.7438029809753,1408.8881973794214
64,-23.6,791.6307593642791,1079.8008745258167,-23.6,1082.7718960538825,1063.276858956798,-23.6,1204.0455931931117,1237.927582991066,-23.6,1334.6177775101662,1407.6882434380861
65,-23.5,1102.690564978532,1080.2719864906162,-23.5,1052.6315789473533,1063.2632741559667,-23.5,1203.3694344163487,1237.2921318690794,-23.5,1506.205566935754,1408.6936572606576
66,-23.4,1072.6386911802883,1080.3534304016387,-23.4,1133.286530939709,1063.7402083474942,-23.4,1112.915839499473,1237.128558310246,-23.4,1365.0232856913246,1408.1440066140358
67,-23.3,1123.6856890601011,1081.3020698713176,-23.3,1052.8004491948434,1063.5346095774753,-23.3,1454.6840827464227,1237.9329933135646,-23.3,1315.1290031121187,1408.527491162188
68,-23.2,1082.9456120648008,1080.7546899581048,-23.2,1112.8265795119446,1063.4570341554643,-23.2,1253.8367404256849,1237.7940665062258,-23.2,1234.0229147019108,1407.6955186142948
69,-23.1,1183.7406203603218,1081.2915566396875,-23.1,1083.1193838254017,1063.8700447904089,-23.1,1193.3174224343506,1237.5062516298733,-23.1,1566.3908747690355,1408.9270508680872
70,-23.0,1164.1910879164827,1081.8288974708792,-23.0,972.5090734093824,1063.6004339537287,-23.0,1143.3385485617841,1237.7397519135568,-23.0,1284.4183992935516,1408.0946714473016
71,-22.9,1042.7528675703709,1080.8473886653424,-22.9,1042.502004811533,1063.4588919475054,-22.9,1163.070506136183,1237.4519926862815,-22.9,1354.7415955845265,1408.251904720977
72,-22.8,1274.4606121424806,1081.8400297827925,-22.8,1133.1047068968812,1063.8718452354901,-22.8,1374.5359686966794,1238.3311799069138,-22.8,1334.8320921736497,1408.4939684973797
73,-22.7,1153.5760858661688,1081.4657716900688,-22.7,1153.3909694501672,1064.1356409366072,-22.7,1263.791374122349,1238.0183095294321,-22.7,1404.7198587252972,1408.1989661345865
74,-22.6,1213.7139647320628,1081.4822014535607,-22.6,1022.8229914564051,1063.9939512303574,-22.6,1183.5506519558508,1238.078056357538,-22.6,1394.9940788020917,1408.5823396613105
75,-22.5,1012.6937654159922,1081.108251986675,-22.5,992.4414058583975,1063.724335563158,-22.5,1183.265813645645,1237.8398277005463,-22.5,1375.308691549361,1409.0507480497379
76,-22.4,1083.9020473705184,1082.1880190241704,-22.4,1032.8713824431773,1064.1160621230772,-22.4,1435.1377932999935,1238.9182848233806,-22.4,1455.9694748468512,1409.4628069477171
77,-22.3,1032.6228620696422,1081.097768607218,-22.3,992.5210033484911,1063.9103976531298,-22.3,1082.5982357658227,1237.512555083545,-22.3,1204.0455931931117,1408.488728845105
78,-22.2,1032.9542491525615,1081.5045213252333,-22.2,1123.4151821537314,1064.4943739124956,-22.2,1072.4666733486868,1237.448223452904,-22.2,1576.5901468136587,1409.7210379316887
79,-22.1,1052.884904638695,1081.4341861836645,-22.1,1254.2393289317715,1064.9079456447857,-22.1,1123.4151821537314,1238.4264766155043,-22.1,1445.6670146975941,1409.4255494238287
80,-22.0,1063.0189738858207,1081.6024455782485,-22.0,1123.2349165596759,1064.4243446738774,-22.0,1233.428932432144,1238.1633217486724,-22.0,1113.3623543100005,1408.2256399797689
81,-21.9,1052.884904638695,1081.5537901370642,-21.9,972.275123789654,1063.8985709900423,-21.9,1264.2986152919748,1238.9933727692571,-21.9,1334.8320921736497,1409.1461047230978
82,-21.8,761.7062219371284,1081.0715711908415,-21.8,1063.0189738858207,1064.4824241913402,-21.8,1183.170898006641,1238.1586280125355,-21.8,1414.8955385634092,1408.9923064813606
83,-21.7,1113.2730226866831,1081.8903666686529,-21.7,1244.480128462447,1065.3447810912744,-21.7,1173.3087306203327,1238.3921964711424,-21.7,1464.9809351795898,1408.979922113093
84,-21.6,1012.2877703610015,1081.2127880108376,-21.6,1042.7528675703709,1064.369721717384,-21.6,1142.9717264888548,1238.1787628481222,-21.6,1445.5509155155592,1409.6747386512698
85,-21.5,942.6015803617851,1081.8146937840622,-21.5,1022.4948875255477,1064.2066957624254,-21.5,1163.630527244988,1238.8843849333252,-21.5,1183.6456285358738,1408.6724962201615
86,-21.4,1042.7528675703709,1081.7443283754144,-21.4,1173.591189038441,1064.9189291205828,-21.4,1163.537152944936,1238.8447211923908,-21.4,1475.9925296704412,1410.1311145337709
87,-21.3,962.4639076034512,1081.717357904007,-21.3,851.7204753602155,1063.859519198963,-21.3,1022.6589131742385,1238.3579314493572,-21.3,1506.3265716007015,1410.4018673284902
88,-21.2,941.997033711455,1081.3001559176082,-21.2,1143.246820971543,1064.7847574540654,-21.2,1203.5625451335784,1238.8648082476166,-21.2,1577.0969362129358,1410.8994241714279
89,-21.1,1133.1047068968812,1082.032205950652,-21.1,1102.8674553839826,1064.5789197068332,-21.1,1404.6071113251264,1239.322313190105,-21.1,1314.4955748660232,1409.4428686504011
90,-21.0,1113.3623543100005,1082.395911478288,-21.0,1002.6469880484336,1064.6719943534058,-21.0,1243.2822651800577,1238.5867726703134,-21.0,1284.4183992935516,1409.5436013050576
91,-20.9,992.7598724453841,1082.1952166471842,-20.9,982.3970487990557,1064.5089077960386,-20.9,1052.7160072988158,1238.571986904295,-20.9,1556.1936507298828,1410.3802821163433
92,-20.8,1194.2755063125821,1083.1239357541904,-20.8,1213.9087862918425,1065.3923150883131,-20.8,1203.5625451335784,1239.103785972187,-20.8,1486.0631376013926,1410.5943909856946
93,-20.7,1072.8968214178128,1082.2280057991375,-20.7,1133.195611624766,1065.0153408676797,-20.7,1143.0634099386193,1238.8156322477616,-20.7,1354.9591504907771,1410.0722275000799
94,-20.6,1174.1565140597547,1083.2001568580274,-20.6,1203.6591237361408,1065.3007576825019,-20.6,1404.6071113251264,1239.6211312514658,-20.6,1455.618688136185,1410.427811777844
95,-20.5,1052.8004491948434,1082.3041955822853,-20.5,1263.9942217406826,1065.4794040687138,-20.5,1465.3338150868956,1240.1288103984334,-20.5,1445.318773084932,1410.2454609978065
96,-20.4,1113.5410605726051,1082.9286175451139,-20.4,921.9915016435369,1064.4619727857848,-20.4,1244.2803243156281,1239.939701690025,-20.4,1546.1226456768584,1410.7143839386788
97,-20.3,1093.1701935613123,1082.6843272095095,-20.3,852.0619900158263,1064.7897719453827,-20.3,1243.8809084342975,1239.6014331753395,-20.3,1394.9940788020917,1410.2488431135876
98,-20.2,1063.4455636261337,1083.1134684175506,-20.2,912.2441205365068,1064.8828382520824,-20.2,1263.9942217406826,1239.7109308328893,-20.2,1465.6868650363201,1410.746044183623
99,-20.1,1022.6589131742385,1082.4782623813585,-20.1,1153.2984335198503,1065.3604029952537,-20.1,1123.1448054552588,1239.323116605582,-20.1,1153.5760858661688,1409.7146622621563
100,-20.0,1073.155075923199,1082.907204198791,-20.0,1063.189568706103,1065.560399213041,-20.0,1102.690564978532,1238.9355822874893,-20.0,1294.4788969835447,1410.2963695246583
101,-19.9,1083.2932113625266,1083.0756450988306,-19.9,1042.9201764941688,1065.3970755997918,-19.9,1133.3774648452227,1239.6663527856288,-19.9,1395.218115752896,1410.7652032230983
102,-19.8,1062.9336970037152,1082.8313477768734,-19.8,1063.1042644521854,1065.5756905773073,-19.8,1203.948952564394,1240.099240149645,-19.8,1404.832624227322,1410.4129592197244
103,-19.7,1234.7166174787512,1084.0434172301134,-19.7,1123.6856890601011,1066.0109713194531,-19.7,1163.630527244988,1239.9599572963468,-19.7,1354.7415955845265,1410.5703320792343
104,-19.6,1294.5828231940886,1083.798656740435,-19.6,982.7122859090952,1065.5054962759652,-19.6,1324.3438478208334,1240.2187673741962,-19.6,1425.1876831667066,1410.8409944135722
105,-19.5,1093.1701935613123,1083.16281979226,-19.5,1142.788403705024,1065.2140692078121,-19.5,1223.4746680572653,1239.7312541666615,-19.5,1244.2803243156281,1410.6302986983887
106,-19.4,1012.7750035096019,1083.0488395545171,-19.4,1073.155075923199,1065.798640655185,-19.4,1213.5192056965027,1239.8655952185889,-19.4,1093.2579085675156,1410.0518823572347
107,-19.3,1123.4151821537314,1083.434564930811,-19.3,1173.2146080259745,1065.6352790890692,-19.3,962.1552277100569,1239.1051481118545,-19.3,1213.6165774006367,1410.1242954251422
108,-19.2,1062.9336970037152,1083.190166833165,-19.2,1062.5075177418557,1065.2797443938437,-19.2,1203.948952564394,1240.457821823278,-19.2,1324.0250361097549,1410.2815782997532
109,-19.1,1153.2984335198503,1083.3586057043026,-19.1,1143.6138196701413,1066.1850748061752,-19.1,1223.5728326713831,1240.0696912537965,-19.1,1314.0736282475489,1410.4388801069986
110,-19.0,1112.8265795119446,1083.0708381401378,-19.0,1052.6315789473533,1065.5300007443536,-19.0,1444.622792937379,1240.4777842525664,-19.0,1465.9223261978184,1411.842560801269
111,-18.9,1163.2571199358038,1083.4130328224535,-18.9,942.4503709644943,1065.6872082566742,-18.9,1183.5506519558508,1240.2886889975612,-18.9,1444.8547118317342,1410.9517118845135
112,-18.8,942.2236478088154,1082.994982608789,-18.8,962.5411085264963,1065.7803273521238,-18.8,1394.9940788020917,1241.0704226312275,-18.8,1274.0514837182059,1410.7693579678669
113,-18.7,912.3904630130813,1083.337095760009,-18.7,952.41914462734,1065.723851643793,-18.7,1213.7139647320628,1240.482835582713,-18.7,1294.4788969835447,1411.238192833694
114,-18.6,1183.265813645645,1083.5489858894487,-18.6,1112.7373338412335,1065.6887531661177,-18.6,1273.9492426522038,1240.5923620156993,-18.6,1183.7406203603218,1410.885905424581
115,-18.5,1103.1328974286819,1083.6957246657316,-18.5,1092.9071329736946,1065.952839158197,-18.5,1153.0209147967512,1240.0550374792722,-18.5,1446.0154241645039,1412.3751840058483
116,-18.4,1224.3587170326186,1084.53862442993,-18.4,1062.5075177418557,1065.6826614598006,-18.4,1324.2375601925976,1240.836337147575,-18.4,1234.1219673710016,1411.2855944026528
117,-18.3,1022.9050503429595,1083.815340613584,-18.3,1113.3623543100005,1066.4385405438982,-18.3,1213.7139647320628,1240.7218372783957,-18.3,1354.5241105291482,1411.3580336266089
118,-18.2,972.587081637141,1083.679530717235,-18.2,1072.9828924409705,1066.232267628174,-18.2,1173.4970211229297,1240.6820284888493,-18.2,1193.7962721454055,1411.2039235481254
119,-18.1,1183.4556906165835,1084.0219253066994,-18.1,1002.5665704202617,1066.0474692180774,-18.1,1313.8627565041033,1240.6919981060078,-18.1,1436.060173933981,1412.7502986083348
120,-18.0,1052.7160072988158,1083.712196872019,-18.0,942.5259695985106,1066.2261194697637,-18.0,1263.9942217406826,1241.025572026807,-18.0,1203.272902294223,1410.697787607445
121,-17.9,1193.4131616422799,1084.0763157865188,-17.9,912.0978249974812,1065.8703811188716,-17.9,1072.7247207907935,1240.3138961029256,-17.9,1384.5968615804272,1411.6194635210022
122,-17.8,1043.171240571322,1084.331864510769,-17.8,1173.6853720682777,1066.8189364755317,-17.8,1223.7692091642084,1241.0454864928492,-17.8,1466.157863024683,1412.9394297841593
123,-17.7,1103.1328974286819,1084.174188457151,-17.7,1073.155075923199,1066.6553374799062,-17.7,1042.5856123185351,1240.3587236166472,-17.7,1435.4835471500928,1412.472928041124
124,-17.6,1314.7066498062877,1085.0392122611108,-17.6,992.2026899717231,1065.9359944681444,-17.6,1203.5625451335784,1241.0156077686916,-17.6,1455.618688136185,1412.6021229274736
125,-17.5,1083.2062906202204,1084.4243059460975,-17.5,1012.2877703610015,1066.0290880721752,-17.5,1325.0883392225958,1242.1717085180303,-17.5,1233.9238779318057,1411.7109167250994
126,-17.4,1063.2748866508696,1084.6146612765176,-17.4,942.2236478088154,1066.1863077922292,-17.4,1364.5850056188601,1241.6332243788618,-17.4,1284.5215157353703,1412.2650462496745
127,-17.3,1224.0638921218272,1084.935672672331,-17.3,1032.6228620696422,1066.4290837512808,-17.3,1133.0138167525456,1240.8214894946302,-17.3,1415.236374585948,1412.5926634184714
128,-17.2,1103.1328974286819,1084.4732283267967,-17.2,1123.1448054552588,1066.75752070925,-17.2,1254.038002367606,1241.5783542207896,-17.2,1273.8470179943247,1411.7016066929887
129,-17.1,1193.7962721454055,1084.9029538709342,-17.1,962.1552277100569,1066.2091539287653,-17.1,1223.8674210505021,1241.5633797879475,-17.1,1394.8820873055497,1412.4540543078188
130,-17.0,1022.7409457345541,1084.4188430964077,-17.0,1022.5768937722917,1066.5588194216184,-17.0,1203.6591237361408,1241.4736871042478,-17.0,1364.6945492493985,1412.4414610205988
131,-16.9,1103.3984672792044,1084.9137731374542,-16.9,932.1813042519362,1066.4167521694662,-16.9,1284.1091492776702,1241.7327193851038,-16.9,1335.5827358357747,1413.563555332923
132,-16.8,952.4955383103596,1084.473196610596,-16.8,962.4639076034512,1066.7023407343784,-16.8,1184.405990283839,1242.4406213822376,-16.8,1444.9706992052454,1412.586354006376
133,-16.7,1113.5410605726051,1085.1422673649731,-16.7,1022.8229914564051,1066.9666564867057,-16.7,1233.6268629771353,1241.5284033642122,-16.7,1627.2248784603407,1414.077759477619
134,-16.6,1023.5619957451787,1085.5287932746335,-16.6,1113.3623543100005,1067.295306111979,-16.6,1213.6165774006367,1241.6379585624602,-16.6,1304.854057092365,1413.128288736598
135,-16.5,922.2872724356272,1084.5003520664443,-16.5,1062.7631842791106,1066.8962503110288,-16.5,1425.989154448664,1243.21896468525,-16.5,1435.368277357296,1413.229125709603
136,-16.4,992.3618211342855,1084.4514237010126,-16.4,1092.9071329736946,1067.0108145997717,-16.4,1233.9238779318057,1242.0065935888074,-16.4,1436.1755548859894,1414.0964608380011
137,-16.3,1204.6257629296326,1086.100694097214,-16.3,1243.980738362743,1067.6392572287757,-16.3,1344.787443298122,1242.5400226895918,-16.3,1556.443676822021,1413.9417622289811
138,-16.2,1193.5089162136512,1085.180135148507,-16.2,1122.8745588706931,1067.0045891265145,-16.2,1384.8191707140652,1242.5000479633543,-16.2,1334.7249262388666,1413.162837053484
139,-16.1,1072.9828924409705,1085.0658266685882,-16.1,1102.690564978532,1066.9266040649782,-16.1,1234.0229147019108,1242.2855663303123,-16.1,1435.368277357296,1413.5189989433056
140,-16.0,1103.3984672792044,1085.4521744871497,-16.0,1223.7692091642084,1067.6619477227548,-16.0,1042.9201764941688,1241.7722452584128,-16.0,1455.5017967918525,1413.6482254564417
141,-15.9,1274.2560150903837,1085.7951757961719,-15.9,1032.540048519343,1067.048734583558,-15.9,1153.2059124365574,1241.807074225666,-15.9,1415.691078134079,1414.061359104764
142,-15.8,1062.9336970037152,1085.2234748187943,-15.8,1103.3099297893523,1067.6770716842448,-15.8,1334.6177775101662,1242.7142093111597,-15.8,1444.8547118317342,1413.1973728910339
143,-15.7,952.6483624475908,1085.3050441703679,-15.7,912.3172859061888,1067.235063302686,-15.7,1243.8809084342975,1242.3501181030483,-15.7,1365.3521805477278,1414.0643592834685
144,-15.6,1183.4556906165835,1085.5172446211513,-15.6,932.2560596643746,1067.15705208064,-15.6,1334.2964345191326,1242.5345144587525,-15.6,1616.238681309833,1414.0516636938803
145,-15.5,1133.286530939709,1085.5552827059894,-15.5,1243.7810945273454,1067.8711059494046,-15.5,1133.5593764420119,1242.4945538087754,-15.5,1325.0883392225958,1414.0957492260054
146,-15.4,1092.9948057677882,1085.4409186224475,-15.4,1042.5856123185351,1067.3219820755717,-15.4,1324.556474271475,1242.9283620629374,-15.4,1667.26929412235,1414.9068125285596
147,-15.3,932.4056064646655,1085.3265912300803,-15.3,1143.3385485617841,1067.843371978914,-15.3,1073.068977274991,1242.2651343693615,-15.3,1475.636933084361,1414.2123071160631
148,-15.2,1002.7274185785193,1085.5387521498305,-15.2,1173.4970211229297,1067.9580300349496,-15.2,1223.6710130390998,1242.4993216376013,-15.2,1566.2650602409415,1414.5403748793558
149,-15.1,1093.3456376511972,1085.9687893587086,-15.1,1163.7239165328888,1068.2441421329804,-15.1,1233.8248570568587,1242.6837107636863,-15.1,1647.777509846452,1415.6362135849108
