,tau_n6,n6,n6_bckg,tau_n9,n9,n9_bckg,tau_b1,b1,b1_bckg
420,-8.0,1052.4627628650894,1064.5332720544761,-8.0,1394.3223994382388,1225.7746070919163,-8.0,2291.180963099895,2248.5242642570133
421,-7.9,1022.4128944308422,1064.554613084749,-7.9,1153.0209147967512,1225.3245096702994,-7.9,2312.301443680347,2249.518906429652
422,-7.8,1072.4666733486868,1064.490592560759,-7.8,1303.7025151429877,1225.7355581705663,-7.8,2200.695379544555,2248.479074147798
423,-7.7,1022.1669940273234,1064.2985771814933,-7.7,1172.8382686100197,1225.361002077316,-7.7,2230.6177404444843,2248.253150845468
424,-7.6,891.7299561148501,1064.1066310621286,-7.6,1152.7435296004326,1225.454211730818,-7.6,2049.0156689433215,2247.440202739496
425,-7.5,1143.0634099386193,1064.8961859762846,-7.5,1213.1298750776832,1225.8431447137077,-7.5,2170.2435495538634,2248.1627942362343
426,-7.4,1132.7412337857454,1064.6186413098383,-7.4,1223.1802686985989,1226.0117685820978,-7.4,2240.710596651965,2248.298331873798
427,-7.3,1062.3371417117507,1064.3839087972228,-7.3,1203.1763856581204,1226.2058132553643,-7.3,2474.3512371755833,2250.6049747007073
428,-7.2,962.2323791195437,1064.5119318798293,-7.2,1233.3299909756167,1226.4252868998915,-7.2,2493.1639054205853,2249.4284480531624
429,-7.1,1122.6944667201124,1064.5972977123781,-7.1,1162.883952201443,1226.3012847718448,-7.1,2130.2250803858215,2248.3435147180885
430,-7.0,1012.1254634732795,1064.2772464153413,-7.0,1363.9281129653207,1226.9405690795231,-7.0,2059.597725400336,2248.027272939338
431,-6.9,1032.2916875463382,1064.4052438391918,-6.9,1162.9772216875035,1226.6950393420195,-6.9,2170.9415453887286,2248.8858505341345
432,-6.8,1233.2310653913078,1064.8321243637008,-6.8,1273.4382833650677,1227.0161540549116,-6.8,2200.8723092074533,2248.6598454841305
433,-6.7,961.9238476953772,1064.170605408686,-6.7,1152.6510975242895,1226.6738547506238,-6.7,2230.6177404444843,2248.2531508454663
434,-6.6,1002.1646756994966,1064.3412412790317,-6.6,971.9633659993048,1226.4800665641271,-6.6,2089.8641588296464,2248.1627942362375
435,-6.5,1082.5982357658227,1064.5972977123777,-6.5,1263.3858741426845,1227.442966876261,-6.5,2372.14538436793,2249.0666872863476
436,-6.4,1153.2059124365574,1065.00297246131,-6.4,1152.7435296004326,1227.2258244842124,-6.4,2049.509725124549,2247.9821028044553
437,-6.3,951.8847317688889,1064.1492797718167,-6.3,1263.3858741426845,1227.747756158049,-6.3,2302.3868412056536,2249.6546076365244
438,-6.2,931.8077069514726,1064.1066310621293,-6.2,1253.4344102841608,1227.9751605649594,-6.2,2252.071101101874,2249.6093720818008
439,-6.1,982.0820138693892,1064.2985771814933,-6.1,1172.932330827051,1227.8339547202872,-6.1,2191.307144867485,2249.157116568939
440,-6.0,1022.2489476848922,1064.3839087972221,-6.0,1202.8869286286917,1227.8658472816062,-6.0,2201.0492673219246,2248.8406458898085
441,-5.9,1052.2096402444986,1064.2772464153404,-5.9,1293.751880453296,1228.6373486311252,-5.9,2159.8055170473644,2247.7562793557145
442,-5.8,1032.540048519343,1064.6613310723062,-5.8,1173.0264081329663,1228.3996275395891,-5.8,2110.043808528566,2248.2531508454695
443,-5.7,1173.0264081329663,1064.7894209037993,-5.7,1213.1298750776832,1228.5568078047522,-5.7,2170.767004341503,2248.7050428600237
444,-5.6,1153.0209147967512,1064.832124363701,-5.6,1233.132155675398,1228.665428179049,-5.6,2200.341605546035,2248.117618655121
445,-5.5,1082.424631173814,1064.4265797364785,-5.5,1122.6044423061342,1228.5530532879122,-5.5,2383.0112413778897,2249.8355680489894
446,-5.4,911.7322913535588,1064.063985770833,-5.4,1293.6480876070334,1229.3284074391686,-5.4,2312.1154851421115,2249.337996951469
447,-5.3,1002.1646756994966,1064.3412412790303,-5.3,1052.3783751277738,1228.7983691345937,-5.3,2150.580857820446,2248.6146499250713
448,-5.2,1162.790697674402,1064.597297712378,-5.2,1222.9840811580082,1229.1807551685297,-5.2,2383.58644272349,2250.3786240042655
449,-5.1,1052.294000921995,1064.362574610518,-5.1,1142.6967643638825,1229.2435173991169,-5.1,2281.2694711876343,2248.6598454841337
450,-5.0,1152.7435296004326,1064.5759549706995,-5.0,1102.602141052869,1229.4055210175077,-5.0,2393.691917769608,2250.423890501109
451,-4.9,992.5210033484911,1064.7467208688745,-4.9,1142.788403705024,1229.6667984348187,-4.9,2120.9867111637986,2249.2023339372367
452,-4.8,1303.9117352055982,1065.237978132264,-4.8,1283.5940633774387,1230.2741260784144,-4.8,2261.2610801792607,2248.750242052864
453,-4.7,1032.3744612608853,1064.4905925607582,-4.7,1182.9811124032394,1230.092792512472,-4.7,2181.0360423743837,2248.9310569958416
454,-4.6,992.3618211342855,1064.575954970698,-4.6,1142.6051397185422,1229.9615176077743,-4.6,2039.2582323749532,2247.756279355716
455,-4.5,921.8436873747364,1064.1706054086856,-4.5,1182.886242431516,1230.3240827553338,-4.5,2252.071101101874,2249.6093720817994
456,-4.4,1072.3806851209533,1064.4052438391905,-4.4,1404.043645699595,1231.0329870665992,-4.4,2392.7293199822716,2249.5189064296474
457,-4.3,1132.5595846613185,1064.4479164891331,-4.3,1072.3806851209533,1230.3852141855798,-4.3,2161.021208161593,2249.0214753718396
458,-4.2,1072.3806851209533,1064.4052438391918,-4.2,1193.030296954247,1230.9471319985673,-4.2,2433.33467401356,2249.880812701041
459,-4.1,1273.4382833650677,1064.9175415600798,-4.1,1393.874972423317,1231.4112305555614,-4.1,1807.2289156626248,2246.537616312693
460,-4.0,962.0780886715168,1064.341241279031,-4.0,1132.7412337857454,1231.1352429030353,-4.0,2433.33467401356,2249.880812701042
461,-3.9,961.8467457518299,1064.0853079892063,-3.9,1122.6944667201124,1231.2795555094572,-3.9,2343.1686075745356,2250.1975762258303
462,-3.8,881.6928502725107,1064.085307989207,-3.8,1243.3819990373638,1231.8442841216508,-3.8,2594.8424990947856,2250.423890501109
463,-3.7,1113.0051138072638,1064.9175415600812,-3.7,1203.0798845043141,1231.8168895815172,-3.7,2211.4997989545323,2249.247553123683
464,-3.6,952.1900370852826,1064.490592560757,-3.6,1273.4382833650677,1232.1606237375188,-3.6,1988.9902358660863,2247.7111201103417
465,-3.5,1102.602141052869,1064.5546130847476,-3.5,1303.807116780982,1232.6039196932218,-3.5,1807.955002008813,2247.4402027394926
466,-3.4,941.9215199005838,1064.2132592467317,-3.4,1193.030296954247,1232.3062682996942,-3.4,2382.819569282707,2249.6546076365266
467,-3.3,992.3618211342855,1064.5759549706977,-3.3,1303.807116780982,1232.9484754443622,-3.3,2019.2481565570024,2247.846603290514
468,-3.2,951.8847317688889,1064.149279771817,-3.2,1152.9284382330957,1232.651811854548,-3.2,1958.263873546338,2247.0339491126956
469,-3.1,1002.2450288646426,1064.4265797364772,-3.1,1364.0375511513887,1233.344735315011,-3.1,2270.8090510831234,2248.2531508454667
470,-3.0,861.6198453091689,1064.0426644069528,-3.0,1192.9346191631244,1232.9006709358462,-3.0,1978.5870678745475,2247.3047685429187
471,-2.9,1132.7412337857454,1064.6186413098374,-2.9,1273.4382833650677,1233.3720754679575,-2.9,2170.0691207201107,2247.9821028044535
472,-2.8,1233.132155675398,1064.7467208688747,-2.8,1173.1205005313968,1233.497839338821,-2.8,2109.5350986458493,2247.7111201103407
473,-2.7,1102.7790030877654,1064.72537213565,-2.7,931.8077069514726,1232.7836216284156,-2.7,2028.6827622222825,2247.169350668301
474,-2.6,921.7697980121702,1064.0853079892065,-2.6,1142.6051397185422,1233.3799295034487,-2.6,2281.4528935254657,2248.84064588981
475,-2.5,972.1192198993667,1064.3625746105183,-2.5,1172.8382686100197,1233.729760142052,-2.5,2393.4993362564524,2250.242835439318
476,-2.4,1032.2916875463382,1064.4052438391905,-2.4,1112.7373338412335,1233.9564803703038,-2.4,2220.346816163289,2248.0272729393396
477,-2.3,982.003286704864,1064.213259246731,-2.3,1182.886242431516,1234.1094837739988,-2.3,2290.9967845658834,2248.343514718088
478,-2.2,1122.8745588706931,1064.7680704582408,-2.2,1414.2143587891717,1234.956224738378,-2.2,2069.3534777192617,2247.71112011034
479,-2.1,1072.3806851209533,1064.4052438391907,-2.1,1222.9840811580082,1234.4664346454836,-2.1,1998.4333889011345,2247.033949112697
480,-2.0,1102.7790030877654,1064.7253721356492,-2.0,1233.3299909756167,1234.9675064209537,-2.0,2281.0860783407034,2248.4790741478
481,-1.9,1042.2512627274764,1064.3412412790299,-1.9,1222.9840811580082,1234.8252951860761,-1.9,2311.5577889446904,2248.795443062755
482,-1.8,1163.070506136183,1064.853477378146,-1.8,1253.4344102841608,1235.3769447613622,-1.8,1998.593954002181,2247.214488146472
483,-1.7,1092.7318295739192,1064.704024258514,-1.7,1263.5885916001264,1235.6814944496912,-1.7,2281.6363453613103,2249.021475371838
484,-1.6,1062.5927262520397,1064.6399857631297,-1.6,1052.5471641371971,1235.3422844635961,-1.6,2615.4836632866195,2250.876655648882
485,-1.5,1032.2916875463382,1064.4052438391907,-1.5,1142.8800577455024,1235.6476287976584,-1.5,2462.856108888362,2249.292774128391
486,-1.4,1132.832080200485,1064.7040242585142,-1.4,1132.6504019405247,1235.6065937997855,-1.4,2392.9217775990005,2249.6998450104984
487,-1.3,1192.8389567169695,1064.575954970698,-1.3,1273.336140688586,1236.1358583267825,-1.3,2392.7293199822716,2249.5189064296474
488,-1.2,1052.3783751277738,1064.447916489133,-1.2,1374.0948025114646,1236.765074168281,-1.2,2190.602516178272,2248.4338858549795
489,-1.1,1082.5114265094867,1064.5119318798286,-1.1,1383.8193413821953,1236.6754877755905,-1.1,2099.9537809215385,2248.2079716329827
490,-1.0,1102.7790030877654,1064.7253721356496,-1.0,1293.5443114132538,1236.8343494929427,-1.0,2130.2250803858215,2248.343514718088
491,-0.9,1032.4572482508222,1064.5759549706977,-0.9,1484.5129192745735,1237.3906551280115,-0.9,2069.3534777192617,2247.71112011034
492,-0.8,1032.4572482508222,1064.5759549706975,-0.8,1353.7634624255238,1237.252511345296,-0.8,2300.9062958422596,2248.207971632982
493,-0.7,1283.5940633774387,1065.0243323283867,-0.7,1474.8078736681373,1238.0332908366142,-0.7,2695.3093571485656,2250.333359328427
494,-0.6,1243.3819990373638,1064.9388980004283,-0.6,1303.7025151429877,1237.6970995845913,-0.6,2523.4753584138944,2249.5641383462103
495,-0.5,1223.3765191929551,1064.981613450992,-0.5,1414.2143587891717,1238.0565639152328,-0.5,2503.670038409681,2249.8355680489894
496,-0.4,1353.8720741319983,1065.0884170706893,-0.4,1444.275054160294,1238.2177669487892,-0.4,2260.8975260756524,2248.388699378446
497,-0.3,1283.5940633774387,1065.0243323283867,-0.3,1474.5711706289287,1238.57808635219,-0.3,2443.438914027114,2249.926059172892
498,-0.2,1263.4872247402652,1064.981613450992,-0.2,1565.2592711510454,1239.088040399292,-0.2,2697.0453264632088,2251.782732718221
499,-0.1,1324.0250361097549,1065.2807175793084,-0.1,1424.3871123058818,1238.9271623670204,-0.1,2695.743139937195,2250.6955277293814
500,0.0,1313.8627565041033,1065.1738753915183,0.0,1635.7250376316877,1239.6369032672317,0.0,2321.468052177725,2248.6598454841333
501,0.1,1343.8164386858489,1065.0670546330252,0.1,1454.5673414521389,1239.3770642129316,0.1,2817.581709869546,2251.601458951298
502,0.2,1354.089349836487,1065.2593474270968,0.2,1233.132155675398,1238.8196003194173,0.2,2737.299734320869,2251.7827327182204
503,0.3,1374.2050675065504,1065.3020885889493,0.3,1675.7310000200446,1240.102051482931,0.3,2523.4753584138944,2249.5641383462107
504,0.4,1424.1585429453803,1065.152509525682,0.4,1757.2751189926043,1241.1876423184183,0.4,2594.4250030167364,2250.0618095083078
505,0.5,1303.3888109083432,1064.8107722056018,0.5,1313.5465757545187,1239.5845392788947,0.5,2260.8975260756524,2248.388699378446
506,0.6,1404.043645699595,1065.1097803653192,0.6,1605.6518946692129,1240.7940977730416,0.6,2474.1521502996793,2250.423890501108
507,0.7,1565.5105973024827,1065.7938585800694,0.7,1515.0603014066767,1240.7597811776257,0.7,2646.6740464928675,2251.7374115401453
508,0.8,1223.1802686985989,1064.8107722056018,0.8,1494.9332798233959,1240.9000475096132,0.8,2603.904851909158,2249.5641383462103
509,0.9,1404.6071113251264,1065.537226300132,0.9,1343.7086358348852,1240.4183521850846,0.9,2382.0531891369997,2248.9310569958407
510,1.0,1484.632052002226,1065.3662067629682,1.0,1635.8563657895031,1241.6298322999473,1.0,2533.987611616085,2249.9713074646465
511,1.1,1313.6519524277305,1065.0029724613098,1.1,1676.0000802874051,1241.8207891308566,1.1,2545.322843517942,2251.1031065488655
512,1.2,1645.9253311922687,1065.8794301463943,1.2,1454.2172299668832,1241.1649890688695,1.2,2331.5645602186514,2248.705042860028
513,1.3,1172.8382686100197,1064.6186413098371,1.3,1404.1563026558415,1241.4310465336168,1.3,2575.45271629775,2251.057812723784
514,1.4,1403.9310068190734,1065.0243323283871,1.4,1676.1346528293316,1242.4949959480143,1.4,2341.66147414119,2248.750242052865
515,1.5,1434.5619068638066,1065.4303326557126,1.5,1374.0948025114646,1241.8394464831458,1.5,2625.3847546622837,2250.7408069763237
516,1.6,1444.5068614075713,1065.3662067629684,1.6,1847.0928364921033,1243.1038247835452,1.6,2796.6681421270373,2250.9672305414692
517,1.7,1595.4564610969287,1065.6869134418384,1.7,1595.0723300094073,1242.4731458089266,1.7,2867.4916993660922,2251.2843000779158
518,1.8,1243.2822651800577,1064.853477378146,1.8,1746.6372214414528,1243.4391524898738,1.8,2695.526231091046,2250.514428958241
519,1.9,1243.3819990373638,1064.938898000428,1.9,1665.9307133394648,1243.3325710158224,1.9,2513.7754896834294,2249.8808127010425
520,2.0,1444.622792937379,1065.4517096688082,2.0,1635.5937305584866,1243.3510051518106,2.0,2522.6637721360876,2248.8406458898085
521,2.1,1434.6770471737661,1065.515845855356,2.1,1596.0970908871661,1244.043636807728,2.1,2757.093982692655,2251.5108330121175
522,2.2,1484.7512038523064,1065.4517096688082,2.2,1565.2592711510454,1243.6629442094993,2.2,2564.102564102527,2249.926059172892
523,2.3,1464.393179538595,1065.2379781322645,2.3,1706.2106066080291,1244.206188496976,2.3,2655.9356136820547,2251.0578127237836
524,2.4,1424.0442857715711,1065.067054633025,2.4,1474.9262536872945,1244.0255526738804,2.4,2765.876128980308,2250.4691588190626
525,2.5,1072.4666733486868,1064.4905925607575,2.5,1524.8796147672335,1244.0448617971738,2.5,2574.2096371972925,2249.9713074646465
526,2.6,1363.9281129653207,1065.1097803653195,2.6,1545.005818853062,1244.2890005180948,2.6,2614.4316627785,2249.9713074646465
527,2.7,1595.0723300094073,1065.4303326557135,2.7,1645.661074094863,1244.7331405335256,2.7,2513.9777161014886,2250.0618095083078
528,2.8,1494.693337078405,1065.3875812028446,2.8,1263.4872247402652,1244.0788323889894,2.8,2818.489289740659,2252.3267291909337
529,2.9,1263.5885916001264,1065.067054633026,2.9,1675.7310000200446,1245.0974798331224,2.9,2412.739263310244,2249.428448053162
530,3.0,1464.6282251915845,1065.4089565004092,3.0,1504.9965886743776,1245.1674227462502,3.0,2463.6486133177455,2250.016557576415
531,3.1,1343.9242588357813,1065.1525095256825,3.1,1605.3941242574824,1245.4124153301823,3.1,2362.6163714233676,2249.5641383462107
532,3.2,1474.4528475997301,1065.2593474270973,3.2,1464.6282251915845,1245.3576582391024,3.2,2594.633734261196,2250.24283543932
533,3.3,1283.2852101379349,1064.7680704582415,3.3,1373.8743255981674,1245.128217199576,3.3,2473.356123064513,2249.6998450104966
534,3.4,1424.0442857715711,1065.0670546330257,3.4,1383.8193413821953,1245.2485919436085,3.4,2079.9421233495814,2248.2983318737975
535,3.5,1323.9187996469361,1065.195242114528,3.5,1625.5267910896819,1246.2438010220108,3.5,2160.8474542201543,2248.8406458898116
536,3.6,1243.4817488968936,1065.024332328387,3.6,1777.1441193598012,1247.215353605801,3.6,2483.6601307189185,2249.92605917289
537,3.7,1253.2333420224,1064.7894209038002,3.7,1213.0325814536168,1245.510402644916,3.7,2311.743657781497,2248.9762652750387
538,3.8,1373.8743255981674,1065.0456930522755,3.8,1424.3871123058818,1246.4308087024942,3.8,2473.1571962841967,2249.5189064296483
539,3.9,1273.8470179943247,1065.2593474270977,3.9,1484.7512038523064,1246.7767524635037,3.9,2402.0583328307766,2248.8406458898075
540,4.0,1354.089349836487,1065.2593474270977,4.0,1525.1244180446083,1247.172916219742,4.0,2464.4416279396914,2250.7408069763223
541,4.1,1374.0948025114646,1065.2166096947583,4.1,1575.7040486561127,1247.6944944295594,4.1,2432.160804020066,2248.7954430627565
542,4.2,1303.807116780982,1065.1525095256836,4.2,1625.787804584297,1247.8155591126524,4.2,2413.5156878519365,2250.152318832906
543,4.3,1132.832080200485,1064.7040242585142,4.3,1464.5106929342166,1247.4109203946775,4.3,2432.9432581332344,2249.518906429648
544,4.4,1193.030296954247,1064.7467208688754,4.4,1504.8757975841513,1247.807406922258,4.4,2372.14538436793,2249.0666872863476
545,4.5,1102.690564978532,1064.6399857631297,4.5,1343.7086358348852,1247.4030099727977,4.5,2391.9597989949407,2248.7954430627556
546,4.6,1233.428932432144,1065.0029724613114,4.6,1172.8382686100197,1247.1740496354648,4.6,2111.0619646949717,2249.337996951465
547,4.7,1444.622792937379,1065.4517096688085,4.7,1394.210515757568,1248.1209619904128,4.7,2464.045056823861,2250.378624004266
548,4.8,1082.5982357658227,1064.597297712377,4.8,1323.9187996469361,1248.2422128159362,4.8,2169.5460024105755,2247.4402027394967
549,4.9,1212.935303434294,1064.6186413098383,4.9,1565.5105973024827,1249.140192907925,4.9,2170.592491357795,2248.5242642570142
550,5.0,1283.4910957805046,1064.9388980004292,5.0,1293.3368089671167,1248.1592917978737,5.0,2362.236384471529,2249.202333937237
551,5.1,1102.4253357386092,1064.3839087972221,5.1,1444.622792937379,1249.1320962134648,5.1,2331.939530395592,2249.06668728635
552,5.2,1132.832080200485,1064.7040242585138,5.2,1162.883952201443,1248.4268094090257,5.2,2331.939530395592,2249.0666872863453
553,5.3,1243.1825473211245,1064.7680704582422,5.3,1374.315350199607,1249.4498189560402,5.3,2383.58644272349,2250.378624004267
554,5.4,1333.7612066026004,1065.045693052276,5.4,1394.0986500310717,1249.395596819864,5.4,2160.326360000773,2248.298331873798
555,5.5,1142.6967643638825,1064.554613084748,5.5,1393.874972423317,1249.391494449509,5.5,2423.8157497736756,2250.378624004264
556,5.6,1193.2216985861658,1064.9175415600807,5.6,1424.1585429453803,1249.7632857592648,5.6,2220.882323384553,2248.5694561827368
557,5.7,1323.8125802310465,1065.1097803653215,5.7,1213.5192056965027,1249.9345500211523,5.7,2181.5622800844167,2249.4736763320016
558,5.8,1253.3338680890993,1064.8748312489904,5.8,1414.1008925884864,1250.1308475878348,5.8,2452.5570923126056,2249.06668728635
559,5.9,1635.4624445648233,1065.6013727829627,5.9,1736.4247716550992,1251.3310803244137,5.9,2321.841391094549,2249.0214753718355
560,6.0,1454.4506188937944,1065.302088588952,6.0,1706.3476131207851,1251.5525704314098,6.0,2261.0792885136852,2248.5694561827354
561,6.1,1374.0948025114646,1065.2166096947583,6.1,1705.9366595752979,1251.447417219476,6.1,2049.3450132604385,2247.8014404157384
562,6.2,1645.661074094863,1065.7083007524568,6.2,1937.634279059467,1252.221658125834,6.2,2382.244737953045,2249.1119010186767
563,6.3,1605.5229991169394,1065.7083007524561,6.3,2159.4584279142337,1252.9713767063179,6.3,2735.5378550164546,2250.33335932843
564,6.4,1857.168671070305,1066.1576326599363,6.4,1857.3178322590745,1252.6140448459971,6.4,2635.0726153598207,2250.423890501109
565,6.5,1545.3779151446815,1065.7510779491304,6.5,1514.6955562242738,1251.7544874539494,6.5,2180.8606862173315,2248.750242052863
566,6.6,1373.76411367144,1064.9602552973827,6.6,1454.3339150668787,1251.7996275181185,6.6,2161.021208161593,2249.021475371839
567,6.7,1102.4253357386092,1064.3839087972226,6.7,1484.5129192745735,1252.0706820898256,6.7,2352.32618923154,2249.3379969514663
568,6.8,1434.3316816786491,1065.2593474270984,6.8,1394.0986500310717,1252.1407034265592,6.8,2301.461277160225,2248.750242052863
569,6.9,1938.7242591662205,1066.8430579586818,6.9,1917.7862120207772,1253.7445284915725,6.9,2513.5732957972696,2249.699845010498
570,7.0,2018.76142458266,1066.6716190244344,7.0,2341.66147414119,1255.0995241398782,7.0,3353.676959332842,2253.4608998000344
571,7.1,1837.0174064927762,1066.1148228210445,7.1,2533.5799887396083,1255.7747643578955,7.1,2899.484536082433,2252.6895395532374
572,7.2,1797.1526676170904,1066.2860828074422,7.2,2179.6339822012987,1254.7845160518384,7.2,2857.6028334540365,2251.420214367949
573,7.3,1776.7159864286753,1066.0720164199363,7.3,2109.5350986458493,1255.1058711080618,7.3,3019.3236714975415,2251.964035675766
574,7.4,1736.2853529777549,1065.9008251850385,7.4,1867.0949608512083,1254.3937736512773,7.4,3040.5541460270997,2252.7802604077983
575,7.5,1494.8132988221862,1065.473087539745,7.5,1807.0837683719926,1254.7397961652498,7.5,2432.747597410396,2249.3379969514685
576,7.6,1494.5733945874163,1065.3020885889503,7.6,1504.755025881765,1253.977772341048,7.6,2372.7177672323314,2249.6093720817985
577,7.7,1384.1524573720965,1065.2379781322657,7.7,1545.1298310390275,1254.3735501977146,7.7,2392.7293199822716,2249.5189064296505
578,7.8,1756.287509283209,1065.8580359666291,7.8,1988.5108263366928,1255.7774192617132,7.8,2918.7970530214166,2252.0546981032253
579,7.9,1978.5870678745475,1066.6716190244351,7.9,2109.026633993462,1255.9717407707344,7.9,3010.6530801296467,2253.007094515819
580,8.0,1887.5502008031858,1066.3074941745665,8.0,2149.5439752500797,1256.3677657811827,8.0,2907.9712624016006,2251.465522778212
581,8.1,1676.2692469836952,1066.0292134561935,8.1,1907.4007147732932,1255.8553376109846,8.1,2443.0458649186307,2249.564138346211
582,8.2,1817.3055683848813,1066.3289064016042,8.2,2219.989954796553,1256.8312939941852,8.2,2959.532917253833,2252.4174208248864
583,8.3,1776.7159864286753,1066.072016419936,8.3,2049.1803278688235,1256.999647583923,8.3,2998.8326691622965,2251.6920921863743
584,8.4,1676.403862755703,1066.1148228210452,8.4,1967.871485943747,1256.5871690028262,8.4,2736.6387636831546,2251.2389989611243
585,8.5,1575.324597138305,1065.6441413957857,8.5,1787.363939430428,1256.9316987132675,8.5,2605.7910940297834,2251.1936996674267
586,8.6,1716.143794785307,1065.858035966629,8.6,2008.5161082991597,1257.2760926098279,8.6,2614.4316627785,2249.9713074646443
587,8.7,1877.3215540608105,1066.2004459370223,8.7,2028.3568301401485,1257.3172665037484,8.7,2878.0743066456944,2251.692092186375
588,8.8,1635.4624445648233,1065.6013727829643,8.8,2018.599232731407,1257.686510265227,8.8,2625.8073603090234,2251.103106548868
589,8.9,1575.8305731205235,1065.9864139294073,8.9,1877.4723399128263,1257.5251245211407,8.9,2362.426362667598,2249.3832215930197
590,9.0,1534.8193327046708,1065.3875812028446,9.0,1655.7288217231385,1257.0607694613966,9.0,2634.860613862145,2250.242835439319
591,9.1,1706.0736220946326,1065.836642645687,9.1,2048.5218508997136,1258.1360993765988,9.1,2746.0920997042276,2250.740806976323
592,9.2,1867.84494878487,1066.5216551494977,9.2,1847.2411854469258,1258.0243655018653,9.2,2594.633734261196,2250.242835439321
593,9.3,1223.2783860746629,1064.8961859762844,9.3,1525.1244180446083,1257.5085316743575,9.3,2361.8565197290063,2248.8406458898075
594,9.4,1545.1298310390275,1065.579989763883,9.4,1867.2449102517503,1258.3558463948598,9.4,2392.9217775990005,2249.699845010499
595,9.5,1676.1346528293316,1065.9436178391616,9.5,1877.3215540608105,1258.5717011836216,9.5,2413.5156878519365,2250.1523188329065
596,9.6,1514.9387001625084,1065.5158458553553,9.6,1927.556019596792,1258.7872801115914,9.6,2564.3088433458333,2250.107063260432
597,9.7,1585.390327112159,1065.6655269896341,9.7,1535.0657168656348,1258.194147121159,9.7,2120.4751472272724,2248.6598454841387
598,9.8,1273.4382833650677,1064.91754156008,9.8,1554.8199418196189,1258.1312893835504,9.8,2241.611547817664,2249.202333937235
599,9.9,1534.9425148979496,1065.4730875397458,9.9,1827.0891057302072,1259.3058620217762,9.9,2706.291877100104,2251.1031065488655
600,10.0,1665.9307133394648,1065.8366426456878,10.0,1927.7108433734663,1259.646705380335,10.0,2664.977171704944,2250.1975762258317
601,10.1,1676.0000802874051,1065.8580359666287,10.1,1826.795679929311,1259.481436626917,10.1,2787.000704296167,2251.2843000779153
602,10.2,1746.2165308498004,1065.8366426456864,10.2,1937.4786676571289,1259.846899130495,10.2,2634.6486464743602,2250.0618095083055
603,10.3,1444.390948483369,1065.2807175793096,10.3,1846.9445113626975,1259.9085413770879,10.3,2594.2163053532995,2249.8808127010493
604,10.4,1474.6895126502068,1065.4303326557135,10.4,1585.1358401219727,1259.4389267414483,10.4,2555.02353840579,2250.7860880451462
605,10.5,1645.5289773639195,1065.6227566602474,10.5,1414.1008925884864,1259.1967321461234,10.5,2212.211406966423,2249.9713074646465
606,10.6,1806.793543724378,1066.05061450842,10.6,1655.7288217231385,1260.091345781342,10.6,2584.7329779744173,2250.3786240042677
607,10.7,2018.9236424998205,1066.7573316035553,10.7,2179.9843282232314,1261.6960101023476,10.7,2929.628511023818,2252.6441818659428
608,10.8,1716.281590621651,1065.9436178391582,10.8,1958.263873546338,1261.4263120643898,10.8,2928.449230149903,2251.7374115401453
609,10.9,1233.132155675398,1064.746720868877,10.9,1716.281590621651,1260.9032811392642,10.9,2240.8907289426293,2248.479074147798
610,11.0,1585.390327112159,1065.6655269896319,11.0,1675.7310000200446,1260.7851674082112,11.0,2352.137027059594,2249.1571165689365
611,11.1,1615.4602556641219,1065.6441413957853,11.1,1846.9445113626975,1261.4006740291316,11.1,2624.962285024603,2250.3786240042677
612,11.2,1716.6951109326128,1066.2004459370241,11.2,1988.0316478573154,1261.940182998079,11.2,2301.646330431953,2248.9310569958393
613,11.3,1253.4344102841608,1064.9602552973838,11.3,1404.1563026558415,1260.7575293657148,11.3,2372.336147969407,2249.2475531236855
614,11.4,1343.9242588357813,1065.1525095256818,11.4,1515.0603014066767,1261.4221782814561,11.4,2452.754322476845,2249.2475531236873
615,11.5,1233.132155675398,1064.7467208688754,11.5,1434.3316816786491,1261.2007878709226,11.5,2433.530429186241,2250.0618095083064
616,11.6,1303.4933622107062,1064.8961859762858,11.6,1545.005818853062,1261.6622661288757,11.6,2272.6358553557457,2250.061809508307
617,11.7,1464.9809351795898,1065.6655269896326,11.7,1414.2143587891717,1261.5158957115411,11.7,2513.3711344351595,2249.5189064296505
618,11.8,1756.4285284139703,1065.9436178391597,11.8,1625.5267910896819,1262.2298302326437,11.8,2473.356123064513,2249.699845010499
619,11.9,1756.4285284139703,1065.9436178391604,11.9,2099.1101379988854,1263.6035245368269,11.9,2918.092171463029,2251.510833012114
620,12.0,1625.5267910896819,1065.6655269896314,12.0,1877.4723399128263,1263.3283278297174,12.0,2564.3088433458333,2250.107063260438
621,12.1,1857.168671070305,1066.157632659936,12.1,1948.1823659369074,1263.7885416698546,12.1,2483.6601307189185,2249.926059172891
622,12.2,1535.0657168656348,1065.558607602959,12.2,1817.1596088588783,1263.6392635194316,12.2,2464.045056823861,2250.3786240042637
623,12.3,1887.398602521859,1066.2218538650166,12.3,2301.091259872553,1264.9369557417465,12.3,2625.173502846415,2250.5597009187563
624,12.4,1554.9447242230071,1065.4303326557153,12.4,1837.6076958608378,1264.252934777708,12.4,2574.2096371972925,2249.9713074646447
625,12.5,1565.2592711510454,1065.622756660246,12.5,1786.7898012447047,1264.0006246840758,12.5,2432.160804020066,2248.795443062755
