,tau_n6,n6,n6_bckg,tau_n9,n9,n9_bckg,tau_b1,b1,b1_bckg
138,-36.2,0.0,1062.0422641978678,-36.2,0.0,1241.5473085384965,-36.2,0.0,2237.551465847437
139,-36.1,0.0,1062.0422641978712,-36.1,0.0,1241.184027558947,-36.1,0.0,2237.5514658474317
140,-36.0,0.0,1062.0422641978676,-36.0,0.0,1240.8234494389744,-36.0,0.0,2237.5514658474426
141,-35.9,0.0,1062.042264197868,-35.9,0.0,1240.4655676297339,-35.9,0.0,2237.551465847445
142,-35.8,0.0,1062.0422641978653,-35.8,0.0,1240.1103755823735,-35.8,0.0,2237.5514658474467
143,-35.7,0.0,1062.0422641978694,-35.7,0.0,1239.7578667480607,-35.7,0.0,2237.5514658474463
144,-35.6,0.0,1062.0422641978641,-35.6,0.0,1239.4080345779385,-35.6,0.0,2237.551465847441
145,-35.5,0.0,1062.0422641978726,-35.5,0.0,1239.060872523173,-35.5,0.0,2237.5514658474426
146,-35.4,0.0,1062.0422641978657,-35.4,0.0,1238.7163740349145,-35.4,0.0,2237.551465847453
147,-35.3,0.0,1062.0422641978705,-35.3,0.0,1238.3745325643094,-35.3,0.0,2237.5514658474312
148,-35.2,0.0,1062.0422641978632,-35.2,0.0,1238.0353415625384,-35.2,0.0,2237.55146584744
149,-35.1,0.0,1062.0422641978698,-35.1,0.0,1237.6987944807242,-35.1,0.0,2237.5514658474476
150,-35.0,0.0,1062.0422641978678,-35.0,0.0,1237.364884770044,-35.0,0.0,2237.551465847434
151,-34.9,0.0,1062.042264197868,-34.9,0.0,1237.0336058816574,-34.9,0.0,2237.551465847451
152,-34.8,0.0,1062.0422641978694,-34.8,0.0,1236.7049512666997,-34.8,0.0,2237.551465847437
153,-34.7,0.0,1062.0422641978641,-34.7,0.0,1236.3789143763238,-34.7,0.0,2237.551465847438
154,-34.6,0.0,1062.0422641978716,-34.6,0.0,1236.0554886617247,-34.6,0.0,2237.551465847444
155,-34.5,0.0,1062.0422641978635,-34.5,0.0,1235.734667573998,-34.5,0.0,2237.5514658474385
156,-34.4,0.0,1062.0422641978746,-34.4,0.0,1235.4164445643717,-34.4,0.0,2237.551465847449
157,-34.3,0.0,1062.0422641978632,-34.3,0.0,1235.1008130839336,-34.3,0.0,2237.551465847439
158,-34.2,0.0,1062.0422641978723,-34.2,0.0,1234.787766583864,-34.2,0.0,2237.5514658474453
159,-34.1,0.0,1062.0422641978626,-34.1,0.0,1234.4772985153347,-34.1,0.0,2237.551465847438
160,-34.0,0.0,1062.042264197867,-34.0,0.0,1234.1694023294801,-34.0,0.0,2237.5514658474376
161,-33.9,0.0,1062.042264197869,-33.9,0.0,1233.864071477455,-33.9,0.0,2237.5514658474463
162,-33.8,0.0,1062.0422641978705,-33.8,0.0,1233.561299410435,-33.8,0.0,2237.5514658474394
163,-33.7,0.0,1062.0422641978678,-33.7,0.0,1233.261079579562,-33.7,0.0,2237.5514658474494
164,-33.6,0.0,1062.0422641978682,-33.6,0.0,1232.9634054359783,-33.6,0.0,2237.551465847435
165,-33.5,0.0,1062.0422641978657,-33.5,0.0,1232.6682704308564,-33.5,0.0,2237.5514658474403
166,-33.4,0.0,1062.0422641978687,-33.4,0.0,1232.3756680153588,-33.4,0.0,2237.5514658474385
167,-33.3,0.0,1062.0422641978678,-33.3,0.0,1232.0855916406204,-33.3,0.0,2237.551465847448
168,-33.2,0.0,1062.0422641978657,-33.2,0.0,1231.7980347578061,-33.2,0.0,2237.551465847443
169,-33.1,0.0,1062.0422641978712,-33.1,0.0,1231.5129908180743,-33.1,0.0,2237.5514658474385
170,-33.0,0.0,1062.0422641978691,-33.0,0.0,1231.2304532725711,-33.0,0.0,2237.5514658474426
171,-32.9,0.0,1062.0422641978669,-32.9,0.0,1230.9504155724726,-32.9,0.0,2237.5514658474426
172,-32.8,0.0,1062.0422641978644,-32.8,0.0,1230.672871168898,-32.8,0.0,2237.551465847439
173,-32.7,0.0,1062.0422641978664,-32.7,0.0,1230.3978135130324,-32.7,0.0,2237.5514658474326
174,-32.6,0.0,1062.0422641978726,-32.6,0.0,1230.125236056024,-32.6,0.0,2237.5514658474494
175,-32.5,0.0,1062.0422641978664,-32.5,0.0,1229.8551322490396,-32.5,0.0,2237.5514658474463
176,-32.4,0.0,1062.0422641978687,-32.4,0.0,1229.5874955431955,-32.4,0.0,2237.5514658474344
177,-32.3,0.0,1062.0422641978678,-32.3,0.0,1229.322319389687,-32.3,0.0,2237.551465847443
178,-32.2,0.0,1062.0422641978685,-32.2,0.0,1229.0595972396561,-32.2,0.0,2237.5514658474494
179,-32.1,0.0,1062.0422641978676,-32.1,0.0,1228.799322544256,-32.1,0.0,2237.5514658474417
180,-32.0,0.0,1062.0422641978664,-32.0,0.0,1228.5414887546474,-32.0,0.0,2237.551465847444
181,-31.9,0.0,1062.0422641978669,-31.9,0.0,1228.2860893219658,-31.9,0.0,2237.5514658474317
182,-31.8,0.0,1062.0422641978755,-31.8,0.0,1228.0331176973962,-31.8,0.0,2237.5514658474476
183,-31.7,0.0,1062.042264197862,-31.7,0.0,1227.7825673320854,-31.7,0.0,2237.551465847447
184,-31.6,0.0,1062.042264197869,-31.6,0.0,1227.5344316771682,-31.6,0.0,2237.5514658474317
185,-31.5,0.0,1062.042264197868,-31.5,0.0,1227.2887041838187,-31.5,0.0,2237.551465847439
186,-31.4,0.0,1062.0422641978669,-31.4,0.0,1227.0453783031958,-31.4,0.0,2237.551465847448
187,-31.3,0.0,1062.0422641978726,-31.3,0.0,1226.8044474864423,-31.3,0.0,2237.5514658474467
188,-31.2,0.0,1062.0422641978646,-31.2,0.0,1226.5659051847174,-31.2,0.0,2237.5514658474303
189,-31.1,0.0,1062.0422641978648,-31.1,0.0,1226.3297448491826,-31.1,0.0,2237.551465847446
190,-31.0,0.0,1062.0422641978714,-31.0,0.0,1226.0959599309836,-31.0,0.0,2237.5514658474385
191,-30.9,0.0,1062.0422641978705,-30.9,0.0,1225.8645438812835,-30.9,0.0,2237.5514658474376
192,-30.8,0.0,1062.0422641978664,-30.8,0.0,1225.6354901512407,-30.8,0.0,2237.551465847453
193,-30.7,0.0,1062.0422641978678,-30.7,0.0,1225.4087921919825,-30.7,0.0,2237.551465847434
194,-30.6,0.0,1062.042264197866,-30.6,0.0,1225.184443454711,-30.6,0.0,2237.5514658474563
195,-30.5,0.0,1062.0422641978678,-30.5,0.0,1224.9624373905494,-30.5,0.0,2237.551465847432
196,-30.4,0.0,1062.0422641978676,-30.4,0.0,1224.7427674506418,-30.4,0.0,2237.5514658474403
197,-30.3,0.0,1062.0422641978669,-30.3,0.0,1224.5254270861894,-30.3,0.0,2237.5514658474563
198,-30.2,0.0,1062.0422641978716,-30.2,0.0,1224.310409748312,-30.2,0.0,2237.551465847429
199,-30.1,0.0,1062.042264197867,-30.1,0.0,1224.0977088881564,-30.1,0.0,2237.5514658474467
200,-30.0,0.0,1062.0422641978655,-30.0,0.0,1223.88731795691,-30.0,0.0,2237.551465847444
201,-29.9,0.0,1062.0422641978646,-29.9,0.0,1223.679230405712,-29.9,0.0,2237.551465847436
202,-29.8,0.0,1062.042264197874,-29.8,0.0,1223.4734396857123,-29.8,0.0,2237.5514658474453
203,-29.7,0.0,1062.0422641978655,-29.7,0.0,1223.2699392480736,-29.7,0.0,2237.551465847435
204,-29.6,10.000200003999938,1062.0635054679797,-29.6,40.00320025601991,1223.1665758700228,-29.6,90.02340608558097,2238.133380526375
205,-29.5,1042.2512627274764,1064.341241279029,-29.5,1283.2852101379349,1226.008364437453,-29.5,2331.752030232338,2248.885850534144
206,-29.4,1022.3309144850114,1064.4692540972085,-29.4,1404.3816708129164,1226.4997934965868,-29.4,2099.9537809215385,2248.207971632986
207,-29.3,1032.208927103988,1064.319908802704,-29.3,1213.1298750776832,1225.640862770173,-29.3,2260.8975260756524,2248.3886993784313
208,-29.2,1102.513731307365,1064.4692540972123,-29.2,1404.043645699595,1225.8169148003478,-29.2,1938.2569747122466,2247.1242150033545
209,-29.1,1092.556582402807,1064.53327205448,-29.1,1243.3819990373638,1225.4298349676028,-29.1,2261.0792885136852,2248.569456182746
210,-29.0,1082.5982357658227,1064.5972977123781,-29.0,1062.2519741852577,1224.504964512488,-29.0,2351.7587939698155,2248.7954430627465
211,-28.9,1122.784505573807,1064.6826772374138,-28.9,1243.5815147624983,1225.2523267516003,-28.9,2291.180963099895,2248.5242642570215
212,-28.8,931.8077069514726,1064.106631062124,-28.8,1203.0798845043141,1224.6755869587532,-28.8,2583.9013894753407,2249.6546076365235
213,-28.7,1022.2489476848922,1064.383908797223,-28.7,972.0412867020606,1223.929712050946,-28.7,1988.5108263366928,2247.1693506683023
214,-28.6,1132.832080200485,1064.7040242585142,-28.6,1323.7063778579836,1224.6096270559624,-28.6,2281.8198267022854,2249.2023339372363
215,-28.5,861.4817486075929,1063.8721242515874,-28.5,1233.0332618240695,1224.0152698047211,-28.5,2352.32618923154,2249.337996951471
216,-28.4,1052.5471641371971,1064.618641309837,-28.4,1303.597930287575,1224.208685501143,-28.4,2119.7934457191927,2247.9369344847655
217,-28.3,1132.9229411882495,1064.7894209037995,-28.3,1132.9229411882495,1223.8151886024655,-28.3,2180.685358255421,2248.5694561827368
218,-28.2,1062.5075177418557,1064.5546130847429,-28.2,1243.1825473211245,1223.6202812723177,-28.2,2170.418006430837,2248.3435147180844
219,-28.1,1152.835976502179,1064.6613310723103,-28.1,1213.3245091550675,1223.6729306193859,-28.1,2261.0792885136852,2248.569456182738
220,-28.0,1062.3371417117507,1064.3839087972178,-28.0,1344.2478231210434,1224.0224099943123,-28.0,2110.043808528566,2248.253150845465
221,-27.9,1032.208927103988,1064.3199088027084,-27.9,1193.030296954247,1223.0977723127937,-27.9,2180.8606862173315,2248.75024205287
222,-27.8,962.0780886715168,1064.3412412790328,-27.8,1283.6970474967725,1223.3531316369438,-27.8,2332.3146211999024,2249.428448053161
223,-27.7,1132.6504019405247,1064.5332720544714,-27.7,1162.883952201443,1222.7031082785159,-27.7,2190.4264298058447,2248.253150845458
224,-27.6,1193.1259900940295,1064.8321243636992,-27.6,1344.1399510492124,1223.2815945901118,-27.6,2534.1914722445335,2250.152318832912
225,-27.5,1152.7435296004326,1064.575954970701,-27.5,1102.7790030877654,1222.4396641489907,-27.5,2039.2582323749532,2247.756279355718
226,-27.4,1112.8265795119446,1064.7467208688781,-27.4,1172.7442214782425,1222.066119490444,-27.4,2342.2264219224016,2249.292774128381
227,-27.3,1162.790697674402,1064.597297712376,-27.3,1162.883952201443,1222.0867616252422,-27.3,2453.740949316136,2250.152318832909
228,-27.2,972.0412867020606,1064.2772464153431,-27.2,1203.272902294223,1222.2320859771037,-27.2,2119.963830000974,2248.1176186551265
229,-27.1,921.8436873747364,1064.17060540868,-27.1,1253.4344102841608,1222.1099442095936,-27.1,1908.1669545655132,2247.169350668294
230,-27.0,1002.1646756994966,1064.3412412790303,-27.0,1052.294000921995,1221.2796142442862,-27.0,2109.8742113088956,2248.0724448895303
231,-26.9,931.8077069514726,1064.1066310621302,-26.9,1253.1328320801827,1221.529015862371,-26.9,1827.2358539817417,2246.4473975416972
232,-26.8,1022.4948875255477,1064.6399857631307,-26.8,1273.336140688586,1221.5356858229218,-26.8,2251.346787810533,2248.885850534136
233,-26.7,1062.5927262520397,1064.6399857631297,-26.7,1062.4223228961882,1220.9812624247509,-26.7,2695.9600836954387,2250.876655648896
234,-26.6,1132.7412337857454,1064.6186413098399,-26.6,1343.8164386858489,1221.5308227716405,-26.6,2029.0087990678323,2247.530501273081
235,-26.5,1022.3309144850114,1064.4692540972094,-26.5,1142.6967643638825,1220.8091155555398,-26.5,2311.743657781497,2248.976265275042
236,-26.4,1213.0325814536168,1064.7040242585138,-26.4,1162.883952201443,1220.8240546767834,-26.4,2434.117883725574,2250.604974700698
237,-26.3,861.4817486075929,1063.8721242515796,-26.3,1303.597930287575,1221.036945591007,-26.3,2493.765586034877,2249.971307464653
238,-26.2,1142.6051397185422,1064.4692540972112,-26.2,1092.381391433309,1220.1994520995427,-26.2,2220.525289873971,2248.207971632984
239,-26.1,1012.2066104106808,1064.3625746105213,-26.1,1172.8382686100197,1220.3672943430083,-26.1,2837.3646717913225,2251.329603017911
240,-26.0,1092.7318295739192,1064.7040242585126,-26.0,1183.170898006641,1220.5617471448907,-26.0,2322.4016246757355,2249.564138346214
241,-25.9,972.1971655942292,1064.447916489131,-25.9,1062.5075177418557,1220.0486340369794,-25.9,2099.7849980910746,2248.027272939335
