,Unnamed: 0,name        ,time                   ,ra        ,dec      ,error_radius,lle_bbbd_sig,lle_t90 ,tl100      ,tl100_error,like_best_ts,like_lat_t0,like_lat_t1,like_lat_flux,like_lat_flux_error,like_lat_flux_ene,like_lat_flux_ene_error,like_gbm_t0,like_gbm_t1,like_gbm_flux,like_gbm_flux_error,like_gbm_flux_ene,like_gbm_flux_ene_error,Unnamed: 23,flux_ratio,flux_ene_ratio,flux_ratio_error,flux_ene_ratio_error,GBM-LAT Time Difference
78,,GRB190727846,2019-07-27 20:18:17.001,08 24 45.6,-13 20 24,0.28,14.0,1.971,306.92999,0.58,37.1666,14.08,321.01001,6.62445e-06,2.59243e-06,3.47488e-09,2.20854e-09,3.072,38.145,4.2325e-05,0.0,4.68898e-08,0.0,,6.389209670236775,13.493933603462565,0.0,0.0,-11.008
79,,GRB140825288,2014-08-25 06:55:25.000,05 56 02.4,-12 09 36,0.57,0.0,0.0,239.27,119.635,18.4542,1463.05005,1702.31995,1.30465e-05,0.0,1.44535e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,-1463.05005
80,,GRB110120666,2011-01-20 15:59:38.999,04 06 28.8,-12 01 12,0.2,6.6,0.231,1112.27002,223.13,74.2733,0.58,1112.84998,2.38665e-06,6.73468e-07,2.44167e-09,1.42798e-09,0.003,26.176,4.81127e-05,0.0,5.33017e-08,0.0,,20.15909328975761,21.83001797949764,0.0,0.0,-0.577
81,,GRB130821674,2013-08-21 16:10:28.001,20 56 55.2,-11 31 12,0.18,16.0,9.275,6069.75977,1965.75,201.783,33.94,6103.7002,3.73176e-06,5.35273e-07,2.05303e-09,4.94917e-10,3.584,90.625,2.01542e-05,7.33365e-06,8.69674e-09,4.80664e-09,,5.400722447317084,4.2360511049521925,13.700765777463088,9.712012317216827,-30.355999999999998
82,,GRB140619475,2014-06-19 11:24:40.003,08 50 38.4,-09 39 00,0.2,10.0,1.124,5.12,1.07,319.016,0.2,5.32,0.000832254,0.000175646,1.25924e-06,6.64753e-07,-0.256,2.56,0.00140053,0.000308727,1.70917e-06,9.29638e-07,,1.6828155827427684,1.3573028175725041,1.7576659872698497,1.3984713119008112,-0.456
83,,GRB181225489,2018-12-25 11:44:09.997,23 12 14.6,-09 29 31,0.088,12.0,13.622,111.52,5.02,371.464,0.37,111.89,0.000109928,1.91112e-05,8.24761e-08,3.38094e-08,-0.992,40.481,0.000257844,4.70921e-05,1.8742e-07,6.17867e-08,,2.3455716468961505,2.2724158877541494,2.4641100506509273,1.827500635917822,-1.362
84,,GRB140104731,2014-01-04 17:32:03.002,14 35 02.4,-08 58 48,0.18,0.0,0.0,946.77002,183.45,72.7929,227.28,1174.05005,3.51251e-06,1.00833e-06,4.10465e-09,2.4301e-09,11.008,198.145,3.29404e-06,0.0,3.6493e-09,0.0,,0.9378023123065842,0.8890648410948557,0.0,0.0,-216.272
85,,GRB140206275,2014-02-06 06:36:12.001,21 00 57.6,-08 47 24,0.08,39.0,27.601,8584.42969,0.01,301.702,0.61,8585.04004,2.96105e-06,3.89425e-07,2.65295e-09,6.74392e-10,7.488,154.17799,4.24571e-05,8.91236e-06,1.53134e-08,5.04879e-09,,14.338528562503166,5.7722158352023225,22.885947229890224,7.486432223395296,6.878
86,,GRB090217206,2009-02-17 04:56:42.003,13 40 02.4,-08 23 24,0.46,16.0,13.542,67.5,9.755,176.735,4.09,71.59,6.04969e-05,1.38472e-05,3.65835e-08,1.57288e-08,0.832,34.112,0.00010952,2.45985e-05,6.17495e-08,2.69146e-08,,1.8103406951430567,1.6879057498599097,1.7764241146224506,1.711166776867911,-3.258
87,,GRB170409112,2017-04-09 02:42:00.000,23 10 07.2,-07 10 12,0.1,0.0,0.0,261.88,31.26,54.8234,178.39,440.26999,1.25646e-05,3.88526e-06,1.21695e-08,7.68933e-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-178.39
88,,GRB160310016,2016-03-10 00:22:58.002,06 35 07.2,-07 07 12,0.06,0.0,0.0,332.92001,201.50999,29.5836,99.25,432.17001,9.97718e-06,0.0,1.10532e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,-99.25
89,,GRB170228794,2017-02-28 19:03:00.000,15 58 38.4,-06 29 24,2.02,0.0,0.0,65.97,10.3,17.5248,6.45,72.42,6.81781e-05,0.0,7.55311e-08,0.0,1.568,62.241,7.537e-05,0.0,8.34986e-08,0.0,,1.105486952555146,1.1054863493315998,,,-4.882
90,,GRB170813051,2017-08-13 01:13:07.997,13 21 48.0,-05 29 24,0.75,0.0,0.0,255.78,67.25,19.9187,9.52,265.29999,8.21092e-06,0.0,9.09647e-09,0.0,-0.512,111.36,1.79358e-05,0.0,1.98701e-08,0.0,,2.184383723139429,2.184374817923876,,,-10.032
91,,GRB180914522,2018-09-14 12:31:47.004,03 31 00.5,-05 17 24,0.336,0.0,0.0,1018.84998,238.38,53.9751,545.07001,1563.92004,1.78596e-06,8.09409e-07,7.40059e-09,6.05748e-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-545.07001
92,,GRB080825593,2008-08-25 14:13:48.003,15 39 19.2,-03 50 24,0.65,8.5,1.203,170.45,0.66,87.1023,3.06,173.50999,4.90571e-05,1.30792e-05,1.71071e-08,5.58889e-09,1.216,22.208,0.000211567,7.40948e-05,5.25227e-08,1.90751e-08,,4.3126682987783616,3.07022815088472,5.665086549636063,3.4130390828948145,-1.844
93,,GRB140723067,2014-07-23 01:36:30.001,14 04 12.0,-03 34 12,0.51,8.0,20.822,103.21,1.13,281.668,0.56,103.77,8.71558e-05,1.54966e-05,6.30621e-08,2.36214e-08,0.0,56.32,0.000126097,2.68064e-05,9.22636e-08,3.93955e-08,,1.4467998687408068,1.4630594287218472,1.7298246066879188,1.6677885307390756,-0.56
94,,GRB160503567,2016-05-03 13:36:31.997,23 55 57.6,-01 14 24,0.88,0.0,0.0,17750.66992,72.635,37.4564,5324.74023,23075.41016,1.35248e-06,4.3918e-07,4.05977e-10,1.39784e-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-5324.74023
95,,GRB100511035,2010-05-11 00:49:55.998,07 25 31.2,-00 59 24,0.07,0.0,0.0,6326.5498,722.37,114.44,11.61,6338.16016,1.90649e-06,4.88291e-07,3.81097e-09,1.70264e-09,0.832,43.265,4.51747e-05,0.0,5.00468e-08,0.0,,23.695220011644434,13.132299650745088,0.0,0.0,-10.777999999999999
96,,GRB190606080,2019-06-06 01:55:06.997,05 06 09.6,-00 40 48,0.47,7.2,0.101,122.74,61.37,39.0621,31.6,154.34,8.67269e-05,0.0,9.60803e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,-31.6
97,,GRB181231144,2018-12-31 03:27:43.001,16 58 21.6,+00 36 36,0.167,0.0,0.0,187.7,53.68,29.935,315.28,502.98001,1.05976e-05,0.0,1.17406e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,-315.28
98,,GRB140102887,2014-01-02 21:17:37.000,14 08 04.8,+01 28 12,0.24,11.0,2.872,57.1,11.605,119.439,3.09,60.19,5.13792e-05,1.47639e-05,4.07712e-08,2.5074e-08,0.448,4.096,0.000436471,0.0,4.83544e-07,0.0,,8.495091398854012,11.859940350051016,0.0,0.0,-2.642
99,,GRB170808936,2017-08-08 22:27:43.004,09 42 52.8,+01 36 36,0.71,7.3,10.309,6192.1499,37.61,65.5309,13.73,6205.87988,1.66936e-06,4.70772e-07,1.11688e-09,4.74414e-10,4.096,21.76,0.000220331,0.0,2.44093e-07,0.0,,131.98531173623422,218.5489936250985,0.0,0.0,-9.634
100,,GRB101123952,2010-11-23 22:51:34.004,09 00 38.4,+01 54 36,1.0,8.9,2.696,0.0,7253.75977,18.462,54298.62891,57138.125,2.41221e-06,0.0,2.67237e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,-54298.62891
101,,GRB180526461,2018-05-26 11:04:09.002,07 13 55.2,+03 38 24,0.27,0.0,0.0,1139.68994,45.13,51.4177,808.88,1948.56995,3.40368e-06,1.33016e-06,5.6761e-09,4.0393e-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-808.88
102,,GRB130504978,2013-05-04 23:28:57.000,06 06 12.0,+03 46 48,0.12,29.0,57.361,547.67999,20.32,104.096,42.64,590.32001,7.21117e-06,1.80263e-06,9.99523e-09,5.20823e-09,8.704,81.921,2.76523e-05,1.19149e-05,1.35413e-08,7.3112e-09,,3.8346481916249373,1.3547762282608804,6.609731336990952,1.403778250960499,-33.936
103,,GRB181120265,2018-11-20 06:21:18.996,01 22 58.1,+03 48 22,0.711,0.0,0.0,245.0,72.795,28.5728,4994.52002,5239.52002,9.13531e-06,0.0,1.01205e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,-4994.52002
104,,GRB141207800,2014-12-07 19:11:20.999,10 39 12.0,+03 57 00,0.2,15.0,10.479,732.57001,11.165,495.227,1.76,734.33002,1.22902e-05,2.02875e-06,2.34423e-08,8.86104e-09,1.28,22.272,0.000663599,0.000109041,9.39684e-07,3.69664e-07,,53.99415794698215,40.084974597202496,53.74787430683919,41.717902187553605,-0.48
105,,GRB110728056,2011-07-28 01:20:22.001,11 34 16.8,+04 20 24,0.62,0.0,0.0,2.62,0.935,72.6365,0.36,2.98,0.000400825,0.000168102,6.14229e-07,6.48318e-07,-0.128,0.576,0.00122741,0.0,1.35978e-06,0.0,,3.0622091935383273,2.213799739185222,0.0,0.0,-0.488
106,,GRB210822388,2021-08-22 09:18:17.997,20 18 38.4,+04 53 24,0.54,0.0,0.0,1776.01001,623.35999,28.0493,630.97998,2406.98999,2.41391e-06,0.0,2.67425e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,-630.97998
107,,GRB150510139,2015-05-10 03:19:53.003,01 05 40.8,+04 54 36,0.33,12.0,16.38,170.10001,12.535,56.1762,2.43,147.59,2.16877e-05,8.35847e-06,2.48836e-08,1.86766e-08,0.384,52.288,4.79922e-05,1.98584e-05,2.39668e-08,1.59862e-08,,2.212876423041632,0.9631564564612838,2.375841511664216,0.8559480847691764,-2.0460000000000003
108,,GRB140402007,2014-04-02 00:10:06.001,13 50 38.4,+05 58 12,0.16,8.4,1.546,71.6,5.325,92.3306,0.11,71.65,2.04019e-05,7.55193e-06,4.46496e-08,3.57545e-08,-0.128,0.192,0.00184099,0.000928928,1.03235e-06,1.03565e-06,,90.23620349085135,23.12114778183903,123.00537743331837,28.965584751569732,-0.238
109,,GRB110625881,2011-06-25 21:08:18.001,19 05 31.2,+06 24 00,0.13,0.0,0.0,371.38,106.345,88.1201,205.86,577.23999,3.13847e-05,6.42577e-06,1.17506e-08,3.09951e-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-205.86
110,,GRB140219824,2014-02-19 19:46:32.002,10 32 48.0,+07 15 36,0.85,0.0,0.0,842.15997,46.3,31.426,959.84003,1356.56006,6.80884e-06,0.0,7.54317e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,-959.84003
111,,GRB160702516,2016-07-02 12:22:24.004,15 24 21.6,+09 04 12,0.21,0.0,0.0,274.06,137.03,33.0942,1941.52002,2215.58008,1.03957e-05,0.0,1.15169e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,-1941.52002
112,,GRB170329387,2017-03-29 09:17:06.000,23 46 43.2,+09 46 12,0.6,0.0,0.0,48.47,6.945,91.2126,3.93,52.4,5.06888e-05,1.66302e-05,3.91594e-08,2.71511e-08,0.256,33.792,6.38639e-05,2.12363e-05,5.12454e-08,3.83273e-08,,1.2599213238427425,1.3086359852296001,1.276972014768313,1.4116297313920982,-3.6740000000000004
113,,GRB171011810,2017-10-11 19:26:26.998,11 13 55.2,+10 01 48,0.82,0.0,0.0,42.67,21.335,51.7847,0.05094,148.49683,8.76463e-06,0.0,9.70989e-09,0.0,-0.448,0.032,0.00120273,0.000699856,8.44278e-07,1.06719e-06,,137.22541624689234,86.95031560604703,inf,inf,-0.49894
114,,GRB200219998,2020-02-19 23:57:09.999,17 30 40.8,+10 27 00,0.24,0.0,0.0,301.78,57.155,57.7106,80.33,382.10999,4.20724e-06,1.67081e-06,6.45668e-09,5.84583e-09,1.024,22.656,6.23023e-05,0.0,6.90216e-08,0.0,,14.808354170430018,10.68995211161154,0.0,0.0,-79.306
115,,GRB100423244,2010-04-23 05:51:25.004,08 00 43.2,+13 21 36,0.19,0.0,0.0,13.89,6.945,31.1528,166.69,180.58,3.07365e-05,2.21997e-05,5.92253e-08,1.01155e-07,1.6,18.112,7.70949e-05,0.0,8.54095e-08,0.0,,2.508252403494217,1.4421117326547945,0.0,0.0,-165.09
116,,GRB150210935,2015-02-10 22:26:24.000,07 29 07.2,+13 34 12,0.43,14.0,2.521,168.61,18.175,157.025,0.76,169.37,3.29734e-05,7.93031e-06,2.49391e-08,1.19707e-08,0.003,31.297,0.0001331,3.49821e-05,8.96094e-08,4.83435e-08,,4.036587067151098,3.5931288619076067,4.411189474308066,4.038485635760648,-0.757
117,,GRB100116897,2010-01-16 21:31:00.002,20 20 00.0,+14 30 36,0.06,31.0,6.657,652.84998,52.17,128.847,77.51,730.35999,7.89312e-06,1.97899e-06,1.56922e-08,7.96835e-09,0.576,103.106,1.65088e-05,6.3006e-06,4.909e-09,2.06162e-09,,2.091543014676072,0.31283057824906646,3.1837452437859715,0.25872608507407435,-76.93400000000001
118,,GRB080818945,2008-08-18 22:40:49.002,07 17 50.4,+15 00 00,0.47,0.0,0.0,463.92001,201.94501,23.2328,9018.86035,9482.78027,6.06133e-06,0.0,6.71504e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,-9018.86035
119,,GRB100213531,2010-02-13 12:44:41.001,18 49 48.0,+15 09 00,0.06,0.0,0.0,681.84998,254.045,42.4741,2707.17993,3215.27002,3.35049e-06,2.09898e-06,5.17419e-09,5.23437e-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-2707.17993
120,,GRB120420858,2012-04-20 20:35:13.004,07 15 04.8,+15 10 12,0.29,0.0,0.0,406.34,13.955,31.8215,3501.66992,3908.01001,4.64067e-06,1.98055e-06,4.39277e-09,3.4655e-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-3501.66992
121,,GRB140729026,2014-07-29 00:36:52.998,12 55 36.0,+15 25 12,0.26,0.0,0.0,68.57,0.35,68.341,4.83,58.93,2.31555e-05,8.28739e-06,4.03976e-08,3.6045e-08,0.512,56.065,2.54455e-05,8.51286e-06,3.90837e-08,3.28762e-08,,1.0988965904428754,0.9674757906410282,1.027206394293016,0.9120876681925371,-4.318
122,,GRB191202867,2019-12-02 20:48:50.996,16 37 52.8,+17 29 24,0.25,7.7,1.985,369.95001,64.935,60.4701,96.84,466.79001,2.3211e-06,1.10849e-06,7.90026e-09,8.11484e-09,1.024,31.745,2.38716e-05,0.0,2.64462e-08,0.0,,10.284606436603335,3.3475100819466705,0.0,0.0,-95.816
123,,GRB180210517,2018-02-10 12:24:38.002,00 07 19.2,+18 29 24,0.12,0.0,0.0,1598.06006,243.895,184.099,23.06,1621.12,3.62271e-06,7.24665e-07,8.0316e-09,3.36836e-09,4.096,43.009,3.71383e-05,0.0,4.11436e-08,0.0,,10.251524411283267,5.122715274665072,0.0,0.0,-18.964
124,,GRB081009140,2008-10-09 03:20:58.001,16 46 16.8,+18 55 12,0.28,0.0,0.0,1182.34998,241.705,49.1332,67.78,1250.13,3.14869e-06,1.06167e-06,6.69199e-09,4.47371e-09,1.344,42.689,7.82835e-05,0.0,8.67264e-08,0.0,,24.862244298422517,12.959732456264879,0.0,0.0,-66.436
125,,GRB220107793,2022-01-07 19:01:33.004,14 25 52.8,+19 54 00,0.24,11.0,1.282,359.32001,11.195,256.038,2.78,362.10001,1.93501e-05,3.24866e-06,1.57614e-08,5.70516e-09,0.832,25.665,0.000243075,5.02268e-05,2.12264e-07,9.93795e-08,,12.561950584234708,13.467331582219854,15.460774596295087,17.419231011926048,-1.948
126,,GRB081024891,2008-10-24 21:22:39.996,21 32 02.4,+20 50 24,0.31,8.0,1.32,2.02,0.04,152.253,0.17,2.19,0.000826545,0.00025094,5.56576e-07,3.71747e-07,-0.064,0.576,0.00142911,0.000586579,9.16834e-07,8.10878e-07,,1.7290165689708363,1.6472754843902722,2.3375268988602853,2.181263063319946,-0.234
128,,GRB171120556,2017-11-20 13:20:02.000,10 55 16.8,+22 24 36,0.2,0.0,0.0,5275.68018,10.46,147.126,0.31,5275.99023,3.74001e-06,7.10512e-07,2.84969e-09,1.04145e-09,0.003,44.065,2.45895e-05,1.03845e-05,2.28035e-08,2.18097e-08,,6.574715040868874,8.002098473869088,14.615516697817911,20.94166786691632,-0.307
130,,GRB101107011,2010-11-07 00:16:25.003,11 21 04.8,+23 52 48,0.2,0.0,0.0,105.39,4.38,55.5766,134.03,239.42,1.39168e-05,5.50135e-06,2.01218e-08,1.72025e-08,2.304,378.11801,3.91428e-06,1.61165e-06,5.07298e-09,4.38702e-09,,0.2812629340078179,0.25211362800544684,0.29295536550119516,0.2550222351402412,-131.726
131,,GRB171210493,2017-12-10 11:49:14.998,22 21 09.6,+24 26 24,0.32,14.0,8.2,1512.18994,71.87,65.3506,5.88,1374.48999,3.01383e-06,7.53077e-07,1.61953e-09,6.82592e-10,3.584,146.69099,1.77979e-05,0.0,1.97173e-08,0.0,,5.905409396017692,12.174705007008205,0.0,0.0,-2.296
132,,GRB140523129,2014-05-23 03:05:56.996,08 52 21.6,+24 49 48,0.38,0.0,0.0,468.57999,20.545,368.102,1.61,470.19,4.47687e-05,7.52686e-06,5.06769e-08,2.2375e-08,0.576,19.776,0.000276094,7.46232e-05,3.98736e-07,2.40563e-07,,6.167121225320369,7.8682003042806485,9.914253752560828,10.751418994413408,-1.0340000000000003
133,,GRB170522657,2017-05-22 15:45:35.001,09 17 24.0,+25 40 12,0.23,0.0,0.0,38.84,10.585,104.398,2.81,41.65,5.27445e-05,1.73953e-05,2.1147e-07,1.5816e-07,0.576,8.0,0.000170871,7.16992e-05,3.28042e-07,3.39788e-07,,3.2395984415436683,1.5512460396273704,4.121757026323203,2.1483813859382903,-2.234
134,,GRB140810782,2014-08-10 18:46:10.001,07 55 43.2,+27 24 00,0.07,0.0,0.0,18366.67969,124.01,82.4027,460.82001,18827.5,3.22822e-07,1.18802e-07,1.49925e-09,9.56631e-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-460.82001
135,,GRB130828306,2013-08-28 07:20:00.004,17 18 52.8,+28 12 36,0.29,9.2,33.7,599.75,13.775,289.865,17.07,616.82001,1.22082e-05,2.17685e-06,8.22223e-09,2.90096e-09,13.312,150.274,6.29412e-05,1.12613e-05,3.47206e-08,1.16207e-08,,5.155649481496044,4.222771681161924,5.17320899464823,4.005811869174343,-3.758000000000001
136,,GRB110123804,2011-01-23 19:17:45.004,16 02 26.4,+28 22 12,0.22,0.0,0.0,475.44,15.27,46.017,51.59,526.25,2.89714e-06,1.2988e-06,2.11371e-09,1.63131e-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-51.59
137,,GRB190515190,2019-05-15 04:33:03.004,09 11 00.0,+28 55 48,0.95,7.3,1.645,1.62,0.045,140.449,0.18,1.8,0.00155902,0.000458075,6.54154e-07,3.07498e-07,-0.112,1.152,0.0016916,0.000545789,5.7622e-07,2.81191e-07,,1.0850406024297314,0.8808629160717507,1.1914839273044806,0.9144482240534898,-0.292
138,,GRB210802839,2021-08-02 20:08:05.997,15 23 28.6,+29 52 08,0.224,0.0,0.0,16.54,0.415,92.957,2.81,19.35,0.00014307,6.18947e-05,1.0516e-07,8.03519e-08,0.32,10.56,0.000171608,0.0,1.90116e-07,0.0,,1.1994687915006639,1.8078737162419172,0.0,0.0,-2.49
139,,GRB200716957,2020-07-16 22:57:40.997,13 02 16.8,+29 52 12,0.17,0.0,0.0,279.85999,0.195,38.6809,18.28,298.14001,2.03438e-06,1.66826e-06,9.42671e-09,1.28633e-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-18.28
140,,GRB161015710,2016-10-15 17:03:07.001,17 56 31.2,+30 09 36,0.42,0.0,0.0,6.42,0.195,103.754,1.05,7.47,0.000293985,0.000105783,1.13714e-07,6.05192e-08,0.256,15.36,0.000157874,4.99391e-05,1.10641e-07,7.33047e-08,,0.5370137932207426,0.9729760627539266,0.4720900333702012,1.2112635328953456,-0.794
141,,GRB081102365,2008-11-02 08:44:59.997,14 11 48.0,+30 19 48,0.58,0.0,0.0,0.15,0.03,88.2602,0.28,0.43,0.00821014,0.00371086,3.73629e-06,2.80514e-06,-0.064,1.664,0.000818745,0.000339785,5.83952e-07,5.21452e-07,,0.09972363443254317,0.15629193665373942,0.09156502805279639,0.18589161325281447,-0.34400000000000003
142,,GRB180305393,2018-03-05 09:26:07.996,03 18 40.8,+32 06 00,0.11,8.7,2.894,424.20999,424.20999,31.7423,1613.83997,2038.05005,2.70245e-06,5.00415e-06,3.96303e-09,5.82286e-09,1.536,14.592,0.000747012,0.0,8.27577e-07,0.0,,276.4202852966753,208.82430867290935,0.0,0.0,-1612.30397
143,,GRB090227772,2009-02-27 18:31:01.004,00 47 12.0,+32 12 00,1.8,15.0,1.144,0.0,-666.0,29.5354,0.0,0.0,0.0,0.0,0.0,0.0,-0.016,0.288,0.0164047,0.0114914,3.27357e-06,2.30133e-06,,inf,inf,inf,inf,-0.016
144,,GRB171124235,2017-11-24 05:37:55.998,22 22 04.8,+35 14 24,0.2,0.0,0.0,317.88,7.03,191.939,3.42,321.29999,1.29991e-05,2.93245e-06,8.78834e-09,3.91097e-09,-0.704,25.472,0.000118168,2.71192e-05,1.33138e-07,7.48707e-08,,9.090475494457309,15.149391125058886,9.24796671725008,19.143767402971644,-4.124
145,,GRB190530430,2019-05-30 10:19:08.000,08 02 31.2,+35 31 48,0.25,22.0,18.417,360.12,360.12,28.4974,4458.60986,4818.72998,1.98546e-06,1.17857e-06,4.31943e-09,5.22129e-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-4458.60986
146,,GRB140124527,2014-01-24 12:38:31.001,03 57 04.8,+36 51 36,0.33,0.0,0.0,374.62,90.6,26.1335,93.56,468.17999,4.40718e-06,0.0,4.88249e-09,0.0,-12.672,108.866,7.90086e-06,0.0,8.75296e-09,0.0,,1.7927245994037002,1.792724613875297,,,-106.232
147,,GRB160816730,2016-08-16 17:30:57.001,21 29 16.8,+37 08 24,0.23,7.2,10.455,1093.71997,69.09,261.04,1.05,1094.77002,8.32985e-06,1.26972e-06,5.52332e-09,1.62924e-09,0.384,11.456,0.000261291,6.61273e-05,1.01562e-07,3.87135e-08,,31.368031837307992,18.38785368220563,52.08022241124028,23.761692568314057,-0.666
148,,GRB081122520,2008-11-22 12:28:11.997,22 35 16.8,+37 34 12,0.27,0.0,0.0,43.04,16.165,36.6265,23.49,66.53,2.57834e-05,0.0,2.85641e-08,0.0,-0.256,23.04,3.66217e-05,0.0,4.05714e-08,0.0,,1.4203596112227248,1.4203633231923989,,,-23.746
149,,GRB160910722,2016-09-10 17:19:39.003,14 45 14.4,+38 48 36,0.59,20.0,10.777,130.0,47.985,44.4554,86.39,216.39,1.80404e-05,0.0,1.99861e-08,0.0,4.608,28.928,0.000319095,0.0,3.53509e-07,0.0,,17.687800713953127,17.687742981372054,,,-81.782
150,,GRB121011469,2012-10-11 11:15:25.004,17 20 48.0,+41 08 24,0.01,8.2,7.837,61.64,4.37,16.819,33.24,94.88,4.45694e-05,0.0,4.93762e-08,0.0,1.024,66.817,2.44397e-05,0.0,2.70755e-08,0.0,,0.5483515595902121,0.5483512299447911,,,-32.216
151,,GRB110328520,2011-03-28 12:29:19.000,08 06 38.4,+41 31 12,0.16,29.0,26.273,634.73999,61.945,55.2116,102.45,737.19,3.11448e-06,1.10028e-06,3.70568e-09,2.744e-09,2.56,86.53,9.97348e-06,0.0,1.10491e-08,0.0,,3.2022938018545637,2.9816659830314545,0.0,0.0,-99.89
152,,GRB140416060,2014-04-16 01:26:40.001,02 22 57.6,+42 06 00,0.1,0.0,0.0,1032.56006,297.17999,34.5055,1174.81006,2207.37012,3.30565e-06,0.0,3.66216e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,-1174.81006
153,,GRB160821857,2016-08-21 20:34:30.003,11 25 09.6,+42 17 24,0.12,31.0,34.923,1367.06995,41.03,515.796,92.08,1459.15002,4.24923e-05,5.81927e-06,1.72684e-08,3.57301e-09,118.53,161.539,0.000173865,2.92644e-05,3.66117e-08,6.57507e-09,,4.091682493063449,2.1201558916865486,5.028878192625536,1.8402047573334528,26.450000000000003
154,,GRB111210359,2011-12-10 08:37:39.003,08 10 02.4,+44 05 24,0.82,0.0,0.0,387.48999,68.905,35.1177,6.54,394.03,5.78992e-06,2.09724e-06,2.28329e-09,1.10831e-09,0.0,60.0,2.63929e-05,0.0,2.92394e-08,0.0,,4.55842222345041,12.805819672490136,0.0,0.0,-6.54
155,,GRB160314929,2016-03-14 22:17:52.996,11 11 07.2,+45 42 36,0.79,0.0,0.0,1152.0,156.77499,28.4487,133.42,1285.42004,2.34928e-06,0.0,2.60265e-09,0.0,-3.84,94.722,1.23548e-05,0.0,1.36872e-08,0.0,,5.2589729619287615,5.258947611088698,,,-137.26
156,,GRB210410037,2021-04-10 00:53:15.996,17 57 52.8,+45 42 36,0.74,8.7,6.207,276.62,33.16,286.118,0.13,276.75,4.03604e-05,7.14431e-06,1.70467e-08,4.53642e-09,0.0,48.128,0.000163491,3.05524e-05,6.89702e-08,2.3302e-08,,4.050777494772103,4.045956108806983,4.276466166781677,5.1366496047544095,-0.13
158,,GRB131029973,2013-10-29 23:20:48.002,13 23 24.0,+48 01 48,0.18,0.0,0.0,518.51001,50.415,222.827,38.68,557.19,2.14735e-05,3.96233e-06,1.12057e-08,3.28275e-09,1.024,105.473,0.00013049,2.82369e-05,5.47098e-08,1.64753e-08,,6.0767923254243605,4.882318819886308,7.126337281347086,5.018749524027111,-37.656
159,,GRB190122305,2019-01-22 07:19:06.997,17 14 50.4,+48 07 12,0.91,29.0,12.911,805.90002,3.475,23.5953,11.81,817.71002,2.48762e-06,1.00389e-06,1.24194e-09,7.96543e-10,0.0,54.016,3.16842e-05,0.0,3.51014e-08,0.0,,12.736752397874273,28.26336215920254,0.0,0.0,-11.81
160,,GRB120226871,2012-02-26 20:54:17.001,20 11 52.8,+48 58 48,0.68,12.0,28.926,254.28,17.54,42.7222,29.37,283.64999,1.00601e-05,3.62411e-06,3.31497e-09,1.08687e-09,4.352,57.345,3.73986e-05,0.0,4.14321e-08,0.0,,3.717517718511744,12.49848414917782,0.0,0.0,-25.018
161,,GRB170306588,2017-03-06 14:07:22.002,10 18 09.6,+51 33 00,0.71,0.0,0.0,50.37,9.85,34.726,21.16,47.43,4.15868e-05,2.46564e-05,1.48816e-08,1.15418e-08,4.608,23.552,7.27271e-05,0.0,8.05707e-08,0.0,,1.7488025046408957,5.414115417697022,0.0,0.0,-16.552
163,,GRB170921168,2017-09-21 04:02:11.003,08 15 43.2,+52 40 12,0.26,0.0,0.0,156.89999,156.89999,28.3527,901.66998,1058.56995,6.8745e-06,0.0,7.61591e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,-901.66998
