,time,n9,n9_bkg,na,na_bkg,nb,nb_bkg,b1,b1_bkg
15,-28.5,1464.8633463097274,-1664.1763144059967,1605.7808109192865,1162.285163885591,1203.1763856581204,-1278.6851242971923,3079.834131808805,3266.074130158851
16,-28.4,1082.7718960538825,-1646.2379875145114,1424.9588568217193,1163.0757435237335,1102.7790030877654,-1264.7650399073439,3089.712364887941,3266.0741301588587
17,-28.3,1293.8556899560508,-1628.3507827930318,1162.790697674402,1163.8663231618739,881.834215167536,-1250.8842595795086,3354.217449988872,3266.074130158842
18,-28.2,1424.8444712020669,-1610.5147002415983,1474.6895126502068,1164.6569028000026,952.877690625676,-1237.042783313639,2816.4480566508005,3266.074130158858
19,-28.1,1333.9752462337576,-1592.7297398601506,1435.0225790265727,1165.4474824381593,1063.189568706103,-1223.2406111097773,3212.034557061396,3266.074130158842
20,-28.0,1122.8745588706931,-1574.9959016487094,1303.597930287575,1166.2380620762806,1063.189568706103,-1209.4777429679466,3060.320528307921,3266.0741301588564
21,-27.9,1223.3765191929551,-1557.3131856072775,1313.968183915406,1167.0286417144284,1033.0371291597148,-1195.754178888097,3454.2488267638328,3266.074130158835
22,-27.8,1203.465982028224,-1539.6815917358783,1465.0985429293735,1167.8192213525724,1163.7239165328888,-1182.069918870262,3109.7155968842017,3266.074130158853
23,-27.7,1273.9492426522038,-1522.1011200344644,1404.043645699595,1168.6098009907032,992.3618211342855,-1168.424962914414,3181.6351188078484,3266.074130158854
24,-27.6,1404.2689776921643,-1504.5717705030506,1142.9717264888548,1169.400380628851,1184.120740175795,-1154.8193110205762,2887.730666290986,3266.0741301588496
25,-27.5,1072.4666733486868,-1487.0935431416913,1444.9706992052454,1170.1909602669768,992.680236638911,-1141.2529631887653,3100.0885739592113,3266.074130158844
26,-27.4,1132.832080200485,-1469.666437950286,1284.0060990289521,1170.9815399051288,952.2663940177488,-1127.7259194189153,3364.6290849014304,3266.074130158838
27,-27.3,1193.1259900940295,-1452.2904549289274,1404.3816708129164,1171.7721195432648,1032.8713824431773,-1114.238179711103,3304.0535095494733,3266.0741301588578
28,-27.2,1484.5129192745735,-1434.9655940775422,1364.0375511513887,1172.5626991814,1062.7631842791106,-1100.7897440652844,3394.7819079278247,3266.0741301588555
29,-27.1,1394.210515757568,-1417.6918553962244,1353.9807032675876,1173.3532788195491,1143.246820971543,-1087.3806124814364,3029.2051607189146,3266.074130158842
30,-27.0,1243.5815147624983,-1400.4692388848446,1404.6071113251264,1174.1438584576829,1012.7750035096019,-1074.010784959642,2999.0741113481313,3266.0741301588587
31,-26.9,1333.654212542347,-1383.2977445435324,1374.2050675065504,1174.9344380958185,882.0463475262484,-1060.680261499833,3130.977549582156,3266.0741301588464
32,-26.8,1333.8682178316928,-1366.1773723721974,1484.8703748294192,1175.7250177339604,1143.6138196701413,-1047.389042102023,3191.7678567832163,3266.074130158844
33,-26.7,1334.0822918129286,-1349.1081223708698,1525.1244180446083,1176.515597372098,1062.5927262520397,-1034.1371267661932,3293.383019437963,3266.074130158845
34,-26.6,1384.041400890581,-1332.089994539571,1384.4857337774192,1177.3061770102404,1042.83651532166,-1020.9245154924021,3081.8192805059384,3266.0741301588528
35,-26.5,1394.0986500310717,-1315.1229888782684,1344.2478231210434,1178.096756648385,831.713329458673,-1007.751208280597,3375.042817707341,3266.0741301588555
36,-26.4,1374.425650594896,-1298.207105386967,1374.315350199607,1178.8873362865074,1012.856254638065,-994.6172051307992,3271.790122213898,3266.074130158851
37,-26.3,1313.6519524277305,-1281.342344065689,1354.089349836487,1179.6779159246594,1203.6591237361408,-981.522506043017,3060.320528307921,3266.0741301588405
38,-26.2,1353.7634624255238,-1264.5287049144144,1173.0264081329663,1180.4684955627993,1022.4948875255477,-968.467111017203,3293.1176861567737,3266.0741301588496
39,-26.1,1112.6481024838959,-1247.7661879331727,1213.3245091550675,1181.2590752009355,1022.6589131742385,-955.4510200534394,3343.269153306969,3266.0741301588464
40,-26.0,1354.089349836487,-1231.0547931218914,1545.2538631346358,1182.0496548390702,1122.784505573807,-942.4742331516275,3568.980118562678,3266.074130158844
41,-25.9,1575.7040486561127,-1214.3945204806453,1384.4857337774192,1182.8402344772137,1073.155075923199,-929.536750311878,3312.325070978347,3266.0741301588623
42,-25.8,1303.807116780982,-1197.7853700094129,1052.4627628650894,1183.6308141153522,791.7577020986478,-916.6385715340571,3160.607158674513,3266.0741301588514
43,-25.7,1223.0821670609764,-1181.2273417081824,1434.3316816786491,1184.42139375349,1123.1448054552588,-903.7796968183056,3272.5808075722016,3266.074130158851
44,-25.6,1545.1298310390275,-1164.72043557697,1404.043645699595,1185.2119733916281,1052.4627628650894,-890.9601261645328,3303.521070018485,3266.074130158829
45,-25.5,1082.5114265094867,-1148.264651615745,1133.1047068968812,1186.0025530297737,1032.788529028362,-878.1798595727498,3223.466838584852,3266.0741301588646
46,-25.4,1243.681296638031,-1131.859989824551,1102.602141052869,1186.793132667908,1102.9559218705976,-865.4388970429779,3363.81581597707,3266.0741301588428
47,-25.3,1163.1638055510823,-1115.5064502033604,1434.3316816786491,1187.583712306053,1072.9828924409705,-852.7372385752342,3171.5027889087564,3266.074130158853
48,-25.2,1233.2310653913078,-1099.2040327521825,1112.7373338412335,1188.3742919441897,1002.4861656908992,-840.074884169461,3109.9659816018398,3266.0741301588464
49,-25.1,1384.5968615804272,-1082.9527374709855,1283.6970474967725,1189.1648715823296,982.2395060738345,-827.4518338257016,3060.320528307921,3266.0741301588578
50,-25.0,1233.2310653913078,-1066.7525643598406,1224.0638921218272,1189.9554512204556,1002.7274185785193,-814.8680875439478,2898.084044437247,3266.0741301588514
51,-24.9,1192.9346191631244,-1050.6035134186664,1414.441345825873,1190.746030858612,862.1726751413439,-802.3236453242057,3142.120528520741,3266.0741301588464
52,-24.8,1112.8265795119446,-1034.5055846475263,1223.1802686985989,1191.5366104967393,1042.5856123185351,-789.8185071664446,3039.085456667831,3266.0741301588428
53,-24.7,1384.3746238112237,-1018.4587780463804,1545.750190709417,1192.3271901348933,1043.2549554610237,-777.352673070695,3275.219187745595,3266.0741301588587
54,-24.6,1303.807116780982,-1002.4630936152548,1324.2375601925976,1193.1177697730225,1143.1551080983352,-764.9261430369675,3415.89246488377,3266.0741301588337
55,-24.5,1072.5526753673591,-986.5185313541249,1183.170898006641,1193.9083494111621,831.7800092197184,-752.5389170652109,3344.0773569701373,3266.0741301588555
56,-24.4,1353.9807032675876,-970.6250912630178,1393.9868022544279,1194.6989290493007,1184.2158082774508,-740.1909951554707,3030.913301782254,3266.0741301588464
57,-24.3,1233.8248570568587,-954.7827733419304,1464.6282251915845,1195.489508687445,972.3530944886488,-727.8823773077531,3191.510782675185,3266.0741301588623
58,-24.2,1182.9811124032394,-938.991577590808,1304.0163704208778,1196.2800883255832,942.3747844568178,-715.6130635220213,3437.014937407978,3266.074130158845
59,-24.1,1333.5472356468015,-923.2515040097409,1102.602141052869,1197.070667963712,1103.1328974286819,-703.3830537982853,3019.809953293563,3266.074130158846
60,-24.0,1344.1399510492124,-907.5625525986588,1303.807116780982,1197.8612476018588,1124.0465676435006,-691.1923481365551,3375.5869490739324,3266.0741301588578
61,-23.9,1484.9895649381713,-891.9247233575901,1364.3659711075247,1198.651827240002,872.0056129096798,-679.0409465368615,3374.7708178026232,3266.074130158851
62,-23.8,1444.622792937379,-876.3380162865278,1454.8008427811571,1199.4424068781357,1002.4057738572432,-666.92884899912,3049.2100231457753,3266.074130158838
63,-23.7,1263.5885916001264,-860.8024313854721,1303.9117352055982,1200.2329865162756,942.2236478088154,-654.8560555233994,3233.0842213403243,3266.074130158852
64,-23.6,1313.968183915406,-845.3179686544375,1364.0375511513887,1201.0235661544161,922.2872724356272,-642.8225661096972,3029.2051607189146,3266.0741301588464
65,-23.5,1223.3765191929551,-829.8846280934089,1374.5359686966794,1201.8141457925547,1012.5313283207876,-630.8283807579965,3312.325070978347,3266.074130158852
66,-23.4,1142.8800577455024,-814.5024097023887,1323.9187996469361,1202.6047254307023,872.0056129096798,-618.8734994682814,3333.937672488419,3266.0741301588578
67,-23.3,1313.7573460095687,-799.1713134813607,1535.1889386124885,1203.3953050688342,932.1065608274569,-606.9579222405875,3171.5027889087564,3266.074130158837
68,-23.2,1223.1802686985989,-783.8913394303603,1495.7736864295969,1204.1858847069689,1022.3309144850114,-595.0816490748691,2938.335211721098,3266.0741301588555
69,-23.1,1243.2822651800577,-768.6624875493716,1354.089349836487,1204.9764643451101,1053.476472358769,-583.2446799711827,3180.3542673107436,3266.0741301588405
70,-23.0,1133.1047068968812,-753.4847578383705,1374.425650594896,1205.767043983256,952.0373599502801,-571.44701492947,3150.731815344925,3266.0741301588496
71,-22.9,1314.179089504606,-738.3581502974044,1243.4817488968936,1206.5576236213858,1223.9656487017764,-559.6886539498104,3049.4555262574795,3266.0741301588646
72,-22.8,1203.0798845043141,-723.2826649264264,1525.4917703733222,1207.3482032595298,1073.2411883889192,-547.9695970321014,3434.7992505892053,3266.074130158838
73,-22.7,1293.8556899560508,-708.2583017254639,1364.0375511513887,1208.1387828976626,1173.3087306203327,-536.2898441764223,3464.668439287679,3266.074130158851
74,-22.6,1143.0634099386193,-693.2850606945171,1444.8547118317342,1208.9293625358173,1032.6228620696422,-524.6493953827452,3312.325070978347,3266.074130158854
75,-22.5,1364.3659711075247,-678.3629418335793,1122.784505573807,1209.7199421739454,1082.9456120648008,-513.0482506510615,2959.056322718264,3266.0741301588573
76,-22.4,1253.4344102841608,-663.4919451426307,1263.4872247402652,1210.5105218120893,1033.0371291597148,-501.4864099813843,3292.852395625595,3266.0741301588314
77,-22.3,1152.9284382330957,-648.672070621721,1354.089349836487,1211.301101450225,972.1971655942292,-489.9638733737233,3394.508350289039,3266.074130158853
78,-22.2,1383.93036222871,-633.9033182707875,1303.9117352055982,1212.09168108837,882.1878258079913,-478.48064082804416,3272.844454290904,3266.0741301588473
79,-22.1,1434.2165967945557,-619.1856880899014,1495.1732996166525,1212.882260726497,1354.8503643041897,-467.0367123443729,2998.591265848216,3266.074130158854
80,-22.0,1464.7457763152406,-604.5191800789848,1444.7387430772728,1213.672840364648,1043.0038510911277,-455.63208792271604,3161.6255185468153,3266.074130158851
81,-21.9,1293.6480876070334,-589.9037942381045,1313.8627565041033,1214.4634200027815,1123.1448054552588,-444.2667675630607,3455.0839091806024,3266.0741301588464
82,-21.8,1243.4817488968936,-575.3395305672159,1062.4223228961882,1215.2539996409187,912.0978249974812,-432.94075126539764,2948.932144366793,3266.0741301588496
83,-21.7,1495.2933384179782,-560.8263890663529,1303.597930287575,1216.0445792790633,891.9444388767386,-421.65403902974975,3282.4519714849102,3266.0741301588464
84,-21.6,1273.8470179943247,-546.3643697354847,1394.4343010774064,1216.8351589172034,1264.2986152919748,-410.40663085608867,3324.6020552084956,3266.074130158851
85,-21.5,1294.0633589470754,-531.9534725746307,1253.4344102841608,1217.6257385553379,891.8729331596226,-399.1985267444459,2918.092171463029,3266.074130158854
86,-21.4,1253.6355430748995,-517.5936975837967,1304.0163704208778,1218.4163181934823,1052.8004491948434,-388.0297266948037,3141.361256544458,3266.074130158844
87,-21.3,1052.2096402444986,-503.28504476294864,1183.075997593727,1219.206897831615,932.330827067656,-376.90023070715756,3233.0842213403243,3266.074130158852
88,-21.2,1142.8800577455024,-489.0275141121256,1253.5349686114666,1219.997477469757,902.0566892514806,-365.8100387815157,3476.7711377607084,3266.0741301588464
89,-21.1,1394.3223994382388,-474.8211056313139,1334.0822918129286,1220.7880571079004,1113.4517002708237,-354.75915091788806,3191.253749974787,3266.074130158852
90,-21.0,1303.9117352055982,-460.6658193204925,1485.34725010034,1221.578636746035,1143.797407392527,-343.7475671162589,3404.1010353300885,3266.0741301588473
91,-20.9,1303.7025151429877,-446.5616551797017,1555.6938394523736,1222.3692163841768,1002.4057738572432,-332.7752873766223,2715.532847889892,3266.0741301588514
92,-20.8,1183.170898006641,-432.50861320890715,1374.425650594896,1223.1597960223087,1234.419220810484,-321.8423116989902,3221.6494845360367,3266.0741301588487
93,-20.7,1354.3066952910062,-418.50669340813266,1263.9942217406826,1223.9503756604572,932.4056064646655,-310.9486400833742,3140.8552790528665,3266.0741301588473
94,-20.6,1183.075997593727,-404.5558957773462,1323.7063778579836,1224.7409552985926,972.275123789654,-300.09427252975087,3302.9888020623066,3266.0741301588428
95,-20.5,1303.807116780982,-390.6562203165897,1303.7025151429877,1225.5315349367334,992.6006136076379,-289.27920903814254,3680.4001048661416,3266.0741301588555
96,-20.4,1344.0320962888475,-376.8076670258273,1303.597930287575,1226.322114574871,811.6395118138524,-278.50344960851703,3201.643107406019,3266.0741301588473
97,-20.3,1414.2143587891717,-363.010235905091,1293.6480876070334,1227.1126942130145,1223.8674210505021,-267.76699424091083,3323.2628398791067,3266.074130158853
98,-20.2,1273.336140688586,-349.2639269543446,1444.8547118317342,1227.9032738511453,901.8397530963036,-257.0698429353017,3180.610355101009,3266.0741301588464
99,-20.1,1344.0320962888475,-335.56874017362276,1173.1205005313968,1228.6938534892906,1093.5211380645524,-246.4119956917009,3465.7854437010865,3266.074130158856
100,-20.0,1424.61575504633,-321.9246755628965,1525.3692999357522,1229.484433127437,1022.3309144850114,-235.79345251008775,3131.9865455497143,3266.0741301588464
101,-19.9,1404.6071113251264,-308.3317331221937,1253.5349686114666,1230.2750127655625,1002.1646756994966,-225.21421339049772,3272.0536415439597,3266.074130158851
102,-19.8,1344.2478231210434,-294.78991285148817,1414.6684057389182,1231.0655924037028,972.3530944886488,-214.6742783329031,2989.672042036558,3266.0741301588487
103,-19.7,1273.8470179943247,-281.299214750791,1504.755025881765,1231.85617204185,902.0566892514806,-204.17364733731284,3283.509931106677,3266.074130158854
104,-19.6,1203.1763856581204,-267.85963882011674,1384.1524573720965,1232.6467516799898,952.877690625676,-193.71232040371714,3192.024972308886,3266.074130158845
105,-19.5,1384.2635316775472,-254.47118505943166,1404.2689776921643,1233.43733131812,1173.4970211229297,-183.29029753213038,3131.481966288696,3266.074130158853
106,-19.4,1122.9646266142456,-241.13385346877243,1424.61575504633,1234.2279109562633,821.7420932376522,-172.90757872254915,3160.3526712024996,3266.0741301588473
107,-19.3,1293.751880453296,-227.84764404810826,1253.4344102841608,1235.0184905944056,1263.6899747261825,-162.56416397496736,3120.8472596947163,3266.074130158845
108,-19.2,1173.2146080259745,-214.61255679747268,1414.441345825873,1235.8090702325396,1002.4861656908992,-152.26005328939135,2868.6462003019215,3266.0741301588496
109,-19.1,1193.4131616422799,-201.4285917168232,1404.6071113251264,1236.5996498706868,791.5673032604444,-141.99524666581675,3293.1176861567737,3266.0741301588555
110,-19.0,1263.791374122349,-188.29574880619325,1344.2478231210434,1237.390229508819,992.4414058583975,-131.76974410424188,3395.6028454546804,3266.0741301588496
111,-18.9,1303.7025151429877,-175.21402806557828,1444.622792937379,1238.180809146962,1113.2730226866831,-121.58354560467825,3110.717377735675,3266.074130158853
112,-18.8,1364.47547957298,-162.18342949495877,1313.5465757545187,1238.9713887850985,1032.9542491525615,-111.43665116711149,2958.1035939952085,3266.074130158853
113,-18.7,1283.4910957805046,-149.2039530943624,1364.47547957298,1239.761968423238,1012.2877703610015,-101.32906079155289,3333.1319356332474,3266.0741301588464
114,-18.6,1374.425650594896,-136.27559886375968,1435.0225790265727,1240.5525480613792,982.7122859090952,-91.2607744779899,3332.594994059677,3266.074130158845
115,-18.5,1344.2478231210434,-123.39836680318197,1545.6260789272733,1241.3431276995175,942.0725596311752,-81.23179222643726,3191.510782675185,3266.0741301588578
116,-18.4,1354.5241105291482,-110.57225691260088,1364.0375511513887,1242.1337073376537,1133.6503541403158,-71.2421140368774,2928.449230149903,3266.0741301588423
117,-18.3,1022.2489476848922,-97.79726919203675,1384.708007224544,1242.924286975799,1092.9948057677882,-61.291739909331554,3201.127441111289,3266.0741301588496
118,-18.2,1223.7692091642084,-85.07340364147012,1233.3299909756167,1243.7148666139358,1123.0547088079416,-51.38066984379184,3364.357951569314,3266.0741301588587
119,-18.1,1223.2783860746629,-72.40066026092497,1103.1328974286819,1244.5054462520727,1062.8484338025758,-41.50890384024238,3120.5959331588037,3266.0741301588405
120,-18.0,1343.8164386858489,-59.77903905038733,1373.9845552100896,1245.2960258902176,1123.0547088079416,-31.676441898698908,3141.8673970836576,3266.074130158854
121,-17.9,1163.1638055510823,-47.20854000985136,1213.227184310248,1246.0866055283484,892.2305764410901,-21.88328401916263,3171.5027889087564,3266.0741301588464
122,-17.8,1293.5443114132538,-34.68916313933218,1353.8720741319983,1246.8771851664944,972.5090734093824,-12.129430201635595,3425.761728195985,3266.074130158854
123,-17.7,1213.227184310248,-22.22090843881276,1434.3316816786491,1247.6677648046316,1072.7247207907935,-2.414880446092839,3333.669050256776,3266.0741301588496
124,-17.6,1253.4344102841608,-9.803775908310833,992.2026899717231,1248.4583444427706,1113.3623543100005,7.260365247423003,3648.1638247268393,3266.074130158847
125,-17.5,1233.6268629771353,2.5622344521919795,1324.2375601925976,1249.248924080907,1022.8229914564051,16.896306878955194,3698.9255981776973,3266.074130158844
126,-17.4,1444.622792937379,14.877122642665006,1606.0387055327803,1250.0395037190503,942.1480976626575,26.492944448480312,3090.458837504234,3266.074130158853
127,-17.3,1364.0375511513887,27.140888663157842,1384.5968615804272,1250.8300833571905,1052.6315789473533,36.05027795599205,2999.5571123726268,3266.074130158854
128,-17.2,1082.5982357658227,39.35353251362023,1192.9346191631244,1251.6206629953228,1042.3348300192283,45.568307401515526,3555.9584970282554,3266.0741301588473
129,-17.1,1455.0344190900307,51.5150541940763,1525.7367702561414,1252.4112426334684,1032.8713824431773,55.047032785023944,3202.6749385649946,3266.074130158851
130,-17.0,1233.5278897647095,63.6254537045315,1575.071730973713,1253.201822271609,1123.8660993818576,64.4864541065361,2857.6028334540365,3266.0741301588396
131,-16.9,1173.1205005313968,75.68473104497377,1283.5940633774387,1253.992401909742,1053.3073851894799,73.88657136603888,2999.798671230076,3266.074130158861
132,-16.8,1193.3174224343506,87.69288621541698,1484.632052002226,1254.7829815478876,972.1192198993667,83.24738456354292,3008.9564254804845,3266.0741301588564
133,-16.7,1173.1205005313968,99.64991921582835,1123.2349165596759,1255.5735611860223,962.6183218353785,92.56889369904614,3313.1256168052537,3266.0741301588496
134,-16.6,1142.788403705024,111.55583004625103,1092.556582402807,1256.364140824164,1032.788529028362,101.85109877254736,2980.0257731958336,3266.074130158844
135,-16.5,1354.089349836487,123.41061870665838,1424.7301039450774,1257.154720462303,1062.9336970037152,111.0939997840351,3325.406102624,3266.0741301588464
136,-16.4,1153.1134061967148,135.214285197054,1394.6581582485303,1257.9453001004367,1002.7274185785193,120.29759673352603,3365.714055383079,3266.074130158853
137,-16.3,1153.0209147967512,146.96682951744205,1263.4872247402652,1258.735879738581,1083.1193838254017,129.4618896210204,2989.9128193770084,3266.074130158854
138,-16.2,1343.8164386858489,158.66825166782078,1565.5105973024827,1259.5264593767204,1002.4057738572432,138.586878446502,3253.0969886191497,3266.074130158844
139,-16.1,1253.4344102841608,170.31855164819845,1183.075997593727,1260.3170390148591,1062.6779484300287,147.67256320998922,3212.034557061396,3266.074130158845
140,-16.0,1293.5443114132538,181.91772945855163,1475.2815077978955,1261.107618653002,922.2133119486638,156.7189439114612,3566.6787571030804,3266.0741301588564
141,-15.9,1092.6441989614714,193.46578509891208,1193.3174224343506,1261.8981982911337,912.2441205365068,165.72602055094202,3121.601482257175,3266.074130158853
142,-15.8,1152.835976502179,204.96271856925762,1333.8682178316928,1262.6887779292813,972.3530944886488,174.6937931284132,3182.404125040238,3266.0741301588473
143,-15.7,1504.9965886743776,216.408529869583,1283.8000481424835,1263.4793575674132,1274.358305404465,183.62226164388073,2918.7970530214166,3266.074130158845
144,-15.6,1132.832080200485,227.80321899992123,1455.1512353732003,1264.2699372055572,982.5546420693663,192.5114260973518,3363.81581597707,3266.0741301588587
145,-15.5,1193.030296954247,239.14678596023117,1344.0320962888475,1265.0605168436925,962.2323791195437,201.36128648881103,3233.0842213403243,3266.0741301588428
146,-15.4,1223.2783860746629,250.4392307505418,1123.0547088079416,1265.851096481834,1012.7750035096019,210.17184281827227,3283.2453772710323,3266.0741301588555
147,-15.3,1082.5114265094867,261.6805533708386,1132.7412337857454,1266.6416761199748,1123.1448054552588,218.94309508573465,3202.6749385649946,3266.074130158845
148,-15.2,1203.1763856581204,272.8707538211351,1444.9706992052454,1267.4322557581104,1052.884904638695,227.67504329118591,3110.717377735675,3266.0741301588564
149,-15.1,1263.5885916001264,284.009832101411,1595.840777244693,1268.2228353962537,992.5210033484911,236.36768743463668,2947.982694436018,3266.0741301588428
150,-15.0,1263.5885916001264,295.0977882116876,1484.9895649381713,1269.0134150343913,962.6183218353785,245.02102751608794,3201.643107406019,3266.0741301588496
151,-14.9,1293.4405518679505,306.13462215195216,1414.6684057389182,1269.8039946725266,1002.4861656908992,253.63506353553225,3252.3108524477457,3266.0741301588487
152,-14.8,1283.6970474967725,317.1203339222073,1203.272902294223,1270.5945743106724,932.1813042519362,262.209795492977,3485.2330875538405,3266.074130158853
153,-14.7,1415.0091323284223,328.0549235224449,1374.6463045092216,1271.3851539488062,942.4503709644943,270.74522338841416,3069.2132751020954,3266.0741301588496
154,-14.6,1062.5927262520397,338.9383909526917,1253.3338680890993,1272.1757335869477,1063.0189738858207,279.2413472218474,3374.226949497343,3266.0741301588446
155,-14.5,1193.4131616422799,349.7707362129178,1213.3245091550675,1272.9663132250892,1043.3386837881071,287.69816699328476,3019.080589324488,3266.07413015886
156,-14.4,1223.5728326713831,360.5519593031318,1324.0250361097549,1273.7568928632252,761.5230460921736,296.11568270271044,3313.6595290372793,3266.0741301588464
157,-14.3,1273.336140688586,371.28206022334854,1495.1732996166525,1274.547472501369,892.2305764410901,304.49389435014206,2968.941848996556,3266.0741301588496
158,-14.2,1183.075997593727,381.96103897354715,1364.47547957298,1275.338052139502,1133.5593764420119,312.8328019355605,3385.185782219666,3266.0741301588487
159,-14.1,1354.089349836487,392.58889555373867,1333.654212542347,1276.1286317776442,1002.8883183568535,321.13240545898844,3171.247357293824,3266.0741301588505
160,-14.0,1283.90306531855,403.16562996392224,1484.8703748294192,1276.9192114157843,1043.0875391157679,329.39270492040254,3193.311171552286,3266.074130158852
161,-13.9,1132.832080200485,413.6912422040958,1112.7373338412335,1277.7097910539187,982.3182711198289,337.61370031981687,3019.3236714975415,3266.074130158844
162,-13.8,1364.2564802182617,424.165732274262,1474.8078736681373,1278.5003706920595,922.2872724356272,345.795391657233,3262.7084508176445,3266.0741301588496
163,-13.7,1474.8078736681373,434.58910017442065,1122.8745588706931,1279.290950330202,952.2663940177488,353.93777893263643,3008.229873030522,3266.074130158853
164,-13.6,1082.5114265094867,444.96134590456893,1354.1980138428937,1280.0815299683427,1174.06225540368,362.04086214604297,3273.1081434930143,3266.0741301588496
165,-13.5,1374.425650594896,455.2824694647043,1152.9284382330957,1280.8721096064771,1022.3309144850114,370.1046412974455,3394.2348367342342,3266.074130158845
166,-13.4,1152.6510975242895,465.5524708548355,1555.4440541896417,1281.6626892446197,952.2663940177488,378.1291163868457,3252.0488914842167,3266.074130158854
167,-13.3,1394.210515757568,475.7713500749538,1213.227184310248,1282.4532688827596,1002.5665704202617,386.11428741423924,3363.2738550770855,3266.074130158847
168,-13.2,1153.2059124365574,485.93910712506926,1384.2635316775472,1283.243848520898,1425.4165830154384,394.0601543796333,3466.064807351232,3266.074130158851
169,-13.1,1364.1470069009595,496.05574200517145,1213.3245091550675,1284.0344281590365,1022.8229914564051,401.96671728302687,2949.4070987094665,3266.074130158854
170,-13.0,1313.968183915406,506.12125471526787,1173.3087306203327,1284.8250077971766,1093.082492629199,409.8339761244108,3445.4966753978956,3266.074130158844
171,-12.9,1132.7412337857454,516.1356452553485,1303.807116780982,1285.6155874353146,1012.5313283207876,417.66193090379835,3130.72540216227,3266.0741301588514
172,-12.8,1072.6386911802883,526.0989136254286,1494.9332798233959,1286.4061670734516,1093.1701935613123,425.4505816211759,2968.463845116583,3266.0741301588473
173,-12.7,1263.4872247402652,536.0110598254935,1354.089349836487,1287.1967467115953,1002.4057738572432,433.199928276551,3355.0285127047296,3266.074130158854
174,-12.6,1263.6899747261825,545.8720838555481,1263.5885916001264,1287.9873263497313,982.3182711198289,440.90997086993394,3353.947182885757,3266.0741301588428
175,-12.5,1142.9717264888548,555.681985715602,1314.179089504606,1288.777905987872,952.3427631974522,448.58070940129863,3241.915347750749,3266.074130158858
176,-12.4,1394.210515757568,565.4407654056422,1374.2050675065504,1289.5684856260123,1072.6386911802883,456.21214387067056,3141.614306428181,3266.0741301588473
177,-12.3,1343.7086358348852,575.1484229256729,1283.8000481424835,1290.3590652641496,942.1480976626575,463.8042742780361,3283.509931106677,3266.0741301588496
178,-12.2,1193.030296954247,584.8049582756954,1354.089349836487,1291.149644902289,1173.4970211229297,471.35710062339837,3201.9010028595135,3266.0741301588487
179,-12.1,1142.788403705024,594.4103714557103,1435.1377932999935,1291.9402245404294,1133.195611624766,478.870622906757,3264.2862899975353,3266.0741301588514
180,-12.0,1303.7025151429877,603.9646624657111,1142.9717264888548,1292.7308041785702,972.587081637141,486.34484112811435,2999.798671230076,3266.074130158844
181,-11.9,1203.0798845043141,613.4678313057103,1435.1377932999935,1293.5213838167053,992.4414058583975,493.7797552874674,3140.6023514253056,3266.0741301588578
