,time,n1,n1_bkg,n2,n2_bkg,n9,n9_bkg,na,na_bkg,b0,b0_bkg,b1,b1_bkg
54,-24.6,1002.3253949161913,1238.0992574603924,1223.3765191929551,1238.6967215590234,1173.2146080259745,1151.4749238684526,992.282249173084,1118.7559619834485,2675.3027316248563,2897.697392183539,3303.787268331943,3050.3340777169856
55,-24.5,1263.892789792543,1238.0992574603877,1404.2689776921643,1238.6967215590253,1143.0634099386193,1151.4749238684512,1002.3253949161913,1118.7559619834412,3019.3236714975415,2897.6973921835443,2988.9499426362713,3050.334077716971
56,-24.4,1052.6315789473533,1238.0992574603931,1193.3174224343506,1238.6967215590219,1263.4872247402652,1151.474923868452,1052.7160072988158,1118.7559619834465,2847.2543614302267,2897.697392183539,3140.8552790528665,3050.3340777169806
57,-24.3,1214.103670405955,1238.0992574603927,1062.5075177418557,1238.6967215590216,1042.5856123185351,1151.4749238684508,1122.784505573807,1118.7559619834444,3060.567010309235,2897.6973921835342,2787.6738522230544,3050.33407771699
58,-24.2,1083.032490974714,1238.0992574603906,1132.7412337857454,1238.6967215590228,1183.265813645645,1151.4749238684558,1072.7247207907935,1118.7559619834472,3059.827683388313,2897.697392183542,3011.6234564170313,3050.334077716973
59,-24.1,1223.5728326713831,1238.09925746039,1203.3694344163487,1238.6967215590237,1182.886242431516,1151.474923868449,1062.4223228961882,1118.7559619834474,2715.3143730640427,2897.6973921835465,3080.82638637183,3050.334077716987
60,-24.0,1183.075997593727,1238.0992574603908,1233.2310653913078,1238.6967215590246,1112.7373338412335,1151.4749238684508,1052.6315789473533,1118.7559619834446,2765.876128980308,2897.697392183538,2930.5726197908903,3050.334077716974
61,-23.9,1414.5548666706595,1238.0992574603902,1133.195611624766,1238.6967215590184,1233.6268629771353,1151.474923868452,1022.4948875255477,1118.7559619834487,2776.659959758512,2897.697392183548,2969.1809086699654,3050.3340777169824
62,-23.8,1173.2146080259745,1238.0992574603904,1283.4910957805046,1238.6967215590228,1162.790697674402,1151.4749238684524,1002.2450288646426,1118.7559619834412,2807.9144944747086,2897.697392183538,3039.574862111958,3050.334077716971
63,-23.7,1314.284567690653,1238.0992574603915,1313.6519524277305,1238.6967215590237,1223.3765191929551,1151.4749238684508,992.5210033484911,1118.7559619834453,2785.879513225345,2897.6973921835397,3080.82638637183,3050.3340777169865
64,-23.6,1435.1377932999935,1238.0992574603895,1323.6001925236455,1238.696721559024,1303.807116780982,1151.47492386845,1293.8556899560508,1118.755961983445,2725.8645315737203,2897.6973921835415,3069.954705586267,3050.3340777169765
65,-23.5,1223.3765191929551,1238.0992574603883,1153.0209147967512,1238.69672155902,1102.602141052869,1151.4749238684572,1072.5526753673591,1118.7559619834442,2806.332857229033,2897.6973921835433,2715.9699030297766,3050.3340777169833
66,-23.4,1424.7301039450774,1238.0992574603922,1333.7612066026004,1238.6967215590262,1112.7373338412335,1151.4749238684497,1132.9229411882495,1118.7559619834446,3019.3236714975415,2897.6973921835306,3487.7625902180866,3050.3340777169697
67,-23.3,1163.1638055510823,1238.0992574603918,1505.2382290370274,1238.69672155902,1293.8556899560508,1151.4749238684515,1162.9772216875035,1118.7559619834503,2887.0334976360114,2897.697392183544,3385.4586490407382,3050.3340777169888
68,-23.2,1173.1205005313968,1238.0992574603933,1273.5404424299372,1238.6967215590234,951.9610397418546,1151.47492386845,1173.591189038441,1118.7559619834433,3059.827683388313,2897.697392183541,3141.361256544458,3050.3340777169824
69,-23.1,1293.9595161193067,1238.099257460385,1112.8265795119446,1238.6967215590232,1203.0798845043141,1151.474923868455,1203.3694344163487,1118.7559619834456,2776.4365041042574,2897.6973921835424,3010.4105837578354,3050.334077716975
70,-23.0,1093.082492629199,1238.0992574603933,1173.402868318106,1238.696721559024,871.5862870424048,1151.4749238684506,982.2395060738345,1118.7559619834453,2857.372826786823,2897.6973921835397,2979.0660225442407,3050.334077716987
71,-22.9,1183.265813645645,1238.0992574603927,1062.8484338025758,1238.696721559025,1263.4872247402652,1151.4749238684497,1092.9948057677882,1118.7559619834487,3150.731815344925,2897.697392183548,2757.093982692655,3050.33407771698
72,-22.8,1233.428932432144,1238.0992574603888,1334.2964345191326,1238.6967215590203,1383.93036222871,1151.4749238684549,1133.0138167525456,1118.7559619834428,2806.107054492749,2897.6973921835393,2807.23643169054,3050.3340777169738
73,-22.7,1213.7139647320628,1238.099257460391,1132.7412337857454,1238.6967215590244,1042.5856123185351,1151.4749238684492,1102.513731307365,1118.755961983444,2899.0175551618204,2897.697392183539,2928.920828552407,3050.3340777169738
74,-22.6,1404.7198587252972,1238.0992574603908,1223.2783860746629,1238.69672155902,1062.6779484300287,1151.4749238684558,861.4817486075929,1118.7559619834476,2715.9699030297766,2897.6973921835424,3264.0232108316745,3050.3340777169847
75,-22.5,1374.8670292836446,1238.0992574603906,1364.5850056188601,1238.6967215590241,1002.0843354176545,1151.4749238684471,1123.2349165596759,1118.755961983446,3019.3236714975415,2897.697392183532,3028.9612977237075,3050.3340777169833
76,-22.4,1354.5241105291482,1238.0992574603906,1304.121022430863,1238.6967215590212,1123.2349165596759,1151.4749238684542,1092.6441989614714,1118.7559619834465,3039.085456667831,2897.6973921835456,3070.4491916161196,3050.3340777169687
77,-22.3,1395.554306138411,1238.0992574603933,1303.7025151429877,1238.696721559025,1263.284539803471,1151.474923868452,1062.9336970037152,1118.7559619834458,2907.737196901055,2897.697392183537,3607.85262224367,3050.3340777169865
78,-22.2,1374.6463045092216,1238.0992574603915,1273.642617887139,1238.6967215590166,1233.428932432144,1151.4749238684526,1082.8587470923082,1118.7559619834415,2857.6028334540365,2897.697392183539,2564.721501418104,3050.334077716978
79,-22.1,1183.4556906165835,1238.0992574603904,1243.4817488968936,1238.696721559027,1153.0209147967512,1151.4749238684517,1143.4302908726015,1118.7559619834458,3170.736617478263,2897.697392183541,3019.566792817414,3050.3340777169733
80,-22.0,1273.8470179943247,1238.0992574603915,1102.9559218705976,1238.6967215590234,1192.9346191631244,1151.4749238684506,1052.4627628650894,1118.7559619834446,3171.247357293824,2897.697392183551,2827.7014108317667,3050.334077716994
81,-21.9,1223.8674210505021,1238.09925746039,1273.7448097406193,1238.6967215590244,1163.2571199358038,1151.474923868453,1092.9071329736946,1118.7559619834465,2959.2946007971555,2897.697392183539,2929.8644811823747,3050.3340777169637
82,-21.8,1253.6355430748995,1238.099257460393,992.4414058583975,1238.6967215590207,1112.8265795119446,1151.4749238684515,1012.2066104106808,1118.7559619834465,3081.074549921419,2897.69739218353,2897.8507606857834,3050.3340777169833
83,-21.7,1002.1646756994966,1238.0992574603888,1333.9752462337576,1238.6967215590216,1082.8587470923082,1151.4749238684512,1072.8968214178128,1118.755961983444,2898.317365751508,2897.6973921835533,2594.8424990947856,3050.334077716982
84,-21.6,1223.3765191929551,1238.0992574603915,1082.5982357658227,1238.6967215590232,1203.1763856581204,1151.4749238684524,1173.1205005313968,1118.755961983448,3242.4376686671303,2897.697392183541,3254.4080604533538,3050.334077716974
85,-21.5,1012.3689433273717,1238.0992574603908,1273.9492426522038,1238.6967215590234,1404.043645699595,1151.4749238684512,1112.8265795119446,1118.7559619834444,2978.8261814668276,2897.6973921835356,3161.880211060494,3050.334077716987
86,-21.4,1173.3087306203327,1238.0992574603893,1334.6177775101662,1238.6967215590219,1152.835976502179,1151.4749238684515,1102.602141052869,1118.7559619834435,2746.534135495645,2897.6973921835397,3080.330179182561,3050.3340777169797
87,-21.3,1324.3438478208334,1238.0992574603888,1132.6504019405247,1238.6967215590255,1092.9071329736946,1151.4749238684524,1173.3087306203327,1118.7559619834474,3040.309265896143,2897.697392183541,3020.7829869501743,3050.334077716981
88,-21.2,1182.9811124032394,1238.099257460394,1213.3245091550675,1238.6967215590228,1072.4666733486868,1151.4749238684535,1122.8745588706931,1118.755961983443,2756.2064941857734,2897.6973921835415,2836.90797151016,3050.3340777169774
89,-21.1,1273.8470179943247,1238.09925746039,1193.3174224343506,1238.6967215590182,1032.3744612608853,1151.4749238684478,1223.2783860746629,1118.7559619834476,3232.8237355731003,2897.697392183542,3386.004514672638,3050.334077716985
90,-21.0,1072.8107642021944,1238.0992574603897,1213.5192056965027,1238.6967215590241,1243.3819990373638,1151.474923868452,1142.9717264888548,1118.7559619834437,3171.247357293824,2897.6973921835415,3060.567010309235,3050.334077716974
91,-20.9,1233.9238779318057,1238.099257460395,1142.8800577455024,1238.6967215590253,1293.751880453296,1151.4749238684535,1102.8674553839826,1118.7559619834453,2979.0660225442407,2897.6973921835365,3019.809953293563,3050.3340777169824
92,-20.8,1283.8000481424835,1238.099257460386,1143.1551080983352,1238.69672155902,1334.1893545733412,1151.4749238684512,891.587024904317,1118.7559619834472,3019.566792817414,2897.697392183541,2898.084044437247,3050.334077716975
93,-20.7,1254.038002367606,1238.0992574603927,1313.8627565041033,1238.6967215590244,1122.784505573807,1151.4749238684508,1022.2489476848922,1118.7559619834433,2968.2249008914314,2897.697392183538,3161.116256594003,3050.3340777169824
94,-20.6,1122.8745588706931,1238.0992574603895,1283.4910957805046,1238.6967215590225,1122.6944667201124,1151.4749238684528,1032.3744612608853,1118.755961983448,3090.458837504234,2897.6973921835397,2645.3962059184073,3050.334077716976
95,-20.5,1112.8265795119446,1238.0992574603927,1324.556474271475,1238.6967215590214,1072.4666733486868,1151.4749238684562,1002.4057738572432,1118.755961983442,2806.5586963081782,2897.697392183541,3020.0531529354485,3050.334077716984
96,-20.4,1354.1980138428937,1238.0992574603872,1273.642617887139,1238.6967215590228,1143.0634099386193,1151.474923868445,1273.5404424299372,1118.755961983446,3100.837628865935,2897.697392183542,3009.6833289714305,3050.3340777169788
97,-20.3,1193.7004714615139,1238.0992574603954,1153.2059124365574,1238.6967215590207,1223.5728326713831,1151.4749238684574,1203.1763856581204,1118.755961983444,2867.030159145282,2897.6973921835397,3110.717377735675,3050.334077716984
98,-20.2,1213.7139647320628,1238.0992574603897,1183.3607445144041,1238.6967215590246,1183.3607445144041,1151.4749238684497,992.282249173084,1118.755961983446,3049.2100231457753,2897.697392183542,2979.305902246515,3050.3340777169706
99,-20.1,1263.5885916001264,1238.0992574603938,1163.070506136183,1238.6967215590198,971.9633659993048,1151.474923868452,1193.5089162136512,1118.7559619834442,2725.4259106542645,2897.697392183535,3213.328766847266,3050.3340777169833
100,-20.0,1112.7373338412335,1238.0992574603893,1143.246820971543,1238.6967215590225,962.0009620009483,1151.474923868452,1102.690564978532,1118.7559619834474,2432.160804020066,2897.69739218355,3202.4169184289576,3050.3340777169783
101,-19.9,1253.7361336783438,1238.0992574603893,1444.622792937379,1238.6967215590225,1163.2571199358038,1151.474923868452,1042.6692332370721,1118.7559619834458,3090.9566863332957,2897.6973921835324,2948.932144366793,3050.33407771698
102,-19.8,1132.9229411882495,1238.0992574603938,1354.3066952910062,1238.6967215590257,1092.556582402807,1151.474923868449,1072.4666733486868,1118.755961983445,2907.9712624016006,2897.6973921835456,3234.1265843189735,3050.334077716981
103,-19.7,1435.1377932999935,1238.0992574603883,1283.8000481424835,1238.696721559021,1142.6967643638825,1151.474923868453,1072.5526753673591,1118.755961983446,2765.6535993724083,2897.6973921835393,2907.737196901055,3050.3340777169797
104,-19.6,1263.4872247402652,1238.0992574603922,1173.1205005313968,1238.696721559024,1172.932330827051,1151.4749238684515,911.9515763734262,1118.7559619834437,2908.9079013587907,2897.6973921835456,2938.8083735909404,3050.3340777169833
105,-19.5,1213.3245091550675,1238.0992574603904,1213.0325814536168,1238.6967215590223,1042.418410712839,1151.4749238684547,1122.9646266142456,1118.755961983446,2918.5620546676446,2897.697392183535,3029.4490629843162,3050.334077716976
106,-19.4,1324.3438478208334,1238.0992574603906,1122.8745588706931,1238.6967215590246,1082.7718960538825,1151.4749238684497,1153.3909694501672,1118.7559619834465,3008.9564254804845,2897.697392183537,2766.9893143903173,3050.334077716973
107,-19.3,1183.075997593727,1238.0992574603922,1203.465982028224,1238.6967215590234,1132.6504019405247,1151.4749238684517,891.8014389065786,1118.7559619834462,2806.5586963081782,2897.6973921835374,3161.370867061289,3050.33407771699
108,-19.2,1324.2375601925976,1238.0992574603886,1203.272902294223,1238.6967215590212,1092.556582402807,1151.4749238684517,982.0820138693892,1118.7559619834453,2795.76813226594,2897.697392183542,2928.685010366094,3050.334077716982
109,-19.1,1042.502004811533,1238.099257460392,1243.3819990373638,1238.6967215590228,1183.265813645645,1151.4749238684515,951.9610397418546,1118.7559619834449,3120.5959331588037,2897.697392183541,2918.5620546676446,3050.3340777169738
110,-19.0,1283.6970474967725,1238.0992574603908,1153.2059124365574,1238.696721559019,1183.5506519558508,1151.4749238684526,1273.5404424299372,1118.7559619834442,2766.3212956442617,2897.697392183538,2858.2930756843393,3050.3340777169788
111,-18.9,1333.7612066026004,1238.0992574603908,1223.3765191929551,1238.6967215590246,1092.6441989614714,1151.4749238684515,1112.915839499473,1118.7559619834446,2635.284650975621,2897.69739218354,2947.982694436018,3050.334077716982
112,-18.8,1404.832624227322,1238.099257460391,1163.2571199358038,1238.6967215590248,1324.131289623607,1151.4749238684524,962.1552277100569,1118.7559619834449,3059.827683388313,2897.6973921835374,3142.3737007492905,3050.334077716978
113,-18.7,1284.1091492776702,1238.0992574603906,1414.7819630350384,1238.6967215590234,1142.9717264888548,1151.4749238684517,992.1231435271341,1118.7559619834446,2705.203242221245,2897.6973921835447,2806.784571738959,3050.3340777169833
114,-18.6,1294.1672184433694,1238.0992574603906,1153.0209147967512,1238.6967215590223,1162.9772216875035,1151.4749238684515,932.0318293880526,1118.755961983448,2988.709320345319,2897.6973921835397,3192.539327653186,3050.334077716983
115,-18.5,1223.6710130390998,1238.099257460392,1092.8194742435328,1238.6967215590241,992.1231435271341,1151.47492386845,1032.3744612608853,1118.7559619834437,3180.8664841358864,2897.6973921835424,3080.08213552357,3050.3340777169697
116,-18.4,1112.915839499473,1238.0992574603922,1172.932330827051,1238.6967215590228,1052.294000921995,1151.4749238684553,1233.6268629771353,1118.755961983447,2847.7127734508235,2897.6973921835374,2989.9128193770084,3050.3340777169833
117,-18.3,1354.4153941850238,1238.0992574603883,1172.8382686100197,1238.69672155902,1092.7318295739192,1151.4749238684503,1193.030296954247,1118.755961983447,2604.1142995032706,2897.6973921835365,2707.163416057768,3050.334077716984
118,-18.2,1163.537152944936,1238.0992574603952,1172.932330827051,1238.6967215590234,992.2026899717231,1151.4749238684503,1213.5192056965027,1118.7559619834435,2959.056322718264,2897.697392183549,3132.2388961627107,3050.334077716978
119,-18.1,1082.8587470923082,1238.0992574603888,1243.7810945273454,1238.696721559025,1072.3806851209533,1151.474923868452,871.8657927965724,1118.7559619834458,3099.3398808565007,2897.69739218354,2927.9777835912087,3050.3340777169797
120,-18.0,1253.8367404256849,1238.0992574603906,1082.7718960538825,1238.6967215590212,1334.0822918129286,1151.4749238684526,1163.4437936291258,1118.7559619834458,2877.3793714032345,2897.697392183539,3040.5541460270997,3050.334077716982
121,-17.9,1183.5506519558508,1238.0992574603895,1183.075997593727,1238.6967215590244,1102.513731307365,1151.4749238684535,1213.6165774006367,1118.755961983445,3110.717377735675,2897.697392183544,2969.420006844722,3050.334077716978
122,-17.8,1304.121022430863,1238.0992574603906,1293.8556899560508,1238.6967215590225,911.9515763734262,1151.4749238684535,1002.5665704202617,1118.7559619834446,3069.954705586267,2897.6973921835342,2787.6738522230544,3050.334077716976
123,-17.7,1343.9242588357813,1238.0992574603915,1172.7442214782425,1238.6967215590216,1273.642617887139,1151.4749238684506,1163.35044929395,1118.755961983446,3018.5945423810244,2897.6973921835393,3343.5385111182245,3050.334077716983
124,-17.6,1072.8968214178128,1238.099257460387,1334.510645983405,1238.6967215590234,1032.208927103988,1151.4749238684487,1374.315350199607,1118.7559619834472,2898.084044437247,2897.697392183546,3172.2693307014792,3050.3340777169824
