,time,n0,n0_bkg,n1,n1_bkg,n3,n3_bkg,b0,b0_bkg
0,-30.0,907.1499453705281,929.4497706979263,910.1844426623896,912.8500653864863,1275.8889093958385,1318.924607321502,1486.544812149317,1464.2671984873314
1,-29.0,967.5019600687377,929.4497706979266,904.1518814779175,912.8500653864867,1250.7196402099846,1318.9246073215027,1449.1357370521127,1464.267198487331
2,-28.0,819.7542741466739,929.4497706979266,882.8876137181294,912.8500653864874,1322.193999365989,1318.9246073215033,1457.1407927167045,1464.2671984873307
3,-27.0,929.2357411933111,929.4497706979266,867.9267974904287,912.8500653864868,1275.837719861343,1318.9246073215024,1426.90283815189,1464.2671984873327
4,-26.0,925.2335137020768,929.4497706979264,937.2550356156913,912.8500653864864,1287.8842589249175,1318.9246073215022,1492.4893759246509,1464.26719848733
5,-25.0,965.5006466748879,929.4497706979265,972.5012732748629,912.8500653864867,1283.0106914213832,1318.9246073215024,1457.21098648768,1464.2671984873307
6,-24.0,902.1000890072088,929.4497706979266,929.1761304976254,912.8500653864872,1367.328963498436,1318.9246073215027,1391.9078671395341,1464.2671984873307
7,-23.0,917.2362219090143,929.4497706979263,925.218674381166,912.8500653864869,1332.1563277425569,1318.924607321503,1398.7164719433931,1464.267198487331
8,-22.0,899.0804722127002,929.4497706979264,894.0599140419527,912.8500653864866,1245.6322636808936,1318.9246073215024,1450.2353496120998,1464.2671984873311
9,-21.0,961.4594131789116,929.4497706979266,905.0181905649598,912.8500653864871,1306.0382703318662,1318.9246073215022,1569.9406554401858,1464.2671984873302
10,-20.0,917.0964825591302,929.4497706979263,901.9771338774593,912.8500653864863,1296.9036800770318,1318.924607321503,1469.4192180762652,1464.2671984873307
11,-19.0,925.2335137020768,929.4497706979264,950.4026178178435,912.8500653864869,1309.0869695188378,1318.924607321502,1469.2776453019246,1464.2671984873318
12,-18.0,952.3809523809523,929.4497706979265,911.0644720937645,912.8500653864868,1277.7873617401979,1318.924607321503,1443.1201904356658,1464.2671984873305
13,-17.0,917.1332519440218,929.4497706979266,865.898048522361,912.8500653864868,1267.8034102306922,1318.9246073215022,1386.7315279734453,1464.2671984873307
14,-16.0,932.1962543753083,929.4497706979269,918.1079759126956,912.8500653864871,1252.6200720081033,1318.9246073215022,1394.8484933629295,1464.2671984873307
15,-15.0,930.2847794182512,929.4497706979265,916.0997005135771,912.8500653864867,1301.9840712580497,1318.9246073215027,1516.565796473056,1464.2671984873307
